ENSCMIP00000015968	ENSCMIG00000007634	callorhinchus_milii
ENSAPLP00020023549	ENSAPLG00020016275	anas_platyrhynchos
ENSCMMP00000019967	ENSCMMG00000012390	cairina_moschata_domestica
ENSCPGP00000024019	ENSCPGG00000016558	calidris_pygmaea
ENSCPUP00000023927	ENSCPUG00000016223	calidris_pugnax
ENSFTIP00000006117	ENSFTIG00000003962	falco_tinnunculus
ENSBJAP00000000454	ENSBJAG00000000366	buteo_japonicus
ENSANIP00000016012	ENSANIG00000010888	accipiter_nisus
ENSACCP00020005142	ENSACCG00020003452	aquila_chrysaetos_chrysaetos
ENSACUP00000021989	ENSACUG00000014686	athene_cunicularia
ENSSOCP00000011666	ENSSOCG00000008852	strix_occidentalis_caurina
ENSBOBP00000004408	ENSBOBG00000002949	bubo_bubo
ENSSHBP00005018916	ENSSHBG00005016269	strigops_habroptila
ENSACOP00000016846	ENSACOG00000011594	amazona_collaria
ENSCCEP00000013700	ENSCCEG00000013124	cyanistes_caeruleus
ENSMCSP00000016251	ENSMCSG00000011444	malurus_cyaneus_samueli
ENSLCOP00000006558	ENSLCOG00000004874	lepidothrix_coronata
ENSMVIP00005007256	ENSMVIG00005005461	manacus_vitellinus
ENSTGUP00000024315	ENSTGUG00000024193	taeniopygia_guttata
ENSZALP00000000078	ENSZALG00000000100	zonotrichia_albicollis
ENSCMUP00000006215	ENSCMUG00000004131	corvus_moneduloides
ENSFALP00000003423	ENSFALG00000003254	ficedula_albicollis
ENSCUSP00005021187	ENSCUSG00005013483	catharus_ustulatus
ENSZLMP00000004198	ENSZLMG00000002996	zosterops_lateralis_melanops
ENSCRFP00000003970	ENSCRFG00000003233	stachyris_ruficeps
ENSEGOP00005015144	ENSEGOG00005012319	erythrura_gouldiae
ENSTGUP00000002121	ENSTGUG00000002048	taeniopygia_guttata
ENSLSDP00000023912	ENSLSDG00000016819	lonchura_striata_domestica
ENSSCAP00000006551	ENSSCAG00000005068	serinus_canaria
ENSJHYP00000017323	ENSJHYG00000013244	junco_hyemalis
ENSGFOP00000018088	ENSGFOG00000012268	geospiza_fortis
ENSCPVP00000022524	ENSCPVG00000016119	camarhynchus_parvulus
ENSPMJP00000012338	ENSPMJG00000009492	parus_major
ENSNPEP00000013480	ENSNPEG00000009941	nothoprocta_perdicaria
ENSAOWP00000006442	ENSAOWG00000004418	apteryx_owenii
ENSARWP00000018989	ENSARWG00000013043	apteryx_rowi
ENSAHAP00000025115	ENSAHAG00000017513	apteryx_haastii
ENSMEUP00000000018	ENSMEUG00000000021	notamacropus_eugenii
ENSVURP00010019069	ENSVURG00010014511	vombatus_ursinus
ENSVURP00010017158	ENSVURG00010013111	vombatus_ursinus
ENSPCIP00000039995	ENSPCIG00000029279	phascolarctos_cinereus
ENSSHAP00000013600	ENSSHAG00000011625	sarcophilus_harrisii
ENSMODP00000004043	ENSMODG00000003309	monodelphis_domestica
ENSMICP00000015383	ENSMICG00000016876	microcebus_murinus
ENSPCOP00000010318	ENSPCOG00000016618	propithecus_coquereli
ENSPSMP00000009340	ENSPSMG00000006838	prolemur_simus
ENSOGAP00000004544	ENSOGAG00000005079	otolemur_garnettii
ENSSBOP00000024938	ENSSBOG00000028925	saimiri_boliviensis_boliviensis
ENSCJAP00000015479	ENSCJAG00000008362	callithrix_jacchus
ENSCCAP00000001192	ENSCCAG00000006935	cebus_capucinus
ENSANAP00000040365	ENSANAG00000037528	aotus_nancymaae
ENSRBIP00000018496	ENSRBIG00000033231	rhinopithecus_bieti
ENSRROP00000010479	ENSRROG00000029642	rhinopithecus_roxellana
ENSCANP00000034023	ENSCANG00000040672	colobus_angolensis_palliatus
ENSPTEP00000036530	ENSPTEG00000034318	piliocolobus_tephrosceles
ENSPANP00000003991	ENSPANG00000018686	papio_anubis
ENSCATP00000012685	ENSCATG00000030471	cercocebus_atys
ENSMFAP00000027502	ENSMFAG00000045141	macaca_fascicularis
ENSMMUP00000079185	ENSMMUG00000018245	macaca_mulatta
ENSMNEP00000041011	ENSMNEG00000043341	macaca_nemestrina
ENSTGEP00000029319	ENSTGEG00000023591	theropithecus_gelada
ENSMLEP00000017266	ENSMLEG00000032820	mandrillus_leucophaeus
ENSCSAP00000017158	ENSCSAG00000000848	chlorocebus_sabaeus
ENSGGOP00000007795	ENSGGOG00000007964	gorilla_gorilla
ENSPTRP00000000400	ENSPTRG00000000221	pan_troglodytes
ENSPPAP00000002235	ENSPPAG00000009242	pan_paniscus
ENSP00000351209	ENSG00000142627	homo_sapiens
ENSPPYP00000002121	ENSPPYG00000001827	pongo_abelii
ENSNLEP00000009392	ENSNLEG00000007722	nomascus_leucogenys
ENSTSYP00000008750	ENSTSYG00000009551	carlito_syrichta
ENSTBEP00000010304	ENSTBEG00000011879	tupaia_belangeri
ENSOPRP00000007789	ENSOPRG00000008497	ochotona_princeps
ENSOCUP00000016311	ENSOCUG00000000786	oryctolagus_cuniculus
ENSNGAP00000012242	ENSNGAG00000014151	nannospalax_galili
ENSMAUP00000008134	ENSMAUG00000009598	mesocricetus_auratus
ENSCGRP00000014491	ENSCGRG00000010485	cricetulus_griseus_crigri
ENSCGRP00015001304	ENSCGRG00015001070	cricetulus_griseus_picr
ENSCGRP00001017985	ENSCGRG00001017870	cricetulus_griseus_chok1gshd
ENSPEMP00000028038	ENSPEMG00000023679	peromyscus_maniculatus_bairdii
ENSMOCP00000017054	ENSMOCG00000015770	microtus_ochrogaster
MGP_PahariEiJ_P0080660	MGP_PahariEiJ_G0029069	mus_pahari
ENSMUSP00000006614	ENSMUSG00000006445	mus_musculus
MGP_SPRETEiJ_P0068131	MGP_SPRETEiJ_G0027718	mus_spretus
ENSMSIP00000016298	ENSMSIG00000014018	mus_spicilegus
MGP_CAROLIEiJ_P0065574	MGP_CAROLIEiJ_G0026738	mus_caroli
ENSRNOP00000012328	ENSRNOG00000009222	rattus_norvegicus
ENSMUGP00000017507	ENSMUGG00000014902	meriones_unguiculatus
ENSJJAP00000004445	ENSJJAG00000009210	jaculus_jaculus
ENSDORP00000016743	ENSDORG00000012522	dipodomys_ordii
ENSCCNP00000025214	ENSCCNG00000024604	castor_canadensis
ENSCLAP00000004405	ENSCLAG00000003129	chinchilla_lanigera
ENSCPOP00000030794	ENSCPOG00000003065	cavia_porcellus
ENSCAPP00000008253	ENSCAPG00000009972	cavia_aperea
ENSODEP00000022289	ENSODEG00000016363	octodon_degus
ENSFDAP00000020797	ENSFDAG00000008173	fukomys_damarensis
ENSHGLP00000018178	ENSHGLG00000012989	heterocephalus_glaber_female
ENSHGLP00100022946	ENSHGLG00100016877	heterocephalus_glaber_male
ENSSDAP00000016348	ENSSDAG00000014776	spermophilus_dauricus
ENSMMMP00000024678	ENSMMMG00000021393	marmota_marmota_marmota
ENSUPAP00010022675	ENSUPAG00010017996	urocitellus_parryii
ENSSTOP00000002767	ENSSTOG00000003080	ictidomys_tridecemlineatus
ENSSVLP00005000679	ENSSVLG00005000603	sciurus_vulgaris
ENSBIXP00000042031	ENSBIXG00000026170	bos_taurus_hybrid
ENSBIXP00005022292	ENSBIXG00005025209	bos_indicus_hybrid
ENSBTAP00000001080	ENSBTAG00000000815	bos_taurus
ENSBGRP00000003655	ENSBGRG00000002216	bos_grunniens
ENSBMUP00000005317	ENSBMUG00000004171	bos_mutus
ENSOARP00000013289	ENSOARG00000012400	ovis_aries
ENSOARP00020020350	ENSOARG00020016033	ovis_aries_rambouillet
ENSCHIP00010000039	ENSCHIG00010000080	capra_hircus_blackbengal
ENSCHIP00000014598	ENSCHIG00000015531	capra_hircus
ENSMMSP00000011351	ENSMMSG00000008699	moschus_moschiferus
ENSCHYP00000003506	ENSCHYG00000002205	cervus_hanglu_yarkandensis
ENSPCTP00005030098	ENSPCTG00005021460	physeter_catodon
ENSDLEP00000018667	ENSDLEG00000013587	delphinapterus_leucas
ENSMMNP00015012546	ENSMMNG00015009252	monodon_monoceros
ENSPSNP00000000121	ENSPSNG00000000128	phocoena_sinus
ENSTTRP00000016478	ENSTTRG00000017387	tursiops_truncatus
ENSBMSP00010000144	ENSBMSG00010000136	balaenoptera_musculus
ENSCDRP00005005592	ENSCDRG00005003965	camelus_dromedarius
ENSSSCP00000003769	ENSSSCG00000003471	sus_scrofa
ENSCWAP00000004984	ENSCWAG00000003848	catagonus_wagneri
ENSECAP00000006952	ENSECAG00000007650	equus_caballus
ENSEASP00005023330	ENSEASG00005015879	equus_asinus_asinus
ENSMLUP00000013625	ENSMLUG00000014957	myotis_lucifugus
ENSRFEP00010018836	ENSRFEG00010012706	rhinolophus_ferrumequinum
ENSPVAP00000010923	ENSPVAG00000011591	pteropus_vampyrus
ENSLCNP00005035182	ENSLCNG00005022832	lynx_canadensis
ENSFCAP00000009443	ENSFCAG00000010170	felis_catus
ENSPTIP00000000352	ENSPTIG00000000837	panthera_tigris_altaica
ENSPLOP00000026867	ENSPLOG00000019631	panthera_leo
ENSPPRP00000002343	ENSPPRG00000023510	panthera_pardus
ENSSSUP00005010115	ENSSSUG00005006239	suricata_suricatta
ENSCAFP00020006053	ENSCAFG00020004936	canis_lupus_dingo
ENSCAFP00030018827	ENSCAFG00030011677	canis_lupus_familiarisbasenji
ENSCAFP00040005075	ENSCAFG00040003073	canis_lupus_familiarisgreatdane
ENSCAFP00000023602	ENSCAFG00000016011	canis_lupus_familiaris
ENSVVUP00000040661	ENSVVUG00000028960	vulpes_vulpes
ENSZCAP00015027743	ENSZCAG00015017540	zalophus_californianus
ENSNVIP00000015582	ENSNVIG00000012219	neovison_vison
ENSMPUP00000016205	ENSMPUG00000016308	mustela_putorius_furo
ENSAMEP00000012324	ENSAMEG00000011607	ailuropoda_melanoleuca
ENSUTTP00000024429	ENSUTTG00000015609	ursus_thibetanus_thibetanus
ENSUAMP00000018573	ENSUAMG00000014721	ursus_americanus
ENSEEUP00000007750	ENSEEUG00000008493	erinaceus_europaeus
ENSSARP00000001389	ENSSARG00000001529	sorex_araneus
ENSDNOP00000011070	ENSDNOG00000014247	dasypus_novemcinctus
ENSPCAP00000011853	ENSPCAG00000012654	procavia_capensis
ENSLAFP00000006472	ENSLAFG00000007699	loxodonta_africana
ENSETEP00000005727	ENSETEG00000007057	echinops_telfairi
ENSOANP00000023610	ENSOANG00000015001	ornithorhynchus_anatinus
