ENSPMAP00000000324	ENSPMAG00000000284	petromyzon_marinus
ENSSPAP00000016111	ENSSPAG00000012074	stegastes_partitus
ENSAPOP00000007775	ENSAPOG00000009792	acanthochromis_polyacanthus
ENSAOCP00000018681	ENSAOCG00000023857	amphiprion_ocellaris
ENSAPEP00000032205	ENSAPEG00000022877	amphiprion_percula
ENSMAMP00000015619	ENSMAMG00000010588	mastacembelus_armatus
ENSMALP00000014674	ENSMALG00000010266	monopterus_albus
ENSSLUP00000025780	ENSSLUG00000011736	sander_lucioperca
ENSCLMP00005040497	ENSCLMG00005019075	cyclopterus_lumpus
ENSGACP00000017390	ENSGACG00000013150	gasterosteus_aculeatus
ENSLBEP00000002553	ENSLBEG00000002004	labrus_bergylta
ENSSAUP00010033397	ENSSAUG00010014186	sparus_aurata
ENSDLAP00005019376	ENSDLAG00005009140	dicentrarchus_labrax
ENSSFAP00005013796	ENSSFAG00005007494	salarias_fasciatus
ENSPMGP00000012266	ENSPMGG00000010121	periophthalmus_magnuspinnatus
ENSNMLP00000034768	ENSNMLG00000021618	neogobius_melanostomus
ENSHCOP00000007996	ENSHCOG00000010136	hippocampus_comes
ENSMMDP00005005728	ENSMMDG00005003192	myripristis_murdjan
ENSHHUP00000061223	ENSHHUG00000036280	hucho_hucho
ENSSTUP00000085143	ENSSTUG00000037432	salmo_trutta
ENSSSAP00000014267	ENSSSAG00000007032	salmo_salar
ENSOKIP00005067126	ENSOKIG00005028828	oncorhynchus_kisutch
ENSOTSP00005034135	ENSOTSG00005016082	oncorhynchus_tshawytscha
ENSOMYP00000002657	ENSOMYG00000001377	oncorhynchus_mykiss
ENSOKIP00005056138	ENSOKIG00005024065	oncorhynchus_kisutch
ENSOTSP00005014888	ENSOTSG00005007479	oncorhynchus_tshawytscha
ENSOMYP00000010050	ENSOMYG00000005041	oncorhynchus_mykiss
ENSSSAP00000095999	ENSSSAG00000072961	salmo_salar
ENSSTUP00000088803	ENSSTUG00000039023	salmo_trutta
ENSHHUP00000067951	ENSHHUG00000040068	hucho_hucho
ENSHHUP00000067938	ENSHHUG00000040059	hucho_hucho
ENSELUP00000034051	ENSELUG00000012483	esox_lucius
ENSDCDP00000017613	ENSDCDG00000014373	denticeps_clupeoides
ENSCHAP00000003873	ENSCHAG00000002438	clupea_harengus
ENSPNAP00000037068	ENSPNAG00000004793	pygocentrus_nattereri
ENSAMXP00005042555	ENSAMXG00005019867	astyanax_mexicanus_pachon
ENSAMXP00000027407	ENSAMXG00000024617	astyanax_mexicanus
ENSEEEP00000042483	ENSEEEG00000020058	electrophorus_electricus
ENSIPUP00000009588	ENSIPUG00000006577	ictalurus_punctatus
ENSCARP00000005341	ENSCARG00000002564	carassius_auratus
ENSCCRP00000041869	ENSCCRG00000022331	cyprinus_carpio
ENSCCRP00010047960	ENSCCRG00010020294	cyprinus_carpio_germanmirror
ENSCCRP00015029309	ENSCCRG00015012356	cyprinus_carpio_huanghe
ENSCCRP00020094998	ENSCCRG00020043557	cyprinus_carpio_hebaored
ENSSRHP00000037029	ENSSRHG00000018960	sinocyclocheilus_rhinocerous
ENSSGRP00000096550	ENSSGRG00000048230	sinocyclocheilus_grahami
ENSSANP00000013962	ENSSANG00000007424	sinocyclocheilus_anshuiensis
ENSCARP00000099604	ENSCARG00000050467	carassius_auratus
ENSCCRP00015074724	ENSCCRG00015030250	cyprinus_carpio_huanghe
ENSCCRP00010051133	ENSCCRG00010021683	cyprinus_carpio_germanmirror
ENSCCRP00000005567	ENSCCRG00000003301	cyprinus_carpio
ENSCCRP00020065325	ENSCCRG00020030743	cyprinus_carpio_hebaored
ENSSANP00000079088	ENSSANG00000039369	sinocyclocheilus_anshuiensis
ENSSRHP00000016878	ENSSRHG00000009277	sinocyclocheilus_rhinocerous
ENSSGRP00000002664	ENSSGRG00000001708	sinocyclocheilus_grahami
ENSDARP00000018941	ENSDARG00000004586	danio_rerio
ENSLOCP00000000451	ENSLOCG00000000408	lepisosteus_oculatus
ENSLACP00000017880	ENSLACG00000015751	latimeria_chalumnae
ENSLLEP00000041583	ENSLLEG00000026462	leptobrachium_leishanense
ENSXETP00000094124	ENSXETG00000018040	xenopus_tropicalis
ENSCPRP00005011356	ENSCPRG00005008092	crocodylus_porosus
ENSNPEP00000002038	ENSNPEG00000001570	nothoprocta_perdicaria
ENSAHAP00000000235	ENSAHAG00000000232	apteryx_haastii
ENSARWP00000018025	ENSARWG00000012395	apteryx_rowi
ENSAOWP00000016870	ENSAOWG00000011516	apteryx_owenii
ENSDNVP00000020502	ENSDNVG00000014346	dromaius_novaehollandiae
ENSMGAP00000014989	ENSMGAG00000017203	meleagris_gallopavo
ENSCMMP00000011114	ENSCMMG00000007016	cairina_moschata_domestica
ENSAPLP00020020936	ENSAPLG00020014708	anas_platyrhynchos
ENSAPLP00000026777	ENSAPLG00000020046	anas_platyrhynchos_platyrhynchos
ENSAZOP00000001230	ENSAZOG00000000871	anas_zonorhyncha
ENSABRP00000014964	ENSABRG00000013172	anser_brachyrhynchus
ENSACDP00005010652	ENSACDG00005007753	anser_cygnoides
ENSMGAP00000014990	ENSMGAG00000014171	meleagris_gallopavo
ENSGALP00000021606	ENSGALG00000019019	gallus_gallus
ENSPCLP00000021275	ENSPCLG00000018631	phasianus_colchicus
ENSPSTP00000010435	ENSPSTG00000007341	pavo_cristatus
ENSCJPP00005017119	ENSCJPG00005014006	coturnix_japonica
ENSNMEP00000005719	ENSNMEG00000005911	numida_meleagris
ENSACOP00000023761	ENSACOG00000016035	amazona_collaria
ENSSHBP00005019901	ENSSHBG00005017010	strigops_habroptila
ENSBJAP00000023479	ENSBJAG00000015182	buteo_japonicus
ENSACCP00020002389	ENSACCG00020001645	aquila_chrysaetos_chrysaetos
ENSANIP00000021004	ENSANIG00000014231	accipiter_nisus
ENSFTIP00000008460	ENSFTIG00000005710	falco_tinnunculus
ENSMCSP00000004643	ENSMCSG00000003318	malurus_cyaneus_samueli
ENSFALP00000003167	ENSFALG00000003026	ficedula_albicollis
ENSGFOP00000018281	ENSGFOG00000012379	geospiza_fortis
ENSCPVP00000014970	ENSCPVG00000010900	camarhynchus_parvulus
ENSJHYP00000014907	ENSJHYG00000011512	junco_hyemalis
ENSSCAP00000002268	ENSSCAG00000001984	serinus_canaria
ENSEGOP00005015269	ENSEGOG00005012412	erythrura_gouldiae
ENSCUSP00005010417	ENSCUSG00005006572	catharus_ustulatus
ENSZALP00000008354	ENSZALG00000007294	zonotrichia_albicollis
ENSTGUP00000031473	ENSTGUG00000021241	taeniopygia_guttata
ENSCRFP00000000380	ENSCRFG00000000297	stachyris_ruficeps
ENSZLMP00000003005	ENSZLMG00000002199	zosterops_lateralis_melanops
ENSPMJP00000012895	ENSPMJG00000009851	parus_major
ENSCMUP00000003571	ENSCMUG00000002418	corvus_moneduloides
ENSLCOP00000008416	ENSLCOG00000006165	lepidothrix_coronata
ENSSOCP00000017975	ENSSOCG00000013501	strix_occidentalis_caurina
ENSOSUP00000011710	ENSOSUG00000008442	otus_sunia
ENSMUNP00000001671	ENSMUNG00000001439	melopsittacus_undulatus
ENSLSDP00000023111	ENSLSDG00000016275	lonchura_striata_domestica
ENSCCEP00000009261	ENSCCEG00000009423	cyanistes_caeruleus
ENSNMEP00000006619	ENSNMEG00000006773	numida_meleagris
ENSCCNP00000024663	ENSCCNG00000024141	castor_canadensis
ENSDORP00000004769	ENSDORG00000005096	dipodomys_ordii
ENSPEMP00000002490	ENSPEMG00000002759	peromyscus_maniculatus_bairdii
ENSCGRP00015034337	ENSCGRG00015025860	cricetulus_griseus_picr
ENSCGRP00000004871	ENSCGRG00000003579	cricetulus_griseus_crigri
ENSCGRP00001003976	ENSCGRG00001004956	cricetulus_griseus_chok1gshd
ENSMAUP00000005266	ENSMAUG00000007176	mesocricetus_auratus
ENSMOCP00000001620	ENSMOCG00000001237	microtus_ochrogaster
ENSMSIP00000026667	ENSMSIG00000022497	mus_spicilegus
ENSMUSP00000029712	ENSMUSG00000028072	mus_musculus
MGP_SPRETEiJ_P0060620	MGP_SPRETEiJ_G0026081	mus_spretus
MGP_CAROLIEiJ_P0058293	MGP_CAROLIEiJ_G0025140	mus_caroli
MGP_PahariEiJ_P0069253	MGP_PahariEiJ_G0026583	mus_pahari
ENSRNOP00000018961	ENSRNOG00000013953	rattus_norvegicus
ENSMUGP00000032230	ENSMUGG00000026822	meriones_unguiculatus
ENSNGAP00000018317	ENSNGAG00000018474	nannospalax_galili
ENSJJAP00000018567	ENSJJAG00000019787	jaculus_jaculus
ENSSTOP00000007027	ENSSTOG00000007842	ictidomys_tridecemlineatus
ENSUPAP00010005913	ENSUPAG00010004768	urocitellus_parryii
ENSMMMP00000014887	ENSMMMG00000013240	marmota_marmota_marmota
ENSSVLP00005003293	ENSSVLG00005002523	sciurus_vulgaris
ENSCPOP00000002894	ENSCPOG00000003195	cavia_porcellus
ENSCAPP00000017336	ENSCAPG00000017019	cavia_aperea
ENSCLAP00000005977	ENSCLAG00000004234	chinchilla_lanigera
ENSODEP00000014035	ENSODEG00000010373	octodon_degus
ENSFDAP00000007298	ENSFDAG00000006461	fukomys_damarensis
ENSHGLP00000004183	ENSHGLG00000003069	heterocephalus_glaber_female
ENSHGLP00100016006	ENSHGLG00100011813	heterocephalus_glaber_male
ENSANAP00000027419	ENSANAG00000031485	aotus_nancymaae
ENSCJAP00000071539	ENSCJAG00000006249	callithrix_jacchus
ENSSBOP00000017736	ENSSBOG00000025469	saimiri_boliviensis_boliviensis
ENSCCAP00000006635	ENSCCAG00000021009	cebus_capucinus
ENSCANP00000029837	ENSCANG00000038563	colobus_angolensis_palliatus
ENSPTEP00000013050	ENSPTEG00000014617	piliocolobus_tephrosceles
ENSRBIP00000039867	ENSRBIG00000043376	rhinopithecus_bieti
ENSRROP00000012696	ENSRROG00000030646	rhinopithecus_roxellana
ENSCATP00000042199	ENSCATG00000043708	cercocebus_atys
ENSMFAP00000014938	ENSMFAG00000030600	macaca_fascicularis
ENSMMUP00000016316	ENSMMUG00000012424	macaca_mulatta
ENSMNEP00000042059	ENSMNEG00000043790	macaca_nemestrina
ENSTGEP00000002910	ENSTGEG00000002475	theropithecus_gelada
ENSMLEP00000029106	ENSMLEG00000038744	mandrillus_leucophaeus
ENSPANP00000002522	ENSPANG00000009056	papio_anubis
ENSCSAP00000015828	ENSCSAG00000002215	chlorocebus_sabaeus
ENSGGOP00000040180	ENSGGOG00000013819	gorilla_gorilla
ENSP00000431418	ENSG00000198400	homo_sapiens
ENSPPAP00000022872	ENSPPAG00000034577	pan_paniscus
ENSPTRP00000083380	ENSPTRG00000001478	pan_troglodytes
ENSPPYP00000000808	ENSPPYG00000000698	pongo_abelii
ENSNLEP00000047218	ENSNLEG00000012811	nomascus_leucogenys
ENSOGAP00000003097	ENSOGAG00000003476	otolemur_garnettii
ENSPSMP00000014258	ENSPSMG00000010209	prolemur_simus
ENSPCOP00000010652	ENSPCOG00000016800	propithecus_coquereli
ENSMICP00000008202	ENSMICG00000009002	microcebus_murinus
ENSDNOP00000005592	ENSDNOG00000007215	dasypus_novemcinctus
ENSOCUP00000009215	ENSOCUG00000010696	oryctolagus_cuniculus
ENSOPRP00000000638	ENSOPRG00000000693	ochotona_princeps
ENSTBEP00000003022	ENSTBEG00000003441	tupaia_belangeri
ENSPVAP00000007095	ENSPVAG00000007517	pteropus_vampyrus
ENSRFEP00010021293	ENSRFEG00010013321	rhinolophus_ferrumequinum
ENSETEP00000000048	ENSETEG00000000060	echinops_telfairi
ENSSARP00000011021	ENSSARG00000012204	sorex_araneus
ENSEEUP00000014509	ENSEEUG00000015884	erinaceus_europaeus
ENSPTIP00000009139	ENSPTIG00000010299	panthera_tigris_altaica
ENSMLUP00000009562	ENSMLUG00000010479	myotis_lucifugus
ENSTSYP00000026521	ENSTSYG00000030468	carlito_syrichta
ENSSSCP00000006889	ENSSSCG00000006464	sus_scrofa
ENSCWAP00000016188	ENSCWAG00000012033	catagonus_wagneri
ENSCHYP00000031775	ENSCHYG00000020989	cervus_hanglu_yarkandensis
ENSBIXP00005033671	ENSBIXG00005014570	bos_indicus_hybrid
ENSBIXP00000024328	ENSBIXG00000026528	bos_taurus_hybrid
ENSBTAP00000071315	ENSBTAG00000003060	bos_taurus
ENSBMUP00000020939	ENSBMUG00000015741	bos_mutus
ENSBGRP00000011619	ENSBGRG00000006923	bos_grunniens
ENSBBBP00000008615	ENSBBBG00000004133	bison_bison_bison
ENSCHIP00000027302	ENSCHIG00000023266	capra_hircus
ENSCHIP00010005395	ENSCHIG00010003842	capra_hircus_blackbengal
ENSOARP00000006915	ENSOARG00000006460	ovis_aries
ENSOARP00020034101	ENSOARG00020026130	ovis_aries_rambouillet
ENSMMSP00000027741	ENSMMSG00000020396	moschus_moschiferus
ENSBMSP00010000449	ENSBMSG00010000221	balaenoptera_musculus
ENSPCTP00005012912	ENSPCTG00005008575	physeter_catodon
ENSPSNP00000004178	ENSPSNG00000003021	phocoena_sinus
ENSDLEP00000011353	ENSDLEG00000008045	delphinapterus_leucas
ENSMMNP00015014431	ENSMMNG00015010563	monodon_monoceros
ENSTTRP00000013763	ENSTTRG00000014516	tursiops_truncatus
ENSCDRP00005022335	ENSCDRG00005014638	camelus_dromedarius
ENSECAP00000034311	ENSECAG00000009460	equus_caballus
ENSEASP00005026735	ENSEASG00005018226	equus_asinus_asinus
ENSAMEP00000015519	ENSAMEG00000014737	ailuropoda_melanoleuca
ENSUAMP00000017240	ENSUAMG00000013675	ursus_americanus
ENSUTTP00000013802	ENSUTTG00000008491	ursus_thibetanus_thibetanus
ENSZCAP00015031313	ENSZCAG00015019338	zalophus_californianus
ENSMPUP00000003596	ENSMPUG00000003625	mustela_putorius_furo
ENSNVIP00000027495	ENSNVIG00000021185	neovison_vison
ENSCAFP00030003434	ENSCAFG00030001927	canis_lupus_familiarisbasenji
ENSCAFP00000052728	ENSCAFG00000016528	canis_lupus_familiaris
ENSCAFP00040029386	ENSCAFG00040017693	canis_lupus_familiarisgreatdane
ENSCAFP00020006256	ENSCAFG00020005056	canis_lupus_dingo
ENSVVUP00000008213	ENSVVUG00000006196	vulpes_vulpes
ENSSSUP00005018403	ENSSSUG00005011899	suricata_suricatta
ENSPPRP00000015154	ENSPPRG00000007839	panthera_pardus
ENSPLOP00000030576	ENSPLOG00000022302	panthera_leo
ENSFCAP00000046864	ENSFCAG00000006913	felis_catus
ENSLCNP00005030717	ENSLCNG00005019758	lynx_canadensis
ENSPCAP00000014302	ENSPCAG00000015274	procavia_capensis
ENSLAFP00000001109	ENSLAFG00000001317	loxodonta_africana
ENSCHOP00000008885	ENSCHOG00000010028	choloepus_hoffmanni
ENSSHAP00000019369	ENSSHAG00000016453	sarcophilus_harrisii
ENSMEUP00000000958	ENSMEUG00000001035	notamacropus_eugenii
ENSVURP00010018229	ENSVURG00010013899	vombatus_ursinus
ENSPCIP00000032673	ENSPCIG00000024248	phascolarctos_cinereus
ENSMODP00000020848	ENSMODG00000016703	monodelphis_domestica
ENSOANP00000046120	ENSOANG00000045733	ornithorhynchus_anatinus
