ENSEEUP00000009196	ENSEEUG00000010051	erinaceus_europaeus
ENSSARP00000010516	ENSSARG00000011627	sorex_araneus
ENSDORP00000025099	ENSDORG00000028618	dipodomys_ordii
ENSCCNP00000017193	ENSCCNG00000017496	castor_canadensis
ENSCPOP00000032677	ENSCPOG00000039354	cavia_porcellus
ENSSDAP00000009024	ENSSDAG00000008227	spermophilus_dauricus
ENSMUGP00000025835	ENSMUGG00000021559	meriones_unguiculatus
ENSSPUP00000021601	ENSSPUG00000016589	sphenodon_punctatus
ENSARWP00000014182	ENSARWG00000009807	apteryx_rowi
ENSJHYP00000022471	ENSJHYG00000016942	junco_hyemalis
ENSPKIP00000022524	ENSPKIG00000006501	paramormyrops_kingsleyae
ENSPKIP00000030719	ENSPKIG00000011477	paramormyrops_kingsleyae
ENSEEEP00000034357	ENSEEEG00000016351	electrophorus_electricus
ENSOANP00000021432	ENSOANG00000013591	ornithorhynchus_anatinus
ENSSHAP00000014645	ENSSHAG00000012500	sarcophilus_harrisii
ENSMODP00000042930	ENSMODG00000049044	monodelphis_domestica
ENSDNOP00000011072	ENSDNOG00000014250	dasypus_novemcinctus
ENSOGAP00000011839	ENSOGAG00000013210	otolemur_garnettii
ENSMICP00000051342	ENSMICG00000049112	microcebus_murinus
ENSPSMP00000037802	ENSPSMG00000025944	prolemur_simus
ENSPCOP00000014763	ENSPCOG00000019082	propithecus_coquereli
ENSTSYP00000000825	ENSTSYG00000000897	carlito_syrichta
ENSANAP00000023098	ENSANAG00000029295	aotus_nancymaae
ENSCCAP00000014073	ENSCCAG00000024853	cebus_capucinus
ENSSBOP00000009367	ENSSBOG00000021552	saimiri_boliviensis_boliviensis
ENSCJAP00000004973	ENSCJAG00000002682	callithrix_jacchus
ENSCSAP00000007075	ENSCSAG00000010853	chlorocebus_sabaeus
ENSPANP00000003380	ENSPANG00000007646	papio_anubis
ENSCATP00000001240	ENSCATG00000005884	cercocebus_atys
ENSMLEP00000018787	ENSMLEG00000033586	mandrillus_leucophaeus
ENSMFAP00000005376	ENSMFAG00000002358	macaca_fascicularis
ENSMMUP00000046682	ENSMMUG00000021334	macaca_mulatta
ENSMNEP00000045411	ENSMNEG00000045227	macaca_nemestrina
ENSCANP00000014978	ENSCANG00000030935	colobus_angolensis_palliatus
ENSRROP00000001930	ENSRROG00000007763	rhinopithecus_roxellana
ENSRBIP00000043032	ENSRBIG00000044725	rhinopithecus_bieti
ENSPTEP00000000045	ENSPTEG00000000082	piliocolobus_tephrosceles
ENSTGEP00000016063	ENSTGEG00000012985	theropithecus_gelada
ENSPPYP00000015802	ENSPPYG00000014125	pongo_abelii
ENSPPAP00000006003	ENSPPAG00000024127	pan_paniscus
ENSPTRP00000056656	ENSPTRG00000015427	pan_troglodytes
ENSP00000381097	ENSG00000154928	homo_sapiens
ENSGGOP00000013772	ENSGGOG00000014106	gorilla_gorilla
ENSNLEP00000004631	ENSNLEG00000003807	nomascus_leucogenys
ENSUPAP00010027156	ENSUPAG00010021451	urocitellus_parryii
ENSSTOP00000013324	ENSSTOG00000014868	ictidomys_tridecemlineatus
ENSMMMP00000021021	ENSMMMG00000018508	marmota_marmota_marmota
ENSSDAP00000012013	ENSSDAG00000010834	spermophilus_dauricus
ENSSDAP00000009016	ENSSDAG00000008219	spermophilus_dauricus
ENSSVLP00005006686	ENSSVLG00005005333	sciurus_vulgaris
ENSCCNP00000003233	ENSCCNG00000003477	castor_canadensis
ENSJJAP00000011378	ENSJJAG00000014707	jaculus_jaculus
ENSNGAP00000011297	ENSNGAG00000013465	nannospalax_galili
ENSPEMP00000015111	ENSPEMG00000017499	peromyscus_maniculatus_bairdii
ENSCGRP00000009676	ENSCGRG00000007069	cricetulus_griseus_crigri
ENSCGRP00001026176	ENSCGRG00001023566	cricetulus_griseus_chok1gshd
ENSCGRP00015008358	ENSCGRG00015006410	cricetulus_griseus_picr
ENSMAUP00000017788	ENSMAUG00000016539	mesocricetus_auratus
ENSMOCP00000014838	ENSMOCG00000014211	microtus_ochrogaster
MGP_PahariEiJ_P0024969	MGP_PahariEiJ_G0015445	mus_pahari
ENSMSIP00000015861	ENSMSIG00000013528	mus_spicilegus
MGP_SPRETEiJ_P0093008	MGP_SPRETEiJ_G0033721	mus_spretus
ENSMUSP00000035129	ENSMUSG00000032537	mus_musculus
MGP_CAROLIEiJ_P0089293	MGP_CAROLIEiJ_G0032576	mus_caroli
ENSRNOP00000010634	ENSRNOG00000007865	rattus_norvegicus
ENSMUGP00000000736	ENSMUGG00000000606	meriones_unguiculatus
ENSFDAP00000021811	ENSFDAG00000007439	fukomys_damarensis
ENSHGLP00000019002	ENSHGLG00000013616	heterocephalus_glaber_female
ENSHGLP00100006179	ENSHGLG00100004645	heterocephalus_glaber_male
ENSODEP00000024720	ENSODEG00000018094	octodon_degus
ENSCPOP00000001828	ENSCPOG00000002021	cavia_porcellus
ENSCAPP00000008472	ENSCAPG00000010166	cavia_aperea
ENSCLAP00000003760	ENSCLAG00000002679	chinchilla_lanigera
ENSOPRP00000009973	ENSOPRG00000010914	ochotona_princeps
ENSOCUP00000003307	ENSOCUG00000003812	oryctolagus_cuniculus
ENSTBEP00000009922	ENSTBEG00000011475	tupaia_belangeri
ENSMMSP00000014943	ENSMMSG00000011293	moschus_moschiferus
ENSBBBP00000006691	ENSBBBG00000003694	bison_bison_bison
ENSBIXP00000024452	ENSBIXG00000026609	bos_taurus_hybrid
ENSBIXP00005023767	ENSBIXG00005026469	bos_indicus_hybrid
ENSBTAP00000020455	ENSBTAG00000015377	bos_taurus
ENSBMUP00000007233	ENSBMUG00000005706	bos_mutus
ENSBMUP00000007219	ENSBMUG00000005695	bos_mutus
ENSBGRP00000005124	ENSBGRG00000003150	bos_grunniens
ENSCHIP00000020757	ENSCHIG00000019310	capra_hircus
ENSCHIP00010013025	ENSCHIG00010009670	capra_hircus_blackbengal
ENSCHIP00010013007	ENSCHIG00010009648	capra_hircus_blackbengal
ENSOARP00000008690	ENSOARG00000008094	ovis_aries
ENSOARP00020022275	ENSOARG00020017281	ovis_aries_rambouillet
ENSCHYP00000033916	ENSCHYG00000022729	cervus_hanglu_yarkandensis
ENSPSNP00000015961	ENSPSNG00000011543	phocoena_sinus
ENSTTRP00000009927	ENSTTRG00000010451	tursiops_truncatus
ENSDLEP00000013668	ENSDLEG00000010041	delphinapterus_leucas
ENSMMNP00015005550	ENSMMNG00015004166	monodon_monoceros
ENSPCTP00005000221	ENSPCTG00005000172	physeter_catodon
ENSBMSP00010001714	ENSBMSG00010001291	balaenoptera_musculus
ENSCWAP00000012546	ENSCWAG00000009705	catagonus_wagneri
ENSSSCP00000022406	ENSSSCG00000024492	sus_scrofa
ENSCDRP00005018803	ENSCDRG00005013104	camelus_dromedarius
ENSVPAP00000006966	ENSVPAG00000007487	vicugna_pacos
ENSCHYP00000027554	ENSCHYG00000018399	cervus_hanglu_yarkandensis
ENSBMUP00000022439	ENSBMUG00000016901	bos_mutus
ENSBGRP00000009777	ENSBGRG00000006093	bos_grunniens
ENSEASP00005005156	ENSEASG00005003859	equus_asinus_asinus
ENSECAP00000011695	ENSECAG00000013862	equus_caballus
ENSSSUP00005017116	ENSSSUG00005011052	suricata_suricatta
ENSLCNP00005023025	ENSLCNG00005014976	lynx_canadensis
ENSFCAP00000042253	ENSFCAG00000000544	felis_catus
ENSPTIP00000023078	ENSPTIG00000019672	panthera_tigris_altaica
ENSPTIP00000022771	ENSPTIG00000019462	panthera_tigris_altaica
ENSPLOP00000024736	ENSPLOG00000017981	panthera_leo
ENSPPRP00000017810	ENSPPRG00000009661	panthera_pardus
ENSZCAP00015002136	ENSZCAG00015001418	zalophus_californianus
ENSAMEP00000002020	ENSAMEG00000001862	ailuropoda_melanoleuca
ENSUTTP00000014745	ENSUTTG00000009308	ursus_thibetanus_thibetanus
ENSUMAP00000020829	ENSUMAG00000015217	ursus_maritimus
ENSUAMP00000030125	ENSUAMG00000023148	ursus_americanus
ENSMPUP00000009299	ENSMPUG00000009374	mustela_putorius_furo
ENSNVIP00000022590	ENSNVIG00000017568	neovison_vison
ENSVVUP00000007712	ENSVVUG00000005837	vulpes_vulpes
ENSCAFP00020035653	ENSCAFG00020027580	canis_lupus_dingo
ENSCAFP00000010440	ENSCAFG00000006971	canis_lupus_familiaris
ENSCAFP00040038353	ENSCAFG00040023601	canis_lupus_familiarisgreatdane
ENSCAFP00030016373	ENSCAFG00030010077	canis_lupus_familiarisbasenji
ENSMLUP00000011894	ENSMLUG00000013071	myotis_lucifugus
ENSRFEP00010012971	ENSRFEG00010008804	rhinolophus_ferrumequinum
ENSPVAP00000013409	ENSPVAG00000014227	pteropus_vampyrus
ENSLAFP00000027085	ENSLAFG00000026577	loxodonta_africana
ENSLAFP00000011045	ENSLAFG00000013195	loxodonta_africana
ENSPCAP00000008742	ENSPCAG00000009322	procavia_capensis
ENSETEP00000008713	ENSETEG00000010727	echinops_telfairi
ENSMODP00000023093	ENSMODG00000018518	monodelphis_domestica
ENSSHAP00000015819	ENSSHAG00000013476	sarcophilus_harrisii
ENSMEUP00000015043	ENSMEUG00000016430	notamacropus_eugenii
ENSPCIP00000001731	ENSPCIG00000000790	phascolarctos_cinereus
ENSPCIP00000000943	ENSPCIG00000000763	phascolarctos_cinereus
ENSVURP00010010880	ENSVURG00010008412	vombatus_ursinus
ENSVURP00010010867	ENSVURG00010008400	vombatus_ursinus
ENSLLEP00000011929	ENSLLEG00000007016	leptobrachium_leishanense
ENSXETP00000073675	ENSXETG00000013722	xenopus_tropicalis
ENSLACP00000018225	ENSLACG00000016054	latimeria_chalumnae
ENSHHUP00000016797	ENSHHUG00000010415	hucho_hucho
ENSOKIP00005086126	ENSOKIG00005035979	oncorhynchus_kisutch
ENSOTSP00005085749	ENSOTSG00005040457	oncorhynchus_tshawytscha
ENSOMYP00000016747	ENSOMYG00000007984	oncorhynchus_mykiss
ENSSSAP00000009478	ENSSSAG00000004464	salmo_salar
ENSSTUP00000059236	ENSSTUG00000025287	salmo_trutta
ENSHHUP00000073816	ENSHHUG00000042290	hucho_hucho
ENSHHUP00000035505	ENSHHUG00000022346	hucho_hucho
ENSHHUP00000035515	ENSHHUG00000022354	hucho_hucho
ENSSSAP00000005611	ENSSSAG00000001965	salmo_salar
ENSSTUP00000085835	ENSSTUG00000036285	salmo_trutta
ENSOTSP00005092779	ENSOTSG00005043403	oncorhynchus_tshawytscha
ENSOKIP00005117510	ENSOKIG00005050811	oncorhynchus_kisutch
ENSOMYP00000105745	ENSOMYG00000047336	oncorhynchus_mykiss
ENSELUP00000005962	ENSELUG00000006935	esox_lucius
ENSSFAP00005012548	ENSSFAG00005003504	salarias_fasciatus
ENSBSLP00000011984	ENSBSLG00000005255	betta_splendens
ENSTRUP00000033217	ENSTRUG00000013083	takifugu_rubripes
ENSTNIP00000018336	ENSTNIG00000015277	tetraodon_nigroviridis
ENSTNIP00000018335	ENSTNIG00000015276	tetraodon_nigroviridis
ENSHCOP00000016464	ENSHCOG00000020221	hippocampus_comes
ENSLBEP00000029191	ENSLBEG00000022116	labrus_bergylta
ENSSLUP00000056246	ENSSLUG00000024155	sander_lucioperca
ENSCLMP00005008087	ENSCLMG00005004502	cyclopterus_lumpus
ENSGACP00000018485	ENSGACG00000013951	gasterosteus_aculeatus
ENSCGOP00000044361	ENSCGOG00000019434	cottoperca_gobio
ENSLCRP00005007104	ENSLCRG00005002868	larimichthys_crocea
ENSDLAP00005003878	ENSDLAG00005001548	dicentrarchus_labrax
ENSSAUP00010054043	ENSSAUG00010021848	sparus_aurata
ENSMMOP00000015765	ENSMMOG00000011741	mola_mola
ENSSORP00005036807	ENSSORG00005016228	sphaeramia_orbicularis
ENSSMAP00000001163	ENSSMAG00000000729	scophthalmus_maximus
ENSSLDP00000017856	ENSSLDG00000014030	seriola_lalandi_dorsalis
ENSSDUP00000025142	ENSSDUG00000018259	seriola_dumerili
ENSENLP00000008818	ENSENLG00000004134	echeneis_naucrates
ENSLCAP00010032277	ENSLCAG00010015173	lates_calcarifer
ENSATEP00000018647	ENSATEG00000012988	anabas_testudineus
ENSMALP00000021077	ENSMALG00000014707	monopterus_albus
ENSMAMP00000017073	ENSMAMG00000011555	mastacembelus_armatus
ENSPRNP00000049935	ENSPRNG00000023452	parambassis_ranga
ENSAOCP00000018827	ENSAOCG00000024212	amphiprion_ocellaris
ENSAPEP00000012566	ENSAPEG00000008922	amphiprion_percula
ENSAPEP00000012493	ENSAPEG00000008915	amphiprion_percula
ENSAPOP00000002753	ENSAPOG00000004178	acanthochromis_polyacanthus
ENSSPAP00000018158	ENSSPAG00000013706	stegastes_partitus
ENSGWIP00000010954	ENSGWIG00000006424	gouania_willdenowi
ENSORLP00000019995	ENSORLG00000015972	oryzias_latipes
ENSORLP00020013627	ENSORLG00020014582	oryzias_latipes_hni
ENSORLP00015013746	ENSORLG00015014632	oryzias_latipes_hsok
ENSOSIP00000023857	ENSOSIG00000010338	oryzias_sinensis
ENSOJAP00000024732	ENSOJAG00000012227	oryzias_javanicus
ENSOMEP00000021294	ENSOMEG00000023169	oryzias_melastigma
ENSKMAP00000028131	ENSKMAG00000020856	kryptolebias_marmoratus
ENSNFUP00015019147	ENSNFUG00015009146	nothobranchius_furzeri
ENSNFUP00015045062	ENSNFUG00015021415	nothobranchius_furzeri
ENSGAFP00000014517	ENSGAFG00000009817	gambusia_affinis
ENSXMAP00000024104	ENSXMAG00000015310	xiphophorus_maculatus
ENSXCOP00000002457	ENSXCOG00000001960	xiphophorus_couchianus
ENSPMEP00000025372	ENSPMEG00000008309	poecilia_mexicana
ENSPFOP00000020194	ENSPFOG00000020068	poecilia_formosa
ENSPREP00000025485	ENSPREG00000017215	poecilia_reticulata
ENSPLAP00000023386	ENSPLAG00000000218	poecilia_latipinna
ENSPMEP00000014885	ENSPMEG00000017355	poecilia_mexicana
ENSPREP00000025386	ENSPREG00000017113	poecilia_reticulata
ENSPFOP00000008504	ENSPFOG00000008056	poecilia_formosa
ENSFHEP00000032095	ENSFHEG00000018421	fundulus_heteroclitus
ENSCVAP00000024455	ENSCVAG00000008553	cyprinodon_variegatus
ENSOABP00000033892	ENSOABG00000015584	oreochromis_aureus
ENSONIP00000012588	ENSONIG00000010010	oreochromis_niloticus
ENSPNYP00000012718	ENSPNYG00000009615	pundamilia_nyererei
ENSHBUP00000001346	ENSHBUG00000002547	haplochromis_burtoni
ENSMZEP00005026996	ENSMZEG00005020139	maylandia_zebra
ENSACLP00000040356	ENSACLG00000027191	astatotilapia_calliptera
ENSMZEP00005034159	ENSMZEG00005025526	maylandia_zebra
ENSNBRP00000022279	ENSNBRG00000017068	neolamprologus_brichardi
ENSACIP00000016269	ENSACIG00000012640	amphilophus_citrinellus
ENSCSEP00000024938	ENSCSEG00000015929	cynoglossus_semilaevis
ENSMMDP00005021259	ENSMMDG00005010395	myripristis_murdjan
ENSNMLP00000028359	ENSNMLG00000017540	neogobius_melanostomus
ENSPMGP00000018369	ENSPMGG00000014952	periophthalmus_magnuspinnatus
ENSGMOP00000003341	ENSGMOG00000003167	gadus_morhua
ENSEEEP00000003877	ENSEEEG00000002075	electrophorus_electricus
ENSPNAP00000026835	ENSPNAG00000002162	pygocentrus_nattereri
ENSAMXP00000049288	ENSAMXG00000004402	astyanax_mexicanus
ENSAMXP00005004462	ENSAMXG00005002693	astyanax_mexicanus_pachon
ENSIPUP00000022216	ENSIPUG00000015049	ictalurus_punctatus
ENSSRHP00000044255	ENSSRHG00000022386	sinocyclocheilus_rhinocerous
ENSCARP00000069175	ENSCARG00000031191	carassius_auratus
ENSSGRP00000088098	ENSSGRG00000044236	sinocyclocheilus_grahami
ENSSANP00000000598	ENSSANG00000000404	sinocyclocheilus_anshuiensis
ENSCCRP00010118610	ENSCCRG00010051888	cyprinus_carpio_germanmirror
ENSCCRP00000049918	ENSCCRG00000026652	cyprinus_carpio
ENSCCRP00015096058	ENSCCRG00015037964	cyprinus_carpio_huanghe
ENSCCRP00000042017	ENSCCRG00000022402	cyprinus_carpio
ENSCCRP00020100149	ENSCCRG00020046010	cyprinus_carpio_hebaored
ENSCARP00000017983	ENSCARG00000008309	carassius_auratus
ENSCCRP00000000307	ENSCCRG00000000283	cyprinus_carpio
ENSCCRP00000042021	ENSCCRG00000022404	cyprinus_carpio
ENSCARP00000125542	ENSCARG00000065850	carassius_auratus
ENSCCRP00020039715	ENSCCRG00020017716	cyprinus_carpio_hebaored
ENSCARP00000104157	ENSCARG00000053255	carassius_auratus
ENSCCRP00000030125	ENSCCRG00000016282	cyprinus_carpio
ENSSRHP00000068322	ENSSRHG00000033949	sinocyclocheilus_rhinocerous
ENSSANP00000025109	ENSSANG00000012834	sinocyclocheilus_anshuiensis
ENSSGRP00000092303	ENSSGRG00000046242	sinocyclocheilus_grahami
ENSCARP00000129436	ENSCARG00000067686	carassius_auratus
ENSCCRP00000000294	ENSCCRG00000000275	cyprinus_carpio
ENSCCRP00000068350	ENSCCRG00000036814	cyprinus_carpio
ENSCCRP00000061789	ENSCCRG00000033225	cyprinus_carpio
ENSCCRP00015101873	ENSCCRG00015039063	cyprinus_carpio_huanghe
ENSCCRP00010022801	ENSCCRG00010009414	cyprinus_carpio_germanmirror
ENSCCRP00020017669	ENSCCRG00020008226	cyprinus_carpio_hebaored
ENSCARP00000055516	ENSCARG00000023920	carassius_auratus
ENSDARP00000111570	ENSDARG00000076757	danio_rerio
ENSDARP00000153487	ENSDARG00000109215	danio_rerio
ENSDCDP00000007300	ENSDCDG00000003553	denticeps_clupeoides
ENSCHAP00000019165	ENSCHAG00000007976	clupea_harengus
ENSGMOP00000005049	ENSGMOG00000004733	gadus_morhua
ENSHCOP00000003949	ENSHCOG00000006053	hippocampus_comes
ENSPMGP00000006102	ENSPMGG00000005135	periophthalmus_magnuspinnatus
ENSPMGP00000006101	ENSPMGG00000005134	periophthalmus_magnuspinnatus
ENSXCOP00000008405	ENSXCOG00000006448	xiphophorus_couchianus
ENSCVAP00000010746	ENSCVAG00000012936	cyprinodon_variegatus
ENSCLMP00005021354	ENSCLMG00005010654	cyclopterus_lumpus
ENSCLMP00005021360	ENSCLMG00005010658	cyclopterus_lumpus
ENSENLP00000007314	ENSENLG00000003511	echeneis_naucrates
ENSENLP00000007362	ENSENLG00000003524	echeneis_naucrates
ENSMMOP00000002355	ENSMMOG00000001907	mola_mola
ENSMMOP00000002372	ENSMMOG00000001930	mola_mola
ENSMALP00000023722	ENSMALG00000016543	monopterus_albus
ENSMAMP00000016108	ENSMAMG00000010090	mastacembelus_armatus
ENSSMAP00000033493	ENSSMAG00000020413	scophthalmus_maximus
ENSLCAP00010052191	ENSLCAG00010024286	lates_calcarifer
ENSSFAP00005029991	ENSSFAG00005015228	salarias_fasciatus
ENSPRNP00000000675	ENSPRNG00000000448	parambassis_ranga
ENSOABP00000048014	ENSOABG00000021429	oreochromis_aureus
ENSSORP00005049802	ENSSORG00005022592	sphaeramia_orbicularis
ENSSDUP00000020153	ENSSDUG00000014364	seriola_dumerili
ENSSLDP00000001033	ENSSLDG00000000181	seriola_lalandi_dorsalis
ENSLCRP00005018173	ENSLCRG00005006443	larimichthys_crocea
ENSSAUP00010057622	ENSSAUG00010022820	sparus_aurata
ENSCGOP00000041733	ENSCGOG00000018148	cottoperca_gobio
ENSSLDP00000012212	ENSSLDG00000009711	seriola_lalandi_dorsalis
ENSAPOP00000018349	ENSAPOG00000022006	acanthochromis_polyacanthus
ENSAOCP00000029942	ENSAOCG00000020909	amphiprion_ocellaris
ENSGWIP00000032997	ENSGWIG00000016505	gouania_willdenowi
ENSACIP00000014071	ENSACIG00000010512	amphilophus_citrinellus
ENSONIP00000071332	ENSONIG00000008909	oreochromis_niloticus
ENSNBRP00000025604	ENSNBRG00000019542	neolamprologus_brichardi
ENSPNYP00000021815	ENSPNYG00000016072	pundamilia_nyererei
ENSMZEP00005008871	ENSMZEG00005006714	maylandia_zebra
ENSACLP00000040327	ENSACLG00000027177	astatotilapia_calliptera
ENSOABP00000048023	ENSOABG00000021434	oreochromis_aureus
ENSFHEP00000021758	ENSFHEG00000001775	fundulus_heteroclitus
ENSPFOP00000002871	ENSPFOG00000002049	poecilia_formosa
ENSPREP00000031640	ENSPREG00000021430	poecilia_reticulata
ENSXMAP00000011204	ENSXMAG00000011084	xiphophorus_maculatus
ENSNFUP00015054398	ENSNFUG00015025213	nothobranchius_furzeri
ENSKMAP00000013892	ENSKMAG00000010423	kryptolebias_marmoratus
ENSDLAP00005044865	ENSDLAG00005019798	dicentrarchus_labrax
ENSSLDP00000010342	ENSSLDG00000008243	seriola_lalandi_dorsalis
ENSPMGP00000004923	ENSPMGG00000004156	periophthalmus_magnuspinnatus
ENSHBUP00000022977	ENSHBUG00000003542	haplochromis_burtoni
ENSOSIP00000003394	ENSOSIG00000002233	oryzias_sinensis
ENSGAFP00000014786	ENSGAFG00000009982	gambusia_affinis
ENSGAFP00000014747	ENSGAFG00000009961	gambusia_affinis
ENSSORP00005049803	ENSSORG00005022593	sphaeramia_orbicularis
ENSLCAP00010008220	ENSLCAG00010003988	lates_calcarifer
ENSXCOP00000014611	ENSXCOG00000011090	xiphophorus_couchianus
ENSPLAP00000018773	ENSPLAG00000023546	poecilia_latipinna
ENSPMEP00000006204	ENSPMEG00000007751	poecilia_mexicana
ENSCVAP00000031975	ENSCVAG00000021652	cyprinodon_variegatus
ENSSFAP00005029995	ENSSFAG00005015230	salarias_fasciatus
ENSCSEP00000029565	ENSCSEG00000018949	cynoglossus_semilaevis
ENSBSLP00000035638	ENSBSLG00000017247	betta_splendens
ENSLBEP00000017333	ENSLBEG00000013357	labrus_bergylta
ENSORLP00000013810	ENSORLG00000011003	oryzias_latipes
ENSORLP00020008388	ENSORLG00020009279	oryzias_latipes_hni
ENSORLP00015004553	ENSORLG00015005317	oryzias_latipes_hsok
ENSOMEP00000027053	ENSOMEG00000009281	oryzias_melastigma
ENSOJAP00000032344	ENSOJAG00000015412	oryzias_javanicus
ENSNMLP00000045014	ENSNMLG00000027180	neogobius_melanostomus
ENSATEP00000030819	ENSATEG00000021063	anabas_testudineus
ENSAPEP00000017721	ENSAPEG00000012518	amphiprion_percula
ENSAPEP00000017460	ENSAPEG00000012364	amphiprion_percula
ENSSPAP00000021994	ENSSPAG00000016476	stegastes_partitus
ENSSPAP00000021775	ENSSPAG00000016325	stegastes_partitus
ENSPRNP00000000679	ENSPRNG00000000460	parambassis_ranga
ENSGACP00000008636	ENSGACG00000006527	gasterosteus_aculeatus
ENSSLUP00000021938	ENSSLUG00000010010	sander_lucioperca
ENSTRUP00000071077	ENSTRUG00000018413	takifugu_rubripes
