ENSEBUP00000007966	ENSEBUG00000005173	eptatretus_burgeri
ENSOKIP00005048383	ENSOKIG00005020237	oncorhynchus_kisutch
ENSOMYP00000061819	ENSOMYG00000028465	oncorhynchus_mykiss
ENSHHUP00000018302	ENSHHUG00000011378	hucho_hucho
ENSELUP00000033990	ENSELUG00000012415	esox_lucius
ENSCHAP00000040929	ENSCHAG00000019090	clupea_harengus
ENSCHAP00000042399	ENSCHAG00000019701	clupea_harengus
ENSDCDP00000015372	ENSDCDG00000012177	denticeps_clupeoides
ENSDARP00000101815	ENSDARG00000074695	danio_rerio
ENSSRHP00000043512	ENSSRHG00000022007	sinocyclocheilus_rhinocerous
ENSSGRP00000015969	ENSSGRG00000009856	sinocyclocheilus_grahami
ENSSANP00000096661	ENSSANG00000047645	sinocyclocheilus_anshuiensis
ENSCCRP00000090135	ENSCCRG00000048885	cyprinus_carpio
ENSCCRP00010115141	ENSCCRG00010050558	cyprinus_carpio_germanmirror
ENSCCRP00015098005	ENSCCRG00015039456	cyprinus_carpio_huanghe
ENSCCRP00020082034	ENSCCRG00020037901	cyprinus_carpio_hebaored
ENSCARP00000039444	ENSCARG00000017005	carassius_auratus
ENSCARP00000027953	ENSCARG00000012438	carassius_auratus
ENSCARP00000115176	ENSCARG00000059385	carassius_auratus
ENSSRHP00000103560	ENSSRHG00000050638	sinocyclocheilus_rhinocerous
ENSSGRP00000065817	ENSSGRG00000033863	sinocyclocheilus_grahami
ENSSANP00000002749	ENSSANG00000001530	sinocyclocheilus_anshuiensis
ENSCCRP00000031061	ENSCCRG00000016723	cyprinus_carpio
ENSCCRP00010040715	ENSCCRG00010017385	cyprinus_carpio_germanmirror
ENSCCRP00015005654	ENSCCRG00015003001	cyprinus_carpio_huanghe
ENSCCRP00020118673	ENSCCRG00020053322	cyprinus_carpio_hebaored
ENSEEEP00000046237	ENSEEEG00000021778	electrophorus_electricus
ENSIPUP00000027067	ENSIPUG00000018329	ictalurus_punctatus
ENSAMXP00000003196	ENSAMXG00000003134	astyanax_mexicanus
ENSAMXP00005009558	ENSAMXG00005005410	astyanax_mexicanus_pachon
ENSPNAP00000002894	ENSPNAG00000009248	pygocentrus_nattereri
ENSSFOP00015006560	ENSSFOG00015004333	scleropages_formosus
ENSPKIP00000023469	ENSPKIG00000007083	paramormyrops_kingsleyae
ENSLOCP00000020429	ENSLOCG00000016537	lepisosteus_oculatus
ENSLACP00000010851	ENSLACG00000009552	latimeria_chalumnae
ENSOANP00000051235	ENSOANG00000041243	ornithorhynchus_anatinus
ENSETEP00000001770	ENSETEG00000002180	echinops_telfairi
ENSPCAP00000003938	ENSPCAG00000004142	procavia_capensis
ENSLAFP00000013933	ENSLAFG00000016593	loxodonta_africana
ENSCHOP00000009960	ENSCHOG00000011252	choloepus_hoffmanni
ENSRROP00000042505	ENSRROG00000044384	rhinopithecus_roxellana
ENSRBIP00000019351	ENSRBIG00000033658	rhinopithecus_bieti
ENSPTEP00000030909	ENSPTEG00000029990	piliocolobus_tephrosceles
ENSCANP00000004925	ENSCANG00000016949	colobus_angolensis_palliatus
ENSTGEP00000000585	ENSTGEG00000000582	theropithecus_gelada
ENSPANP00000007831	ENSPANG00000001239	papio_anubis
ENSMNEP00000021527	ENSMNEG00000034489	macaca_nemestrina
ENSMFAP00000018573	ENSMFAG00000032328	macaca_fascicularis
ENSMMUP00000013160	ENSMMUG00000010066	macaca_mulatta
ENSMLEP00000032465	ENSMLEG00000040439	mandrillus_leucophaeus
ENSCATP00000023315	ENSCATG00000035216	cercocebus_atys
ENSCSAP00000012873	ENSCSAG00000016844	chlorocebus_sabaeus
ENSPPYP00000013558	ENSPPYG00000012162	pongo_abelii
ENSGGOP00000042179	ENSGGOG00000013806	gorilla_gorilla
ENSPTRP00000076631	ENSPTRG00000012358	pan_troglodytes
ENSPPAP00000014439	ENSPPAG00000030353	pan_paniscus
ENSP00000295408	ENSG00000153208	homo_sapiens
ENSNLEP00000001861	ENSNLEG00000001479	nomascus_leucogenys
ENSCCAP00000017873	ENSCCAG00000026739	cebus_capucinus
ENSSBOP00000023910	ENSSBOG00000028451	saimiri_boliviensis_boliviensis
ENSCJAP00000030450	ENSCJAG00000016540	callithrix_jacchus
ENSANAP00000035152	ENSANAG00000035117	aotus_nancymaae
ENSTSYP00000013507	ENSTSYG00000014720	carlito_syrichta
ENSOGAP00000002278	ENSOGAG00000002544	otolemur_garnettii
ENSMICP00000007647	ENSMICG00000008396	microcebus_murinus
ENSPCOP00000003466	ENSPCOG00000010422	propithecus_coquereli
ENSPSMP00000023719	ENSPSMG00000016754	prolemur_simus
ENSTBEP00000006141	ENSTBEG00000007070	tupaia_belangeri
ENSPEMP00000002655	ENSPEMG00000002990	peromyscus_maniculatus_bairdii
ENSCGRP00001020307	ENSCGRG00001019494	cricetulus_griseus_chok1gshd
ENSCGRP00000022916	ENSCGRG00000016599	cricetulus_griseus_crigri
ENSCGRP00015018975	ENSCGRG00015014579	cricetulus_griseus_picr
ENSMAUP00000005758	ENSMAUG00000007786	mesocricetus_auratus
ENSMOCP00000000863	ENSMOCG00000000666	microtus_ochrogaster
MGP_PahariEiJ_P0065486	MGP_PahariEiJ_G0025718	mus_pahari
MGP_CAROLIEiJ_P0054509	MGP_CAROLIEiJ_G0024273	mus_caroli
ENSMSIP00000021412	ENSMSIG00000018147	mus_spicilegus
MGP_SPRETEiJ_P0056616	MGP_SPRETEiJ_G0025193	mus_spretus
ENSMUSP00000014505	ENSMUSG00000014361	mus_musculus
ENSRNOP00000023419	ENSRNOG00000017319	rattus_norvegicus
ENSMUGP00000026224	ENSMUGG00000021865	meriones_unguiculatus
ENSNGAP00000019147	ENSNGAG00000019041	nannospalax_galili
ENSJJAP00000009731	ENSJJAG00000013479	jaculus_jaculus
ENSCCNP00000027933	ENSCCNG00000026970	castor_canadensis
ENSDORP00000002086	ENSDORG00000002223	dipodomys_ordii
ENSFDAP00000023120	ENSFDAG00000021345	fukomys_damarensis
ENSHGLP00000007105	ENSHGLG00000005187	heterocephalus_glaber_female
ENSHGLP00100014149	ENSHGLG00100010462	heterocephalus_glaber_male
ENSCAPP00000013293	ENSCAPG00000013934	cavia_aperea
ENSCPOP00000000926	ENSCPOG00000001029	cavia_porcellus
ENSODEP00000007983	ENSODEG00000005950	octodon_degus
ENSCLAP00000006739	ENSCLAG00000004748	chinchilla_lanigera
ENSMMMP00000002181	ENSMMMG00000001980	marmota_marmota_marmota
ENSUPAP00010014422	ENSUPAG00010011552	urocitellus_parryii
ENSSTOP00000005610	ENSSTOG00000006257	ictidomys_tridecemlineatus
ENSSDAP00000012529	ENSSDAG00000011279	spermophilus_dauricus
ENSSVLP00005009102	ENSSVLG00005007198	sciurus_vulgaris
ENSOPRP00000015599	ENSOPRG00000017082	ochotona_princeps
ENSOCUP00000024856	ENSOCUG00000012995	oryctolagus_cuniculus
ENSEEUP00000012029	ENSEEUG00000013167	erinaceus_europaeus
ENSCDRP00005012874	ENSCDRG00005008922	camelus_dromedarius
ENSVPAP00000011278	ENSVPAG00000012122	vicugna_pacos
ENSCWAP00000014551	ENSCWAG00000011046	catagonus_wagneri
ENSSSCP00000038111	ENSSSCG00000008103	sus_scrofa
ENSBMSP00010025949	ENSBMSG00010018767	balaenoptera_musculus
ENSPSNP00000021825	ENSPSNG00000015641	phocoena_sinus
ENSMMNP00015027417	ENSMMNG00015019997	monodon_monoceros
ENSDLEP00000006219	ENSDLEG00000004176	delphinapterus_leucas
ENSTTRP00000015597	ENSTTRG00000016454	tursiops_truncatus
ENSPCTP00005011803	ENSPCTG00005008378	physeter_catodon
ENSCHYP00000012898	ENSCHYG00000008351	cervus_hanglu_yarkandensis
ENSCHYP00000018034	ENSCHYG00000012000	cervus_hanglu_yarkandensis
ENSMMSP00000020952	ENSMMSG00000015720	moschus_moschiferus
ENSBIXP00005035731	ENSBIXG00005016972	bos_indicus_hybrid
ENSBTAP00000007664	ENSBTAG00000005828	bos_taurus
ENSBIXP00000018489	ENSBIXG00000022327	bos_taurus_hybrid
ENSBGRP00000042793	ENSBGRG00000026753	bos_grunniens
ENSBMUP00000032871	ENSBMUG00000024544	bos_mutus
ENSBBBP00000017966	ENSBBBG00000010623	bison_bison_bison
ENSOARP00000015482	ENSOARG00000014425	ovis_aries
ENSOARP00020002163	ENSOARG00020001725	ovis_aries_rambouillet
ENSCHIP00010012167	ENSCHIG00010008957	capra_hircus_blackbengal
ENSCHIP00000028261	ENSCHIG00000023843	capra_hircus
ENSAMEP00000017177	ENSAMEG00000016223	ailuropoda_melanoleuca
ENSUMAP00000011688	ENSUMAG00000008754	ursus_maritimus
ENSUAMP00000003325	ENSUAMG00000003056	ursus_americanus
ENSUTTP00000016842	ENSUTTG00000010600	ursus_thibetanus_thibetanus
ENSZCAP00015014671	ENSZCAG00015009358	zalophus_californianus
ENSNVIP00000021618	ENSNVIG00000016914	neovison_vison
ENSMPUP00000009444	ENSMPUG00000009520	mustela_putorius_furo
ENSVVUP00000040114	ENSVVUG00000028649	vulpes_vulpes
ENSCAFP00020022242	ENSCAFG00020017584	canis_lupus_dingo
ENSCAFP00040018022	ENSCAFG00040011234	canis_lupus_familiarisgreatdane
ENSCAFP00000039976	ENSCAFG00000007131	canis_lupus_familiaris
ENSCAFP00030028016	ENSCAFG00030017425	canis_lupus_familiarisbasenji
ENSSSUP00005003103	ENSSSUG00005002073	suricata_suricatta
ENSLCNP00005023681	ENSLCNG00005015393	lynx_canadensis
ENSFCAP00000007493	ENSFCAG00000008085	felis_catus
ENSPTIP00000024567	ENSPTIG00000020611	panthera_tigris_altaica
ENSPLOP00000030754	ENSPLOG00000022439	panthera_leo
ENSPPRP00000011799	ENSPPRG00000005538	panthera_pardus
ENSPVAP00000014657	ENSPVAG00000015544	pteropus_vampyrus
ENSRFEP00010022739	ENSRFEG00010015271	rhinolophus_ferrumequinum
ENSMLUP00000015680	ENSMLUG00000017192	myotis_lucifugus
ENSECAP00000021550	ENSECAG00000023970	equus_caballus
ENSEASP00005009033	ENSEASG00005006464	equus_asinus_asinus
ENSSARP00000005160	ENSSARG00000005658	sorex_araneus
ENSDNOP00000019071	ENSDNOG00000030814	dasypus_novemcinctus
ENSSHAP00000018278	ENSSHAG00000015518	sarcophilus_harrisii
ENSSHAP00000018095	ENSSHAG00000015363	sarcophilus_harrisii
ENSMODP00000058972	ENSMODG00000006666	monodelphis_domestica
ENSMEUP00000013243	ENSMEUG00000014502	notamacropus_eugenii
ENSPCIP00000008921	ENSPCIG00000007360	phascolarctos_cinereus
ENSVURP00010020787	ENSVURG00010015900	vombatus_ursinus
ENSHHUP00000001652	ENSHHUG00000001102	hucho_hucho
ENSMCSP00000021145	ENSMCSG00000014751	malurus_cyaneus_samueli
ENSCCEP00000009188	ENSCCEG00000009113	cyanistes_caeruleus
ENSPMJP00000018455	ENSPMJG00000013845	parus_major
ENSCUSP00005000752	ENSCUSG00005000348	catharus_ustulatus
ENSFALP00000012068	ENSFALG00000011532	ficedula_albicollis
ENSZLMP00000000848	ENSZLMG00000000533	zosterops_lateralis_melanops
ENSCRFP00000000346	ENSCRFG00000000311	stachyris_ruficeps
ENSSCAP00000020394	ENSSCAG00000014622	serinus_canaria
ENSZALP00000008198	ENSZALG00000007149	zonotrichia_albicollis
ENSJHYP00000010782	ENSJHYG00000008432	junco_hyemalis
ENSGFOP00000009980	ENSGFOG00000006791	geospiza_fortis
ENSCPVP00000005565	ENSCPVG00000004115	camarhynchus_parvulus
ENSEGOP00005004161	ENSEGOG00005003260	erythrura_gouldiae
ENSLSDP00000018956	ENSLSDG00000013297	lonchura_striata_domestica
ENSTGUP00000021392	ENSTGUG00000007420	taeniopygia_guttata
ENSCMUP00000004399	ENSCMUG00000002974	corvus_moneduloides
ENSMVIP00005017074	ENSMVIG00005012065	manacus_vitellinus
ENSLCOP00000012438	ENSLCOG00000009009	lepidothrix_coronata
ENSACOP00000022158	ENSACOG00000015108	amazona_collaria
ENSSHBP00005004750	ENSSHBG00005004201	strigops_habroptila
ENSFTIP00000000238	ENSFTIG00000000168	falco_tinnunculus
ENSOSUP00000007946	ENSOSUG00000005090	otus_sunia
ENSSOCP00000019795	ENSSOCG00000014781	strix_occidentalis_caurina
ENSBOBP00000017450	ENSBOBG00000010853	bubo_bubo
ENSACUP00000014076	ENSACUG00000009361	athene_cunicularia
ENSCPGP00000011071	ENSCPGG00000007850	calidris_pygmaea
ENSCPUP00000007123	ENSCPUG00000005113	calidris_pugnax
ENSACCP00020008627	ENSACCG00020005872	aquila_chrysaetos_chrysaetos
ENSANIP00000017013	ENSANIG00000011581	accipiter_nisus
ENSBJAP00000004754	ENSBJAG00000003427	buteo_japonicus
ENSPSTP00000000963	ENSPSTG00000000780	pavo_cristatus
ENSGALP00000054188	ENSGALG00000008257	gallus_gallus
ENSMGAP00000002654	ENSMGAG00000002960	meleagris_gallopavo
ENSPCLP00000014914	ENSPCLG00000012137	phasianus_colchicus
ENSCPIP00010018327	ENSCPIG00010014619	chrysolophus_pictus
ENSCJPP00005019546	ENSCJPG00005015833	coturnix_japonica
ENSNMEP00000013179	ENSNMEG00000012065	numida_meleagris
ENSAZOP00000030338	ENSAZOG00000018887	anas_zonorhyncha
ENSAPLP00020017921	ENSAPLG00020012791	anas_platyrhynchos
ENSAPLP00000012940	ENSAPLG00000013064	anas_platyrhynchos_platyrhynchos
ENSAPLP00000028899	ENSAPLG00000020305	anas_platyrhynchos_platyrhynchos
ENSCMMP00000004053	ENSCMMG00000002566	cairina_moschata_domestica
ENSABRP00000012958	ENSABRG00000011592	anser_brachyrhynchus
ENSACDP00005024727	ENSACDG00005017920	anser_cygnoides
ENSMUNP00000002380	ENSMUNG00000002114	melopsittacus_undulatus
ENSNPEP00000018485	ENSNPEG00000013776	nothoprocta_perdicaria
ENSDNVP00000001997	ENSDNVG00000001125	dromaius_novaehollandiae
ENSAHAP00000000844	ENSAHAG00000000409	apteryx_haastii
ENSAOWP00000022415	ENSAOWG00000015046	apteryx_owenii
ENSARWP00000016295	ENSARWG00000011188	apteryx_rowi
ENSSCUP00000022593	ENSSCUG00000016585	struthio_camelus_australis
ENSCPRP00005015848	ENSCPRG00005011095	crocodylus_porosus
ENSPSIP00000009768	ENSPSIG00000008576	pelodiscus_sinensis
ENSCSRP00000006933	ENSCSRG00000005019	chelydra_serpentina
ENSTMTP00000006932	ENSTMTG00000005058	terrapene_carolina_triunguis
ENSCPBP00000006856	ENSCPBG00000005405	chrysemys_picta_bellii
ENSGEVP00005001756	ENSGEVG00005001258	gopherus_evgoodei
ENSGAGP00000015720	ENSGAGG00000010943	gopherus_agassizii
ENSCABP00000028678	ENSCABG00000021043	chelonoidis_abingdonii
ENSPCEP00000024705	ENSPCEG00000018647	pelusios_castaneus
ENSPMRP00000034865	ENSPMRG00000022538	podarcis_muralis
ENSSMRP00000019230	ENSSMRG00000014978	salvator_merianae
ENSVKKP00000021176	ENSVKKG00000014218	varanus_komodoensis
ENSNNAP00000002335	ENSNNAG00000001623	naja_naja
ENSLLTP00000020111	ENSLLTG00000015078	laticauda_laticaudata
ENSPTXP00000005465	ENSPTXG00000003980	pseudonaja_textilis
ENSNSUP00000022013	ENSNSUG00000016006	notechis_scutatus
ENSLLTP00000024464	ENSLLTG00000017986	laticauda_laticaudata
ENSACAP00000005957	ENSACAG00000005886	anolis_carolinensis
ENSPVIP00000017572	ENSPVIG00000013501	pogona_vitticeps
ENSSPUP00000015039	ENSSPUG00000011597	sphenodon_punctatus
ENSXETP00000030197	ENSXETG00000013781	xenopus_tropicalis
ENSLLEP00000040755	ENSLLEG00000025919	leptobrachium_leishanense
ENSCMIP00000034678	ENSCMIG00000014705	callorhinchus_milii
ENSLACP00000007527	ENSLACG00000006674	latimeria_chalumnae
ENSOMYP00000033663	ENSOMYG00000015711	oncorhynchus_mykiss
ENSHHUP00000007446	ENSHHUG00000004589	hucho_hucho
ENSSSAP00000030717	ENSSSAG00000039815	salmo_salar
ENSSTUP00000019784	ENSSTUG00000008804	salmo_trutta
ENSMMDP00005033937	ENSMMDG00005015973	myripristis_murdjan
ENSSFAP00005035803	ENSSFAG00005018140	salarias_fasciatus
ENSPREP00000005246	ENSPREG00000003646	poecilia_reticulata
ENSXCOP00000004744	ENSXCOG00000003735	xiphophorus_couchianus
ENSTNIP00000007841	ENSTNIG00000005168	tetraodon_nigroviridis
ENSGACP00000001015	ENSGACG00000000790	gasterosteus_aculeatus
ENSCLMP00005044730	ENSCLMG00005020659	cyclopterus_lumpus
ENSSAUP00010051373	ENSSAUG00010021338	sparus_aurata
ENSLBEP00000027698	ENSLBEG00000021010	labrus_bergylta
ENSTRUP00000080821	ENSTRUG00000004533	takifugu_rubripes
ENSLCRP00005021197	ENSLCRG00005008624	larimichthys_crocea
ENSLCAP00010024912	ENSLCAG00010011661	lates_calcarifer
ENSLCAP00010024920	ENSLCAG00010011664	lates_calcarifer
ENSSLDP00000015430	ENSSLDG00000012271	seriola_lalandi_dorsalis
ENSSDUP00000006328	ENSSDUG00000004670	seriola_dumerili
ENSSMAP00000014915	ENSSMAG00000009140	scophthalmus_maximus
ENSMAMP00000002039	ENSMAMG00000001442	mastacembelus_armatus
ENSMALP00000030550	ENSMALG00000021110	monopterus_albus
ENSATEP00000003502	ENSATEG00000002472	anabas_testudineus
ENSBSLP00000002402	ENSBSLG00000001378	betta_splendens
ENSKMAP00000018778	ENSKMAG00000013958	kryptolebias_marmoratus
ENSNFUP00015010649	ENSNFUG00015005274	nothobranchius_furzeri
ENSCVAP00000016380	ENSCVAG00000019317	cyprinodon_variegatus
ENSFHEP00000013447	ENSFHEG00000014935	fundulus_heteroclitus
ENSXMAP00000008135	ENSXMAG00000008081	xiphophorus_maculatus
ENSGAFP00000028550	ENSGAFG00000019304	gambusia_affinis
ENSPMEP00000024211	ENSPMEG00000006355	poecilia_mexicana
ENSPFOP00000012657	ENSPFOG00000012653	poecilia_formosa
ENSSPAP00000030199	ENSSPAG00000022685	stegastes_partitus
ENSAPEP00000016953	ENSAPEG00000012123	amphiprion_percula
ENSAOCP00000001047	ENSAOCG00000003979	amphiprion_ocellaris
ENSAPOP00000005423	ENSAPOG00000007107	acanthochromis_polyacanthus
ENSNMLP00000027695	ENSNMLG00000017657	neogobius_melanostomus
ENSSORP00005006136	ENSSORG00005003646	sphaeramia_orbicularis
ENSGMOP00000007808	ENSGMOG00000007298	gadus_morhua
ENSIPUP00000026436	ENSIPUG00000017910	ictalurus_punctatus
ENSAMXP00000006094	ENSAMXG00000005915	astyanax_mexicanus
ENSAMXP00005029947	ENSAMXG00005014764	astyanax_mexicanus_pachon
ENSDARP00000142996	ENSDARG00000105521	danio_rerio
ENSSRHP00000063170	ENSSRHG00000031485	sinocyclocheilus_rhinocerous
ENSCCRP00015066622	ENSCCRG00015027142	cyprinus_carpio_huanghe
ENSCCRP00000032276	ENSCCRG00000017370	cyprinus_carpio
ENSDCDP00000011276	ENSDCDG00000005593	denticeps_clupeoides
ENSPKIP00000038779	ENSPKIG00000016427	paramormyrops_kingsleyae
ENSSFOP00015026241	ENSSFOG00015016885	scleropages_formosus
