ENSCMIP00000015232	ENSCMIG00000007258	callorhinchus_milii
ENSLBEP00000006323	ENSLBEG00000004872	labrus_bergylta
ENSCSEP00000031508	ENSCSEG00000020178	cynoglossus_semilaevis
ENSAPLP00000016481	ENSAPLG00000007060	anas_platyrhynchos_platyrhynchos
ENSAPLP00020020185	ENSAPLG00020014234	anas_platyrhynchos
ENSAZOP00000025145	ENSAZOG00000015748	anas_zonorhyncha
ENSCMMP00000007535	ENSCMMG00000004803	cairina_moschata_domestica
ENSABRP00000013628	ENSABRG00000012107	anser_brachyrhynchus
ENSACDP00005008865	ENSACDG00005006446	anser_cygnoides
ENSNMEP00000022268	ENSNMEG00000019040	numida_meleagris
ENSPSTP00000025029	ENSPSTG00000018456	pavo_cristatus
ENSGALP00000019068	ENSGALG00000011680	gallus_gallus
ENSCJPP00005001681	ENSCJPG00005001728	coturnix_japonica
ENSCPIP00010016728	ENSCPIG00010013270	chrysolophus_pictus
ENSPCLP00000012888	ENSPCLG00000010577	phasianus_colchicus
ENSMGAP00000010673	ENSMGAG00000010233	meleagris_gallopavo
ENSACCP00020010424	ENSACCG00020007129	aquila_chrysaetos_chrysaetos
ENSBJAP00000025118	ENSBJAG00000016055	buteo_japonicus
ENSANIP00000001389	ENSANIG00000000961	accipiter_nisus
ENSCMUP00000022716	ENSCMUG00000012815	corvus_moneduloides
ENSMCSP00000013933	ENSMCSG00000009823	malurus_cyaneus_samueli
ENSFALP00000006965	ENSFALG00000006627	ficedula_albicollis
ENSCUSP00005003263	ENSCUSG00005002102	catharus_ustulatus
ENSCUSP00005003463	ENSCUSG00005002286	catharus_ustulatus
ENSZLMP00000001531	ENSZLMG00000001159	zosterops_lateralis_melanops
ENSCRFP00000015909	ENSCRFG00000012225	stachyris_ruficeps
ENSCCEP00000012318	ENSCCEG00000011919	cyanistes_caeruleus
ENSPMJP00000013679	ENSPMJG00000010380	parus_major
ENSSCAP00000017088	ENSSCAG00000012429	serinus_canaria
ENSGFOP00000014883	ENSGFOG00000010183	geospiza_fortis
ENSCPVP00000000588	ENSCPVG00000000466	camarhynchus_parvulus
ENSJHYP00000011485	ENSJHYG00000006854	junco_hyemalis
ENSZALP00000004948	ENSZALG00000004638	zonotrichia_albicollis
ENSEGOP00005004337	ENSEGOG00005003401	erythrura_gouldiae
ENSLSDP00000006569	ENSLSDG00000004990	lonchura_striata_domestica
ENSTGUP00000032330	ENSTGUG00000004560	taeniopygia_guttata
ENSMVIP00005021376	ENSMVIG00005015041	manacus_vitellinus
ENSLCOP00000005572	ENSLCOG00000004050	lepidothrix_coronata
ENSCPUP00000024199	ENSCPUG00000016436	calidris_pugnax
ENSCPGP00000005905	ENSCPGG00000004224	calidris_pygmaea
ENSACOP00000006015	ENSACOG00000004207	amazona_collaria
ENSMUNP00000002020	ENSMUNG00000001796	melopsittacus_undulatus
ENSSHBP00005017519	ENSSHBG00005015150	strigops_habroptila
ENSFTIP00000014292	ENSFTIG00000009478	falco_tinnunculus
ENSACUP00000014760	ENSACUG00000009929	athene_cunicularia
ENSSOCP00000008819	ENSSOCG00000006693	strix_occidentalis_caurina
ENSBOBP00000013309	ENSBOBG00000008409	bubo_bubo
ENSOSUP00000010991	ENSOSUG00000007973	otus_sunia
ENSNPEP00000004290	ENSNPEG00000003283	nothoprocta_perdicaria
ENSDNVP00000021818	ENSDNVG00000015222	dromaius_novaehollandiae
ENSAOWP00000012149	ENSAOWG00000008322	apteryx_owenii
ENSAHAP00000005593	ENSAHAG00000004314	apteryx_haastii
ENSARWP00000025011	ENSARWG00000017040	apteryx_rowi
ENSSCUP00000025421	ENSSCUG00000018631	struthio_camelus_australis
ENSPSIP00000002980	ENSPSIG00000002880	pelodiscus_sinensis
ENSCSRP00000028865	ENSCSRG00000021178	chelydra_serpentina
ENSCPBP00000031191	ENSCPBG00000021896	chrysemys_picta_bellii
ENSTMTP00000012346	ENSTMTG00000008493	terrapene_carolina_triunguis
ENSGEVP00005018554	ENSGEVG00005012017	gopherus_evgoodei
ENSGAGP00000035160	ENSGAGG00000024981	gopherus_agassizii
ENSCABP00000024091	ENSCABG00000017613	chelonoidis_abingdonii
ENSPCEP00000008595	ENSPCEG00000006204	pelusios_castaneus
ENSSPUP00000009353	ENSSPUG00000007253	sphenodon_punctatus
ENSPVIP00000031853	ENSPVIG00000023400	pogona_vitticeps
ENSACAP00000012766	ENSACAG00000012709	anolis_carolinensis
ENSVKKP00000005324	ENSVKKG00000001544	varanus_komodoensis
ENSNNAP00000013830	ENSNNAG00000009015	naja_naja
ENSNSUP00000004757	ENSNSUG00000003618	notechis_scutatus
ENSPTXP00000014888	ENSPTXG00000010035	pseudonaja_textilis
ENSPMRP00000023782	ENSPMRG00000015401	podarcis_muralis
ENSSMRP00000021642	ENSSMRG00000016844	salvator_merianae
ENSSHAP00000020074	ENSSHAG00000017029	sarcophilus_harrisii
ENSMEUP00000006451	ENSMEUG00000007061	notamacropus_eugenii
ENSVURP00010015772	ENSVURG00010011493	vombatus_ursinus
ENSPCIP00000053136	ENSPCIG00000024027	phascolarctos_cinereus
ENSMODP00000025928	ENSMODG00000020730	monodelphis_domestica
ENSJJAP00000023620	ENSJJAG00000023323	jaculus_jaculus
ENSCGRP00001007558	ENSCGRG00001009929	cricetulus_griseus_chok1gshd
ENSCGRP00015024396	ENSCGRG00015017635	cricetulus_griseus_picr
ENSCGRP00000001162	ENSCGRG00000000906	cricetulus_griseus_crigri
ENSMAUP00000005612	ENSMAUG00000007678	mesocricetus_auratus
ENSPEMP00000004030	ENSPEMG00000005854	peromyscus_maniculatus_bairdii
ENSMOCP00000026498	ENSMOCG00000022283	microtus_ochrogaster
ENSRNOP00000002793	ENSRNOG00000002024	rattus_norvegicus
MGP_PahariEiJ_P0032009	MGP_PahariEiJ_G0017114	mus_pahari
ENSMSIP00000013321	ENSMSIG00000010649	mus_spicilegus
ENSMUSP00000060646	ENSMUSG00000029245	mus_musculus
MGP_SPRETEiJ_P0071492	MGP_SPRETEiJ_G0028328	mus_spretus
MGP_CAROLIEiJ_P0068841	MGP_CAROLIEiJ_G0027335	mus_caroli
ENSNGAP00000015013	ENSNGAG00000016132	nannospalax_galili
ENSDORP00000011486	ENSDORG00000012214	dipodomys_ordii
ENSSARP00000008263	ENSSARG00000009100	sorex_araneus
ENSLAFP00000008794	ENSLAFG00000010504	loxodonta_africana
ENSPCAP00000002456	ENSPCAG00000002572	procavia_capensis
ENSETEP00000010823	ENSETEG00000013342	echinops_telfairi
ENSOCUP00000021910	ENSOCUG00000026411	oryctolagus_cuniculus
ENSCPOP00000029026	ENSCPOG00000035209	cavia_porcellus
ENSCPOP00000009033	ENSCPOG00000010060	cavia_porcellus
ENSCCNP00000024297	ENSCCNG00000023801	castor_canadensis
ENSPPAP00000025592	ENSPPAG00000035923	pan_paniscus
ENSPPAP00000039228	ENSPPAG00000042334	pan_paniscus
ENSTBEP00000010852	ENSTBEG00000012486	tupaia_belangeri
ENSPSMP00000022761	ENSPSMG00000015985	prolemur_simus
ENSTSYP00000011713	ENSTSYG00000012766	carlito_syrichta
ENSRBIP00000041008	ENSRBIG00000043887	rhinopithecus_bieti
ENSRROP00000014995	ENSRROG00000031675	rhinopithecus_roxellana
ENSPTEP00000022136	ENSPTEG00000023067	piliocolobus_tephrosceles
ENSCANP00000011919	ENSCANG00000029242	colobus_angolensis_palliatus
ENSCSAP00000001483	ENSCSAG00000005186	chlorocebus_sabaeus
ENSTGEP00000023602	ENSTGEG00000019034	theropithecus_gelada
ENSPANP00000038252	ENSPANG00000026369	papio_anubis
ENSMMUP00000019000	ENSMMUG00000014468	macaca_mulatta
ENSMFAP00000032717	ENSMFAG00000002837	macaca_fascicularis
ENSMNEP00000002815	ENSMNEG00000013078	macaca_nemestrina
ENSCATP00000024246	ENSCATG00000035595	cercocebus_atys
ENSMLEP00000017739	ENSMLEG00000033017	mandrillus_leucophaeus
ENSPPYP00000016461	ENSPPYG00000014737	pongo_abelii
ENSGGOP00000016071	ENSGGOG00000016463	gorilla_gorilla
ENSP00000480763	ENSG00000145242	homo_sapiens
ENSPTRP00000027683	ENSPTRG00000016095	pan_troglodytes
ENSNLEP00000011025	ENSNLEG00000008987	nomascus_leucogenys
ENSCCAP00000017803	ENSCCAG00000026661	cebus_capucinus
ENSSBOP00000012538	ENSSBOG00000022980	saimiri_boliviensis_boliviensis
ENSCJAP00000044343	ENSCJAG00000020565	callithrix_jacchus
ENSANAP00000016900	ENSANAG00000026320	aotus_nancymaae
ENSSDAP00000004769	ENSSDAG00000004474	spermophilus_dauricus
ENSRFEP00010019504	ENSRFEG00010011768	rhinolophus_ferrumequinum
ENSECAP00000001941	ENSECAG00000000530	equus_caballus
ENSEASP00005026636	ENSEASG00005018169	equus_asinus_asinus
ENSCDRP00005023788	ENSCDRG00005016353	camelus_dromedarius
ENSVPAP00000010246	ENSVPAG00000011005	vicugna_pacos
ENSCHYP00000036832	ENSCHYG00000024412	cervus_hanglu_yarkandensis
ENSMMSP00000030210	ENSMMSG00000022136	moschus_moschiferus
ENSOARP00000006865	ENSOARG00000006407	ovis_aries
ENSOARP00020000201	ENSOARG00020000230	ovis_aries_rambouillet
ENSCHIP00010021211	ENSCHIG00010015662	capra_hircus_blackbengal
ENSCHIP00000006575	ENSCHIG00000010390	capra_hircus
ENSBBBP00000001624	ENSBBBG00000010828	bison_bison_bison
ENSBIXP00005045448	ENSBIXG00005029155	bos_indicus_hybrid
ENSBTAP00000065469	ENSBTAG00000009438	bos_taurus
ENSBIXP00000021811	ENSBIXG00000024839	bos_taurus_hybrid
ENSBMUP00000016201	ENSBMUG00000012157	bos_mutus
ENSBGRP00000023075	ENSBGRG00000013918	bos_grunniens
ENSBMSP00010016174	ENSBMSG00010011607	balaenoptera_musculus
ENSTTRP00000005376	ENSTTRG00000005693	tursiops_truncatus
ENSMMNP00015015037	ENSMMNG00015010909	monodon_monoceros
ENSDLEP00000018380	ENSDLEG00000013414	delphinapterus_leucas
ENSPSNP00000005182	ENSPSNG00000003685	phocoena_sinus
ENSPCTP00005001740	ENSPCTG00005001144	physeter_catodon
ENSSSCP00000009514	ENSSSCG00000008919	sus_scrofa
ENSCWAP00000003543	ENSCWAG00000002369	catagonus_wagneri
ENSEEUP00000003380	ENSEEUG00000003692	erinaceus_europaeus
ENSPVAP00000011483	ENSPVAG00000012182	pteropus_vampyrus
ENSSSUP00005004821	ENSSSUG00005003149	suricata_suricatta
ENSPLOP00000013062	ENSPLOG00000008963	panthera_leo
ENSPTIP00000007672	ENSPTIG00000009145	panthera_tigris_altaica
ENSPPRP00000009209	ENSPPRG00000003915	panthera_pardus
ENSFCAP00000036151	ENSFCAG00000022711	felis_catus
ENSLCNP00005007610	ENSLCNG00005004984	lynx_canadensis
ENSAMEP00000006705	ENSAMEG00000006286	ailuropoda_melanoleuca
ENSUMAP00000013182	ENSUMAG00000009646	ursus_maritimus
ENSUTTP00000006378	ENSUTTG00000003471	ursus_thibetanus_thibetanus
ENSNVIP00000024794	ENSNVIG00000019023	neovison_vison
ENSMPUP00000001492	ENSMPUG00000001506	mustela_putorius_furo
ENSZCAP00015020308	ENSZCAG00015012832	zalophus_californianus
ENSCAFP00020035106	ENSCAFG00020027199	canis_lupus_dingo
ENSCAFP00040036921	ENSCAFG00040022525	canis_lupus_familiarisgreatdane
ENSCAFP00000004023	ENSCAFG00000002714	canis_lupus_familiaris
ENSCAFP00030040953	ENSCAFG00030024355	canis_lupus_familiarisbasenji
ENSVVUP00000007575	ENSVVUG00000005740	vulpes_vulpes
ENSMLUP00000002612	ENSMLUG00000002865	myotis_lucifugus
ENSCCNP00000008876	ENSCCNG00000009383	castor_canadensis
ENSMMMP00000026259	ENSMMMG00000022872	marmota_marmota_marmota
ENSUPAP00010029308	ENSUPAG00010023050	urocitellus_parryii
ENSSTOP00000010471	ENSSTOG00000011670	ictidomys_tridecemlineatus
ENSSVLP00005016145	ENSSVLG00005011847	sciurus_vulgaris
ENSOCUP00000015116	ENSOCUG00000017595	oryctolagus_cuniculus
ENSOPRP00000008617	ENSOPRG00000009396	ochotona_princeps
ENSDNOP00000026881	ENSDNOG00000042105	dasypus_novemcinctus
ENSCAPP00000007046	ENSCAPG00000009051	cavia_aperea
ENSMUGP00000026948	ENSMUGG00000022435	meriones_unguiculatus
ENSSDAP00000019810	ENSSDAG00000018058	spermophilus_dauricus
ENSFDAP00000022374	ENSFDAG00000007019	fukomys_damarensis
ENSHGLP00100020776	ENSHGLG00100015316	heterocephalus_glaber_male
ENSHGLP00000009741	ENSHGLG00000006990	heterocephalus_glaber_female
ENSODEP00000001967	ENSODEG00000001548	octodon_degus
ENSCLAP00000009818	ENSCLAG00000006801	chinchilla_lanigera
ENSMICP00000039021	ENSMICG00000028145	microcebus_murinus
ENSOGAP00000003760	ENSOGAG00000004211	otolemur_garnettii
ENSCHOP00000000431	ENSCHOG00000000486	choloepus_hoffmanni
ENSDNOP00000032930	ENSDNOG00000040187	dasypus_novemcinctus
ENSOANP00000006279	ENSOANG00000003966	ornithorhynchus_anatinus
ENSLACP00000014525	ENSLACG00000012783	latimeria_chalumnae
ENSLACP00000013215	ENSLACG00000011636	latimeria_chalumnae
ENSECRP00000001856	ENSECRG00000001178	erpetoichthys_calabaricus
ENSLOCP00000003168	ENSLOCG00000002688	lepisosteus_oculatus
