ENSPMAP00000009695	ENSPMAG00000008798	petromyzon_marinus
ENSETEP00000013062	ENSETEG00000016102	echinops_telfairi
ENSCHOP00000010633	ENSCHOG00000012019	choloepus_hoffmanni
ENSDNOP00000024849	ENSDNOG00000037280	dasypus_novemcinctus
ENSCDRP00005010040	ENSCDRG00005006950	camelus_dromedarius
ENSBMSP00010015837	ENSBMSG00010011512	balaenoptera_musculus
ENSPCTP00005012560	ENSPCTG00005008853	physeter_catodon
ENSTTRP00000011802	ENSTTRG00000012417	tursiops_truncatus
ENSPSNP00000015729	ENSPSNG00000011072	phocoena_sinus
ENSDLEP00000017674	ENSDLEG00000012830	delphinapterus_leucas
ENSMMNP00015018734	ENSMMNG00015013715	monodon_monoceros
ENSSSCP00000023016	ENSSSCG00000027992	sus_scrofa
ENSCWAP00000026570	ENSCWAG00000019921	catagonus_wagneri
ENSMMSP00000024902	ENSMMSG00000018684	moschus_moschiferus
ENSCHYP00000036087	ENSCHYG00000024070	cervus_hanglu_yarkandensis
ENSCHIP00000031255	ENSCHIG00000025688	capra_hircus
ENSCHIP00010044281	ENSCHIG00010032134	capra_hircus_blackbengal
ENSOARP00000012165	ENSOARG00000011352	ovis_aries
ENSOARP00020022299	ENSOARG00020016374	ovis_aries_rambouillet
ENSBBBP00000020553	ENSBBBG00000014247	bison_bison_bison
ENSBIXP00005005231	ENSBIXG00005000992	bos_indicus_hybrid
ENSBTAP00000020028	ENSBTAG00000015046	bos_taurus
ENSBIXP00000004372	ENSBIXG00000010726	bos_taurus_hybrid
ENSBMUP00000028538	ENSBMUG00000021380	bos_mutus
ENSBGRP00000036516	ENSBGRG00000022803	bos_grunniens
ENSEASP00005017075	ENSEASG00005011826	equus_asinus_asinus
ENSPVAP00000008283	ENSPVAG00000008772	pteropus_vampyrus
ENSMLUP00000015309	ENSMLUG00000016790	myotis_lucifugus
ENSSSUP00005031836	ENSSSUG00005020535	suricata_suricatta
ENSPTIP00000023217	ENSPTIG00000019749	panthera_tigris_altaica
ENSPPRP00000015700	ENSPPRG00000008281	panthera_pardus
ENSVVUP00000040208	ENSVVUG00000028671	vulpes_vulpes
ENSCAFP00020028192	ENSCAFG00020022115	canis_lupus_dingo
ENSCAFP00030020869	ENSCAFG00030012876	canis_lupus_familiarisbasenji
ENSCAFP00040026768	ENSCAFG00040016627	canis_lupus_familiarisgreatdane
ENSCAFP00000031338	ENSCAFG00000010974	canis_lupus_familiaris
ENSAMEP00000012758	ENSAMEG00000012101	ailuropoda_melanoleuca
ENSUMAP00000030635	ENSUMAG00000022060	ursus_maritimus
ENSUAMP00000008536	ENSUAMG00000007186	ursus_americanus
ENSNVIP00000000620	ENSNVIG00000000459	neovison_vison
ENSMPUP00000013195	ENSMPUG00000013293	mustela_putorius_furo
ENSZCAP00015001447	ENSZCAG00015000978	zalophus_californianus
ENSEEUP00000000361	ENSEEUG00000000406	erinaceus_europaeus
ENSSARP00000010175	ENSSARG00000011278	sorex_araneus
ENSMICP00000026551	ENSMICG00000010824	microcebus_murinus
ENSPCOP00000023347	ENSPCOG00000023809	propithecus_coquereli
ENSPSMP00000019854	ENSPSMG00000013962	prolemur_simus
ENSTSYP00000027998	ENSTSYG00000025822	carlito_syrichta
ENSTGEP00000006304	ENSTGEG00000005157	theropithecus_gelada
ENSMLEP00000014705	ENSMLEG00000031418	mandrillus_leucophaeus
ENSCATP00000004393	ENSCATG00000015036	cercocebus_atys
ENSMMUP00000004467	ENSMMUG00000003353	macaca_mulatta
ENSMNEP00000028814	ENSMNEG00000037738	macaca_nemestrina
ENSMFAP00000027923	ENSMFAG00000045229	macaca_fascicularis
ENSCSAP00000010585	ENSCSAG00000014466	chlorocebus_sabaeus
ENSPANP00000002058	ENSPANG00000011245	papio_anubis
ENSRBIP00000033894	ENSRBIG00000040659	rhinopithecus_bieti
ENSRROP00000026718	ENSRROG00000037094	rhinopithecus_roxellana
ENSCANP00000040344	ENSCANG00000043859	colobus_angolensis_palliatus
ENSPTEP00000002926	ENSPTEG00000003421	piliocolobus_tephrosceles
ENSPPYP00000015506	ENSPPYG00000013858	pongo_abelii
ENSPPAP00000016805	ENSPPAG00000031473	pan_paniscus
ENSPTRP00000025788	ENSPTRG00000014941	pan_troglodytes
ENSP00000296474	ENSG00000164078	homo_sapiens
ENSGGOP00000011976	ENSGGOG00000012260	gorilla_gorilla
ENSNLEP00000008444	ENSNLEG00000006926	nomascus_leucogenys
ENSANAP00000017891	ENSANAG00000026797	aotus_nancymaae
ENSCJAP00000008287	ENSCJAG00000004544	callithrix_jacchus
ENSSBOP00000009533	ENSSBOG00000021618	saimiri_boliviensis_boliviensis
ENSCCAP00000022439	ENSCCAG00000028985	cebus_capucinus
ENSODEP00000024866	ENSODEG00000018190	octodon_degus
ENSHGLP00000017577	ENSHGLG00000012578	heterocephalus_glaber_female
ENSHGLP00100014462	ENSHGLG00100010696	heterocephalus_glaber_male
ENSFDAP00000009696	ENSFDAG00000017646	fukomys_damarensis
ENSCLAP00000010583	ENSCLAG00000007307	chinchilla_lanigera
ENSCAPP00000010541	ENSCAPG00000011789	cavia_aperea
ENSCPOP00000028150	ENSCPOG00000002332	cavia_porcellus
ENSSVLP00005006716	ENSSVLG00005005224	sciurus_vulgaris
ENSUPAP00010028725	ENSUPAG00010022660	urocitellus_parryii
ENSSDAP00000015372	ENSSDAG00000013839	spermophilus_dauricus
ENSMMMP00000004240	ENSMMMG00000003816	marmota_marmota_marmota
ENSSTOP00000004005	ENSSTOG00000004445	ictidomys_tridecemlineatus
ENSJJAP00000003817	ENSJJAG00000007664	jaculus_jaculus
ENSNGAP00000005002	ENSNGAG00000006916	nannospalax_galili
ENSPEMP00000003038	ENSPEMG00000003939	peromyscus_maniculatus_bairdii
ENSCGRP00015015990	ENSCGRG00015012311	cricetulus_griseus_picr
ENSCGRP00001023594	ENSCGRG00001021775	cricetulus_griseus_chok1gshd
ENSCGRP00000011108	ENSCGRG00000008102	cricetulus_griseus_crigri
ENSMAUP00000018775	ENSMAUG00000017235	mesocricetus_auratus
ENSMOCP00000007460	ENSMOCG00000007271	microtus_ochrogaster
ENSMUGP00000020649	ENSMUGG00000017403	meriones_unguiculatus
ENSRNOP00000063136	ENSRNOG00000032618	rattus_norvegicus
ENSMSIP00000028067	ENSMSIG00000023606	mus_spicilegus
MGP_SPRETEiJ_P0093519	MGP_SPRETEiJ_G0033808	mus_spretus
ENSMUSP00000035203	ENSMUSG00000032584	mus_musculus
MGP_CAROLIEiJ_P0089802	MGP_CAROLIEiJ_G0032663	mus_caroli
MGP_PahariEiJ_P0025481	MGP_PahariEiJ_G0015531	mus_pahari
ENSCCNP00000014958	ENSCCNG00000014801	castor_canadensis
ENSDORP00000012603	ENSDORG00000013404	dipodomys_ordii
ENSTBEP00000011573	ENSTBEG00000013325	tupaia_belangeri
ENSOPRP00000013768	ENSOPRG00000015053	ochotona_princeps
ENSOCUP00000008078	ENSOCUG00000009360	oryctolagus_cuniculus
ENSMEUP00000000092	ENSMEUG00000000094	notamacropus_eugenii
ENSVURP00010023415	ENSVURG00010017932	vombatus_ursinus
ENSPCIP00000028850	ENSPCIG00000021537	phascolarctos_cinereus
ENSSHAP00000021280	ENSSHAG00000018037	sarcophilus_harrisii
ENSMODP00000015454	ENSMODG00000012335	monodelphis_domestica
ENSOANP00000049388	ENSOANG00000045839	ornithorhynchus_anatinus
ENSOANP00000005602	ENSOANG00000003529	ornithorhynchus_anatinus
ENSXETP00000015919	ENSXETG00000007306	xenopus_tropicalis
ENSLLEP00000020329	ENSLLEG00000012877	leptobrachium_leishanense
ENSGMOP00000017608	ENSGMOG00000016372	gadus_morhua
ENSATEP00000035959	ENSATEG00000024714	anabas_testudineus
ENSMALP00000001225	ENSMALG00000000890	monopterus_albus
ENSMAMP00000025577	ENSMAMG00000017177	mastacembelus_armatus
ENSENLP00000004582	ENSENLG00000002300	echeneis_naucrates
ENSSLDP00000003175	ENSSLDG00000002527	seriola_lalandi_dorsalis
ENSSDUP00000027492	ENSSDUG00000019889	seriola_dumerili
ENSSMAP00000027673	ENSSMAG00000016930	scophthalmus_maximus
ENSLCAP00010017828	ENSLCAG00010008488	lates_calcarifer
ENSCSEP00000000766	ENSCSEG00000000547	cynoglossus_semilaevis
ENSBSLP00000032548	ENSBSLG00000015930	betta_splendens
ENSPRNP00000012259	ENSPRNG00000006839	parambassis_ranga
ENSSPAP00000026271	ENSSPAG00000019825	stegastes_partitus
ENSAPOP00000029186	ENSAPOG00000014890	acanthochromis_polyacanthus
ENSAOCP00000000063	ENSAOCG00000002863	amphiprion_ocellaris
ENSAPEP00000016320	ENSAPEG00000011650	amphiprion_percula
ENSSFAP00005024383	ENSSFAG00005012559	salarias_fasciatus
ENSGWIP00000019137	ENSGWIG00000010500	gouania_willdenowi
ENSOJAP00000001527	ENSOJAG00000000877	oryzias_javanicus
ENSOMEP00000022523	ENSOMEG00000002108	oryzias_melastigma
ENSOSIP00000007245	ENSOSIG00000004810	oryzias_sinensis
ENSORLP00000004366	ENSORLG00000003505	oryzias_latipes
ENSORLP00020020586	ENSORLG00020021579	oryzias_latipes_hni
ENSORLP00015017000	ENSORLG00015018000	oryzias_latipes_hsok
ENSXCOP00000013466	ENSXCOG00000010214	xiphophorus_couchianus
ENSXMAP00000016526	ENSXMAG00000016479	xiphophorus_maculatus
ENSGAFP00000015988	ENSGAFG00000010818	gambusia_affinis
ENSPREP00000005623	ENSPREG00000003909	poecilia_reticulata
ENSPLAP00000030032	ENSPLAG00000020735	poecilia_latipinna
ENSPFOP00000016575	ENSPFOG00000016463	poecilia_formosa
ENSPMEP00000025677	ENSPMEG00000008821	poecilia_mexicana
ENSFHEP00000018639	ENSFHEG00000020522	fundulus_heteroclitus
ENSCVAP00000017474	ENSCVAG00000020562	cyprinodon_variegatus
ENSKMAP00000008561	ENSKMAG00000006438	kryptolebias_marmoratus
ENSNFUP00015022452	ENSNFUG00015010867	nothobranchius_furzeri
ENSACIP00000010723	ENSACIG00000008384	amphilophus_citrinellus
ENSONIP00000005149	ENSONIG00000004085	oreochromis_niloticus
ENSOABP00000052597	ENSOABG00000023318	oreochromis_aureus
ENSNBRP00000024088	ENSNBRG00000018427	neolamprologus_brichardi
ENSHBUP00000000837	ENSHBUG00000002029	haplochromis_burtoni
ENSACLP00000019676	ENSACLG00000013386	astatotilapia_calliptera
ENSMZEP00005020298	ENSMZEG00005015221	maylandia_zebra
ENSPNYP00000019946	ENSPNYG00000015098	pundamilia_nyererei
ENSLBEP00000027888	ENSLBEG00000021142	labrus_bergylta
ENSSAUP00010049505	ENSSAUG00010020659	sparus_aurata
ENSTNIP00000017783	ENSTNIG00000014746	tetraodon_nigroviridis
ENSTRUP00000025241	ENSTRUG00000010034	takifugu_rubripes
ENSDLAP00005058161	ENSDLAG00005024585	dicentrarchus_labrax
ENSLCRP00005052003	ENSLCRG00005019554	larimichthys_crocea
ENSCGOP00000003485	ENSCGOG00000001889	cottoperca_gobio
ENSSLUP00000042953	ENSSLUG00000019075	sander_lucioperca
ENSCLMP00005045726	ENSCLMG00005021076	cyclopterus_lumpus
ENSGACP00000013972	ENSGACG00000010551	gasterosteus_aculeatus
ENSMMOP00000019949	ENSMMOG00000015152	mola_mola
ENSPMGP00000021569	ENSPMGG00000017461	periophthalmus_magnuspinnatus
ENSNMLP00000033544	ENSNMLG00000020968	neogobius_melanostomus
ENSSORP00005009329	ENSSORG00005005110	sphaeramia_orbicularis
ENSSORP00005009333	ENSSORG00005005113	sphaeramia_orbicularis
ENSHCOP00000000196	ENSHCOG00000000958	hippocampus_comes
ENSMMDP00005007907	ENSMMDG00005004356	myripristis_murdjan
ENSHHUP00000063180	ENSHHUG00000037341	hucho_hucho
ENSSSAP00000046816	ENSSSAG00000047858	salmo_salar
ENSSTUP00000051999	ENSSTUG00000021960	salmo_trutta
ENSOMYP00000034748	ENSOMYG00000016157	oncorhynchus_mykiss
ENSOKIP00005003088	ENSOKIG00005001449	oncorhynchus_kisutch
ENSOTSP00005072989	ENSOTSG00005034462	oncorhynchus_tshawytscha
ENSOTSP00005072150	ENSOTSG00005034086	oncorhynchus_tshawytscha
ENSOMYP00000019672	ENSOMYG00000009530	oncorhynchus_mykiss
ENSOTSP00005087701	ENSOTSG00005041314	oncorhynchus_tshawytscha
ENSOTSP00005070264	ENSOTSG00005033348	oncorhynchus_tshawytscha
ENSOKIP00005068044	ENSOKIG00005029212	oncorhynchus_kisutch
ENSSSAP00000082599	ENSSSAG00000067909	salmo_salar
ENSSTUP00000038107	ENSSTUG00000016269	salmo_trutta
ENSHHUP00000016818	ENSHHUG00000010500	hucho_hucho
ENSELUP00000024048	ENSELUG00000022848	esox_lucius
ENSPNAP00000001034	ENSPNAG00000007895	pygocentrus_nattereri
ENSAMXP00000026541	ENSAMXG00000025836	astyanax_mexicanus
ENSEEEP00000012441	ENSEEEG00000006245	electrophorus_electricus
ENSIPUP00000001204	ENSIPUG00000000864	ictalurus_punctatus
ENSDARP00000123874	ENSDARG00000060235	danio_rerio
ENSCARP00000023696	ENSCARG00000010633	carassius_auratus
ENSCCRP00015054273	ENSCCRG00015022366	cyprinus_carpio_huanghe
ENSCCRP00010011606	ENSCCRG00010004898	cyprinus_carpio_germanmirror
ENSCCRP00000011804	ENSCCRG00000006833	cyprinus_carpio
ENSCCRP00020095674	ENSCCRG00020044085	cyprinus_carpio_hebaored
ENSSANP00000063997	ENSSANG00000031928	sinocyclocheilus_anshuiensis
ENSSRHP00000022409	ENSSRHG00000011878	sinocyclocheilus_rhinocerous
ENSSGRP00000110289	ENSSGRG00000054271	sinocyclocheilus_grahami
ENSCARP00000065413	ENSCARG00000029277	carassius_auratus
ENSCCRP00015059925	ENSCCRG00015024552	cyprinus_carpio_huanghe
ENSCCRP00020110844	ENSCCRG00020050435	cyprinus_carpio_hebaored
ENSCCRP00010004192	ENSCCRG00010001735	cyprinus_carpio_germanmirror
ENSSRHP00000001740	ENSSRHG00000001048	sinocyclocheilus_rhinocerous
ENSSGRP00000074245	ENSSGRG00000037714	sinocyclocheilus_grahami
ENSSANP00000048492	ENSSANG00000024375	sinocyclocheilus_anshuiensis
ENSCHAP00000041906	ENSCHAG00000019500	clupea_harengus
ENSDCDP00000035760	ENSDCDG00000023934	denticeps_clupeoides
ENSPKIP00000010026	ENSPKIG00000024903	paramormyrops_kingsleyae
ENSSFOP00015053936	ENSSFOG00015019189	scleropages_formosus
ENSECRP00000022943	ENSECRG00000015505	erpetoichthys_calabaricus
ENSPNAP00000018981	ENSPNAG00000025472	pygocentrus_nattereri
ENSAMXP00005017983	ENSAMXG00005009368	astyanax_mexicanus_pachon
ENSAMXP00000007316	ENSAMXG00000007117	astyanax_mexicanus
ENSEEEP00000012553	ENSEEEG00000006300	electrophorus_electricus
ENSIPUP00000031289	ENSIPUG00000021073	ictalurus_punctatus
ENSCARP00000047871	ENSCARG00000020589	carassius_auratus
ENSCCRP00020112540	ENSCCRG00020051027	cyprinus_carpio_hebaored
ENSCCRP00000032313	ENSCCRG00000017394	cyprinus_carpio
ENSCCRP00015099091	ENSCCRG00015039850	cyprinus_carpio_huanghe
ENSCCRP00010060782	ENSCCRG00010025777	cyprinus_carpio_germanmirror
ENSSGRP00000088491	ENSSGRG00000044417	sinocyclocheilus_grahami
ENSSANP00000092717	ENSSANG00000045738	sinocyclocheilus_anshuiensis
ENSSRHP00000042242	ENSSRHG00000021399	sinocyclocheilus_rhinocerous
ENSCCRP00020001931	ENSCCRG00020001110	cyprinus_carpio_hebaored
ENSCCRP00010084475	ENSCCRG00010036882	cyprinus_carpio_germanmirror
ENSCCRP00015083394	ENSCCRG00015033664	cyprinus_carpio_huanghe
ENSCCRP00000083538	ENSCCRG00000045469	cyprinus_carpio
ENSSANP00000083148	ENSSANG00000041260	sinocyclocheilus_anshuiensis
ENSSRHP00000004512	ENSSRHG00000003017	sinocyclocheilus_rhinocerous
ENSSGRP00000015112	ENSSGRG00000009367	sinocyclocheilus_grahami
ENSDARP00000004402	ENSDARG00000004871	danio_rerio
ENSDCDP00000030501	ENSDCDG00000021427	denticeps_clupeoides
ENSCHAP00000016391	ENSCHAG00000008627	clupea_harengus
ENSGMOP00000002677	ENSGMOG00000002514	gadus_morhua
ENSMMDP00005017904	ENSMMDG00005008960	myripristis_murdjan
ENSLBEP00000024621	ENSLBEG00000018750	labrus_bergylta
ENSDLAP00005060673	ENSDLAG00005025454	dicentrarchus_labrax
ENSSAUP00010041448	ENSSAUG00010017412	sparus_aurata
ENSLCRP00005062533	ENSLCRG00005022968	larimichthys_crocea
ENSMMOP00000014381	ENSMMOG00000011005	mola_mola
ENSTNIP00000010138	ENSTNIG00000007333	tetraodon_nigroviridis
ENSTRUP00000035729	ENSTRUG00000013975	takifugu_rubripes
ENSSLUP00000051626	ENSSLUG00000022410	sander_lucioperca
ENSCGOP00000001174	ENSCGOG00000000720	cottoperca_gobio
ENSCLMP00005025286	ENSCLMG00005012418	cyclopterus_lumpus
ENSGACP00000015909	ENSGACG00000012007	gasterosteus_aculeatus
ENSSDUP00000017581	ENSSDUG00000012803	seriola_dumerili
ENSSLDP00000012320	ENSSLDG00000009798	seriola_lalandi_dorsalis
ENSENLP00000035696	ENSENLG00000015574	echeneis_naucrates
ENSLCAP00010039979	ENSLCAG00010018663	lates_calcarifer
ENSCSEP00000012693	ENSCSEG00000008213	cynoglossus_semilaevis
ENSSMAP00000024538	ENSSMAG00000014995	scophthalmus_maximus
ENSBSLP00000020693	ENSBSLG00000010560	betta_splendens
ENSATEP00000013458	ENSATEG00000009407	anabas_testudineus
ENSMALP00000011220	ENSMALG00000007961	monopterus_albus
ENSMAMP00000034790	ENSMAMG00000023360	mastacembelus_armatus
ENSKMAP00000027726	ENSKMAG00000020521	kryptolebias_marmoratus
ENSNFUP00015027145	ENSNFUG00015013156	nothobranchius_furzeri
ENSCVAP00000000295	ENSCVAG00000001188	cyprinodon_variegatus
ENSFHEP00000017969	ENSFHEG00000019818	fundulus_heteroclitus
ENSGAFP00000013015	ENSGAFG00000008780	gambusia_affinis
ENSXMAP00000002178	ENSXMAG00000002163	xiphophorus_maculatus
ENSXCOP00000013415	ENSXCOG00000010169	xiphophorus_couchianus
ENSPREP00000031908	ENSPREG00000021618	poecilia_reticulata
ENSPLAP00000030460	ENSPLAG00000021615	poecilia_latipinna
ENSPMEP00000012956	ENSPMEG00000015185	poecilia_mexicana
ENSPFOP00000007022	ENSPFOG00000006925	poecilia_formosa
ENSOSIP00000010047	ENSOSIG00000006262	oryzias_sinensis
ENSORLP00015030750	ENSORLG00015014613	oryzias_latipes_hsok
ENSORLP00000034975	ENSORLG00000014291	oryzias_latipes
ENSORLP00020033128	ENSORLG00020018980	oryzias_latipes_hni
ENSOJAP00000040781	ENSOJAG00000020111	oryzias_javanicus
ENSOMEP00000021604	ENSOMEG00000023525	oryzias_melastigma
ENSPRNP00000043075	ENSPRNG00000021044	parambassis_ranga
ENSSPAP00000028964	ENSSPAG00000021727	stegastes_partitus
ENSSPAP00000023532	ENSSPAG00000017747	stegastes_partitus
ENSAOCP00000029672	ENSAOCG00000020104	amphiprion_ocellaris
ENSAPEP00000032456	ENSAPEG00000022994	amphiprion_percula
ENSAPOP00000028101	ENSAPOG00000013161	acanthochromis_polyacanthus
ENSNBRP00000030901	ENSNBRG00000023505	neolamprologus_brichardi
ENSONIP00000025557	ENSONIG00000020282	oreochromis_niloticus
ENSHBUP00000029828	ENSHBUG00000014460	haplochromis_burtoni
ENSACLP00000031901	ENSACLG00000021639	astatotilapia_calliptera
ENSMZEP00005014010	ENSMZEG00005010556	maylandia_zebra
ENSPNYP00000020740	ENSPNYG00000015609	pundamilia_nyererei
ENSOABP00000016932	ENSOABG00000008321	oreochromis_aureus
ENSACIP00000012782	ENSACIG00000009876	amphilophus_citrinellus
ENSSFAP00005000788	ENSSFAG00005000541	salarias_fasciatus
ENSGWIP00000002258	ENSGWIG00000001229	gouania_willdenowi
ENSHCOP00000022528	ENSHCOG00000010321	hippocampus_comes
ENSSORP00005006039	ENSSORG00005003575	sphaeramia_orbicularis
ENSPMGP00000026228	ENSPMGG00000021159	periophthalmus_magnuspinnatus
ENSELUP00000002859	ENSELUG00000004158	esox_lucius
ENSHHUP00000075347	ENSHHUG00000044149	hucho_hucho
ENSOTSP00005063440	ENSOTSG00005030351	oncorhynchus_tshawytscha
ENSOKIP00005001183	ENSOKIG00005000607	oncorhynchus_kisutch
ENSOMYP00000046914	ENSOMYG00000021410	oncorhynchus_mykiss
ENSSTUP00000081774	ENSSTUG00000035987	salmo_trutta
ENSSSAP00000119787	ENSSSAG00000081275	salmo_salar
ENSOMYP00000049173	ENSOMYG00000022319	oncorhynchus_mykiss
ENSOKIP00005030926	ENSOKIG00005013256	oncorhynchus_kisutch
ENSOTSP00005097609	ENSOTSG00005045214	oncorhynchus_tshawytscha
ENSSSAP00000037683	ENSSSAG00000043080	salmo_salar
ENSSTUP00000038652	ENSSTUG00000016484	salmo_trutta
ENSHHUP00000004203	ENSHHUG00000002620	hucho_hucho
ENSPKIP00000001122	ENSPKIG00000019529	paramormyrops_kingsleyae
ENSSFOP00015031208	ENSSFOG00015020011	scleropages_formosus
ENSLOCP00000013339	ENSLOCG00000010867	lepisosteus_oculatus
ENSCMIP00000043214	ENSCMIG00000017940	callorhinchus_milii
