ENSCMIP00000022472	ENSCMIG00000008720	callorhinchus_milii
ENSPEMP00000004601	ENSPEMG00000006894	peromyscus_maniculatus_bairdii
ENSMAUP00000012444	ENSMAUG00000012735	mesocricetus_auratus
ENSCGRP00015036130	ENSCGRG00015026932	cricetulus_griseus_picr
ENSCGRP00001013622	ENSCGRG00001014679	cricetulus_griseus_chok1gshd
ENSCGRP00000006725	ENSCGRG00000004912	cricetulus_griseus_crigri
ENSMOCP00000014053	ENSMOCG00000013655	microtus_ochrogaster
ENSNGAP00000014403	ENSNGAG00000015713	nannospalax_galili
ENSCCNP00000012707	ENSCCNG00000012241	castor_canadensis
ENSMICP00000017665	ENSMICG00000008153	microcebus_murinus
ENSPCOP00000028051	ENSPCOG00000026602	propithecus_coquereli
ENSPSMP00000033979	ENSPSMG00000023299	prolemur_simus
ENSTSYP00000025378	ENSTSYG00000032651	carlito_syrichta
ENSPTEP00000021329	ENSPTEG00000022395	piliocolobus_tephrosceles
ENSCANP00000033770	ENSCANG00000040422	colobus_angolensis_palliatus
ENSRBIP00000033832	ENSRBIG00000040633	rhinopithecus_bieti
ENSMFAP00000018681	ENSMFAG00000032292	macaca_fascicularis
ENSMMUP00000026225	ENSMMUG00000019945	macaca_mulatta
ENSMNEP00000040899	ENSMNEG00000043249	macaca_nemestrina
ENSCATP00000020006	ENSCATG00000033697	cercocebus_atys
ENSTGEP00000025944	ENSTGEG00000020882	theropithecus_gelada
ENSPANP00000026268	ENSPANG00000024533	papio_anubis
ENSMLEP00000012928	ENSMLEG00000030618	mandrillus_leucophaeus
ENSPTRP00000089151	ENSPTRG00000015836	pan_troglodytes
ENSP00000339824	ENSG00000068078	homo_sapiens
ENSGGOP00000041668	ENSGGOG00000015081	gorilla_gorilla
ENSCCAP00000024199	ENSCCAG00000029787	cebus_capucinus
ENSSBOP00000024280	ENSSBOG00000028613	saimiri_boliviensis_boliviensis
ENSCJAP00000059324	ENSCJAG00000001819	callithrix_jacchus
ENSANAP00000018276	ENSANAG00000026958	aotus_nancymaae
ENSLAFP00000018403	ENSLAFG00000012619	loxodonta_africana
ENSUAMP00000010794	ENSUAMG00000008801	ursus_americanus
ENSTTRP00000010371	ENSTTRG00000010941	tursiops_truncatus
ENSPVAP00000007112	ENSPVAG00000007535	pteropus_vampyrus
ENSTBEP00000004120	ENSTBEG00000004759	tupaia_belangeri
ENSOPRP00000002030	ENSOPRG00000002205	ochotona_princeps
ENSPCAP00000010788	ENSPCAG00000011500	procavia_capensis
ENSSARP00000002678	ENSSARG00000002941	sorex_araneus
ENSPPAP00000022070	ENSPPAG00000034154	pan_paniscus
ENSCHYP00000039271	ENSCHYG00000026079	cervus_hanglu_yarkandensis
ENSCHYP00000031844	ENSCHYG00000021370	cervus_hanglu_yarkandensis
ENSCHIP00000003263	ENSCHIG00000007253	capra_hircus
ENSCHIP00010026167	ENSCHIG00010019487	capra_hircus_blackbengal
ENSCCNP00000024449	ENSCCNG00000023928	castor_canadensis
ENSNLEP00000024792	ENSNLEG00000000063	nomascus_leucogenys
ENSDORP00000022899	ENSDORG00000025862	dipodomys_ordii
ENSDORP00000009121	ENSDORG00000009704	dipodomys_ordii
ENSSPUP00000020797	ENSSPUG00000015970	sphenodon_punctatus
ENSCPRP00005001947	ENSCPRG00005001439	crocodylus_porosus
ENSAOWP00000010806	ENSAOWG00000007429	apteryx_owenii
ENSARWP00000018112	ENSARWG00000012453	apteryx_rowi
ENSAHAP00000006653	ENSAHAG00000004995	apteryx_haastii
ENSDNVP00000018354	ENSDNVG00000012396	dromaius_novaehollandiae
ENSNPEP00000001694	ENSNPEG00000001295	nothoprocta_perdicaria
ENSPSTP00000017345	ENSPSTG00000012204	pavo_cristatus
ENSPSTP00000008507	ENSPSTG00000005998	pavo_cristatus
ENSCPIP00010010684	ENSCPIG00010008139	chrysolophus_pictus
ENSPCLP00000001750	ENSPCLG00000001448	phasianus_colchicus
ENSGALP00000001710	ENSGALG00000015708	gallus_gallus
ENSMGAP00000001513	ENSMGAG00000013059	meleagris_gallopavo
ENSCMMP00000008006	ENSCMMG00000005069	cairina_moschata_domestica
ENSAPLP00020016404	ENSAPLG00020010805	anas_platyrhynchos
ENSACDP00005005284	ENSACDG00005003882	anser_cygnoides
ENSABRP00000009819	ENSABRG00000008800	anser_brachyrhynchus
ENSACUP00000022496	ENSACUG00000014960	athene_cunicularia
ENSSOCP00000002815	ENSSOCG00000002144	strix_occidentalis_caurina
ENSOSUP00000019855	ENSOSUG00000011646	otus_sunia
ENSMVIP00005001144	ENSMVIG00005000387	manacus_vitellinus
ENSLCOP00000018954	ENSLCOG00000013287	lepidothrix_coronata
ENSMCSP00000002662	ENSMCSG00000001320	malurus_cyaneus_samueli
ENSCMUP00000016782	ENSCMUG00000009044	corvus_moneduloides
ENSZLMP00000017485	ENSZLMG00000009511	zosterops_lateralis_melanops
ENSCUSP00005005754	ENSCUSG00005003455	catharus_ustulatus
ENSCUSP00005005242	ENSCUSG00005002871	catharus_ustulatus
ENSFALP00000010384	ENSFALG00000009957	ficedula_albicollis
ENSCRFP00000020789	ENSCRFG00000007738	stachyris_ruficeps
ENSCCEP00000027515	ENSCCEG00000023595	cyanistes_caeruleus
ENSZALP00000008679	ENSZALG00000007537	zonotrichia_albicollis
ENSEGOP00005001860	ENSEGOG00005001526	erythrura_gouldiae
ENSTGUP00000010939	ENSTGUG00000010583	taeniopygia_guttata
ENSLSDP00000000060	ENSLSDG00000000079	lonchura_striata_domestica
ENSBJAP00000003767	ENSBJAG00000000390	buteo_japonicus
ENSACCP00020000151	ENSACCG00020000102	aquila_chrysaetos_chrysaetos
ENSSHBP00005016228	ENSSHBG00005014171	strigops_habroptila
ENSACOP00000003444	ENSACOG00000002407	amazona_collaria
ENSMUNP00000001477	ENSMUNG00000000253	melopsittacus_undulatus
ENSCABP00000009180	ENSCABG00000006895	chelonoidis_abingdonii
ENSGAGP00000020902	ENSGAGG00000015369	gopherus_agassizii
ENSGEVP00005002482	ENSGEVG00005001847	gopherus_evgoodei
ENSCPBP00000036116	ENSCPBG00000025109	chrysemys_picta_bellii
ENSCSRP00000025370	ENSCSRG00000018958	chelydra_serpentina
ENSGEVP00005021110	ENSGEVG00005014744	gopherus_evgoodei
ENSCABP00000022500	ENSCABG00000016546	chelonoidis_abingdonii
ENSPSIP00000011231	ENSPSIG00000009934	pelodiscus_sinensis
ENSCJPP00005002499	ENSCJPG00005002757	coturnix_japonica
ENSLLEP00000005137	ENSLLEG00000003130	leptobrachium_leishanense
ENSXETP00000080879	ENSXETG00000002396	xenopus_tropicalis
ENSECRP00000028421	ENSECRG00000018877	erpetoichthys_calabaricus
ENSLACP00000000638	ENSLACG00000000568	latimeria_chalumnae
ENSPKIP00000034896	ENSPKIG00000014030	paramormyrops_kingsleyae
ENSSFOP00015059890	ENSSFOG00015004525	scleropages_formosus
ENSGMOP00000004003	ENSGMOG00000003758	gadus_morhua
ENSMMDP00005033087	ENSMMDG00005015568	myripristis_murdjan
ENSBSLP00000043633	ENSBSLG00000012509	betta_splendens
ENSCSEP00000023799	ENSCSEG00000015127	cynoglossus_semilaevis
ENSTNIP00000002998	ENSTNIG00000012404	tetraodon_nigroviridis
ENSTRUP00000082171	ENSTRUG00000003670	takifugu_rubripes
ENSSFAP00005031904	ENSSFAG00005014662	salarias_fasciatus
ENSHCOP00000000253	ENSHCOG00000001033	hippocampus_comes
ENSLBEP00000007688	ENSLBEG00000005923	labrus_bergylta
ENSKMAP00000015161	ENSKMAG00000011175	kryptolebias_marmoratus
ENSENLP00000049221	ENSENLG00000013232	echeneis_naucrates
ENSSORP00005046927	ENSSORG00005019208	sphaeramia_orbicularis
ENSSPAP00000027838	ENSSPAG00000020969	stegastes_partitus
ENSAPOP00000029377	ENSAPOG00000015273	acanthochromis_polyacanthus
ENSAPEP00000006313	ENSAPEG00000004513	amphiprion_percula
ENSAOCP00000020353	ENSAOCG00000004302	amphiprion_ocellaris
ENSLBEP00000004674	ENSLBEG00000003591	labrus_bergylta
ENSGACP00000005985	ENSGACG00000004533	gasterosteus_aculeatus
ENSSMAP00000011054	ENSSMAG00000006801	scophthalmus_maximus
ENSATEP00000026155	ENSATEG00000018092	anabas_testudineus
ENSMAMP00000000120	ENSMAMG00000000087	mastacembelus_armatus
ENSSLDP00000012170	ENSSLDG00000009653	seriola_lalandi_dorsalis
ENSSDUP00000005367	ENSSDUG00000003941	seriola_dumerili
ENSLCAP00010005398	ENSLCAG00010001228	lates_calcarifer
ENSCGOP00000049961	ENSCGOG00000022164	cottoperca_gobio
ENSSLUP00000049023	ENSSLUG00000020851	sander_lucioperca
ENSLCRP00005052877	ENSLCRG00005010056	larimichthys_crocea
ENSSAUP00010052389	ENSSAUG00010021636	sparus_aurata
ENSMMOP00000028189	ENSMMOG00000021308	mola_mola
ENSMALP00000004691	ENSMALG00000003391	monopterus_albus
ENSOABP00000052575	ENSOABG00000023309	oreochromis_aureus
ENSONIP00000056914	ENSONIG00000012350	oreochromis_niloticus
ENSNBRP00000031464	ENSNBRG00000023909	neolamprologus_brichardi
ENSPNYP00000023277	ENSPNYG00000017549	pundamilia_nyererei
ENSACLP00000017897	ENSACLG00000012190	astatotilapia_calliptera
ENSMZEP00005003660	ENSMZEG00005002787	maylandia_zebra
ENSHBUP00000027044	ENSHBUG00000010008	haplochromis_burtoni
ENSACIP00000030923	ENSACIG00000023919	amphilophus_citrinellus
ENSPRNP00000044785	ENSPRNG00000015338	parambassis_ranga
ENSGWIP00000055131	ENSGWIG00000024300	gouania_willdenowi
ENSORLP00000022507	ENSORLG00000017972	oryzias_latipes
ENSORLP00015008455	ENSORLG00015009276	oryzias_latipes_hsok
ENSORLP00020011878	ENSORLG00020000332	oryzias_latipes_hni
ENSOSIP00000011080	ENSOSIG00000005052	oryzias_sinensis
ENSOMEP00000003663	ENSOMEG00000004574	oryzias_melastigma
ENSOJAP00000035341	ENSOJAG00000007719	oryzias_javanicus
ENSNFUP00015047654	ENSNFUG00015020241	nothobranchius_furzeri
ENSCLMP00005028290	ENSCLMG00005007355	cyclopterus_lumpus
ENSDLAP00005056657	ENSDLAG00005023582	dicentrarchus_labrax
ENSNMLP00000042685	ENSNMLG00000025585	neogobius_melanostomus
ENSPMGP00000024685	ENSPMGG00000019977	periophthalmus_magnuspinnatus
ENSPFOP00000003140	ENSPFOG00000002944	poecilia_formosa
ENSPLAP00000004086	ENSPLAG00000005710	poecilia_latipinna
ENSPMEP00000018707	ENSPMEG00000021755	poecilia_mexicana
ENSPREP00000009232	ENSPREG00000006269	poecilia_reticulata
ENSGAFP00000017832	ENSGAFG00000012071	gambusia_affinis
ENSXMAP00000033436	ENSXMAG00000026115	xiphophorus_maculatus
ENSXCOP00000005686	ENSXCOG00000004425	xiphophorus_couchianus
ENSFHEP00000025512	ENSFHEG00000007853	fundulus_heteroclitus
ENSCVAP00000004185	ENSCVAG00000006981	cyprinodon_variegatus
ENSELUP00000059480	ENSELUG00000026381	esox_lucius
ENSSTUP00000085508	ENSSTUG00000023361	salmo_trutta
ENSSTUP00000028949	ENSSTUG00000011565	salmo_trutta
ENSSSAP00000069726	ENSSSAG00000062885	salmo_salar
ENSOKIP00005066446	ENSOKIG00005028463	oncorhynchus_kisutch
ENSHHUP00000052333	ENSHHUG00000031479	hucho_hucho
ENSCHAP00000048274	ENSCHAG00000018255	clupea_harengus
ENSDCDP00000047923	ENSDCDG00000016838	denticeps_clupeoides
ENSSGRP00000096317	ENSSGRG00000042628	sinocyclocheilus_grahami
ENSSRHP00000079604	ENSSRHG00000038911	sinocyclocheilus_rhinocerous
ENSSANP00000101788	ENSSANG00000048730	sinocyclocheilus_anshuiensis
ENSCARP00000076307	ENSCARG00000035328	carassius_auratus
ENSCCRP00015109080	ENSCCRG00015034078	cyprinus_carpio_huanghe
ENSCCRP00020114990	ENSCCRG00020044390	cyprinus_carpio_hebaored
ENSCCRP00010120884	ENSCCRG00010050635	cyprinus_carpio_germanmirror
ENSCARP00000035783	ENSCARG00000013122	carassius_auratus
ENSSANP00000038783	ENSSANG00000019137	sinocyclocheilus_anshuiensis
ENSSGRP00000035517	ENSSGRG00000014249	sinocyclocheilus_grahami
ENSSRHP00000041076	ENSSRHG00000020341	sinocyclocheilus_rhinocerous
ENSCCRP00015047590	ENSCCRG00015016335	cyprinus_carpio_huanghe
ENSCCRP00010091338	ENSCCRG00010039268	cyprinus_carpio_germanmirror
ENSCCRP00000074069	ENSCCRG00000016440	cyprinus_carpio
ENSCCRP00020118874	ENSCCRG00020049745	cyprinus_carpio_hebaored
ENSDARP00000011898	ENSDARG00000004782	danio_rerio
ENSEEEP00000046031	ENSEEEG00000021684	electrophorus_electricus
ENSPNAP00000029818	ENSPNAG00000016220	pygocentrus_nattereri
ENSAMXP00005054187	ENSAMXG00005020248	astyanax_mexicanus_pachon
ENSAMXP00000050219	ENSAMXG00000012387	astyanax_mexicanus
ENSIPUP00000010265	ENSIPUG00000006963	ictalurus_punctatus
ENSLOCP00000008541	ENSLOCG00000007042	lepisosteus_oculatus
