ENSEBUP00000021972	ENSEBUG00000013545	eptatretus_burgeri
ENSAMEP00000010504	ENSAMEG00000009949	ailuropoda_melanoleuca
ENSZCAP00015035541	ENSZCAG00015022171	zalophus_californianus
ENSNVIP00000005168	ENSNVIG00000004046	neovison_vison
ENSMPUP00000014872	ENSMPUG00000014982	mustela_putorius_furo
ENSECAP00000027916	ENSECAG00000020409	equus_caballus
ENSEASP00005002848	ENSEASG00005002185	equus_asinus_asinus
ENSVPAP00000001575	ENSVPAG00000001704	vicugna_pacos
ENSCDRP00005007201	ENSCDRG00005005002	camelus_dromedarius
ENSCHIP00000031717	ENSCHIG00000025897	capra_hircus
ENSCHIP00010040674	ENSCHIG00010029758	capra_hircus_blackbengal
ENSOARP00020016617	ENSOARG00020012612	ovis_aries_rambouillet
ENSOARP00000012725	ENSOARG00000011865	ovis_aries
ENSBBBP00000015487	ENSBBBG00000023345	bison_bison_bison
ENSBTAP00000029056	ENSBTAG00000021798	bos_taurus
ENSBGRP00000038413	ENSBGRG00000023607	bos_grunniens
ENSBIXP00005046176	ENSBIXG00005031102	bos_indicus_hybrid
ENSBIXP00000029642	ENSBIXG00000011341	bos_taurus_hybrid
ENSCHYP00000004201	ENSCHYG00000002585	cervus_hanglu_yarkandensis
ENSMMSP00000029265	ENSMMSG00000021769	moschus_moschiferus
ENSPCTP00005010030	ENSPCTG00005006950	physeter_catodon
ENSTTRP00000007782	ENSTTRG00000008215	tursiops_truncatus
ENSMMNP00015026328	ENSMMNG00015019157	monodon_monoceros
ENSDLEP00000019265	ENSDLEG00000014014	delphinapterus_leucas
ENSPSNP00000009770	ENSPSNG00000007098	phocoena_sinus
ENSBMSP00010030624	ENSBMSG00010022134	balaenoptera_musculus
ENSSSCP00000018545	ENSSSCG00000017497	sus_scrofa
ENSCWAP00000002575	ENSCWAG00000002005	catagonus_wagneri
ENSPVAP00000008053	ENSPVAG00000008524	pteropus_vampyrus
ENSRFEP00010020798	ENSRFEG00010013498	rhinolophus_ferrumequinum
ENSETEP00000002380	ENSETEG00000002908	echinops_telfairi
ENSLAFP00000000238	ENSLAFG00000000286	loxodonta_africana
ENSPCAP00000006065	ENSPCAG00000006412	procavia_capensis
ENSMCSP00000018832	ENSMCSG00000013234	malurus_cyaneus_samueli
ENSPMJP00000024341	ENSPMJG00000017912	parus_major
ENSCCEP00000024609	ENSCCEG00000021830	cyanistes_caeruleus
ENSCRFP00000003502	ENSCRFG00000002862	stachyris_ruficeps
ENSSCAP00000010852	ENSSCAG00000008179	serinus_canaria
ENSCPVP00000009351	ENSCPVG00000006850	camarhynchus_parvulus
ENSZALP00000002950	ENSZALG00000003026	zonotrichia_albicollis
ENSLSDP00000010300	ENSLSDG00000007583	lonchura_striata_domestica
ENSCUSP00005019260	ENSCUSG00005012326	catharus_ustulatus
ENSFALP00000000545	ENSFALG00000000513	ficedula_albicollis
ENSLCOP00000006952	ENSLCOG00000005125	lepidothrix_coronata
ENSCPGP00000025730	ENSCPGG00000017766	calidris_pygmaea
ENSMUNP00000004649	ENSMUNG00000003866	melopsittacus_undulatus
ENSACOP00000013838	ENSACOG00000009620	amazona_collaria
ENSSPUP00000009156	ENSSPUG00000007113	sphenodon_punctatus
ENSPSIP00000007383	ENSPSIG00000006653	pelodiscus_sinensis
ENSCSRP00000020942	ENSCSRG00000015887	chelydra_serpentina
ENSGEVP00005017857	ENSGEVG00005006146	gopherus_evgoodei
ENSGAGP00000024842	ENSGAGG00000018140	gopherus_agassizii
ENSCABP00000030308	ENSCABG00000022190	chelonoidis_abingdonii
ENSCABP00000030320	ENSCABG00000022200	chelonoidis_abingdonii
ENSTMTP00000012636	ENSTMTG00000009143	terrapene_carolina_triunguis
ENSCPBP00000005462	ENSCPBG00000004378	chrysemys_picta_bellii
ENSPCEP00000017116	ENSPCEG00000013459	pelusios_castaneus
ENSCPRP00005003786	ENSCPRG00005002765	crocodylus_porosus
ENSMCSP00000018773	ENSMCSG00000013140	malurus_cyaneus_samueli
ENSCCEP00000007394	ENSCCEG00000007434	cyanistes_caeruleus
ENSCMUP00000001937	ENSCMUG00000001111	corvus_moneduloides
ENSJHYP00000005966	ENSJHYG00000003614	junco_hyemalis
ENSZALP00000000915	ENSZALG00000001097	zonotrichia_albicollis
ENSMUNP00000001532	ENSMUNG00000001306	melopsittacus_undulatus
ENSNMEP00000006621	ENSNMEG00000006775	numida_meleagris
ENSGALP00000044764	ENSGALG00000031529	gallus_gallus
ENSMGAP00000002437	ENSMGAG00000002808	meleagris_gallopavo
ENSPCLP00000012047	ENSPCLG00000009913	phasianus_colchicus
ENSCJPP00005002206	ENSCJPG00005002394	coturnix_japonica
ENSANIP00000019580	ENSANIG00000013348	accipiter_nisus
ENSACCP00020006639	ENSACCG00020004534	aquila_chrysaetos_chrysaetos
ENSOSUP00000013451	ENSOSUG00000009677	otus_sunia
ENSSOCP00000015346	ENSSOCG00000011485	strix_occidentalis_caurina
ENSFTIP00000005438	ENSFTIG00000003729	falco_tinnunculus
ENSCPUP00000009393	ENSCPUG00000006496	calidris_pugnax
ENSCPGP00000008040	ENSCPGG00000005316	calidris_pygmaea
ENSABRP00000021275	ENSABRG00000017798	anser_brachyrhynchus
ENSAPLP00000017981	ENSAPLG00000019422	anas_platyrhynchos_platyrhynchos
ENSAZOP00000030722	ENSAZOG00000018972	anas_zonorhyncha
ENSAPLP00020026468	ENSAPLG00020010624	anas_platyrhynchos
ENSDNVP00000006552	ENSDNVG00000004691	dromaius_novaehollandiae
ENSAOWP00000005764	ENSAOWG00000002599	apteryx_owenii
ENSAHAP00000008370	ENSAHAG00000004244	apteryx_haastii
ENSARWP00000004527	ENSARWG00000001280	apteryx_rowi
ENSNPEP00000014195	ENSNPEG00000010615	nothoprocta_perdicaria
ENSCMIP00000017167	ENSCMIG00000008177	callorhinchus_milii
ENSDARP00000010252	ENSDARG00000026294	danio_rerio
ENSCARP00000030295	ENSCARG00000008719	carassius_auratus
ENSCCRP00020079801	ENSCCRG00020037024	cyprinus_carpio_hebaored
ENSCCRP00010082011	ENSCCRG00010035800	cyprinus_carpio_germanmirror
ENSCCRP00015044646	ENSCCRG00015015637	cyprinus_carpio_huanghe
ENSCCRP00000003298	ENSCCRG00000001972	cyprinus_carpio
ENSSGRP00000007588	ENSSGRG00000005202	sinocyclocheilus_grahami
ENSSANP00000061869	ENSSANG00000029244	sinocyclocheilus_anshuiensis
ENSSRHP00000086201	ENSSRHG00000042156	sinocyclocheilus_rhinocerous
ENSSGRP00000064615	ENSSGRG00000030938	sinocyclocheilus_grahami
ENSSANP00000098778	ENSSANG00000048433	sinocyclocheilus_anshuiensis
ENSSRHP00000055467	ENSSRHG00000023863	sinocyclocheilus_rhinocerous
ENSCCRP00010060918	ENSCCRG00010025394	cyprinus_carpio_germanmirror
ENSCCRP00000090772	ENSCCRG00000048529	cyprinus_carpio
ENSCCRP00000004166	ENSCCRG00000002471	cyprinus_carpio
ENSCCRP00020052600	ENSCCRG00020021426	cyprinus_carpio_hebaored
ENSCCRP00015061176	ENSCCRG00015023187	cyprinus_carpio_huanghe
ENSCARP00000038043	ENSCARG00000012928	carassius_auratus
ENSIPUP00000029814	ENSIPUG00000020034	ictalurus_punctatus
ENSPNAP00000002964	ENSPNAG00000009391	pygocentrus_nattereri
ENSPNAP00000002895	ENSPNAG00000009272	pygocentrus_nattereri
ENSAMXP00005035601	ENSAMXG00005015289	astyanax_mexicanus_pachon
ENSAMXP00000000262	ENSAMXG00000000253	astyanax_mexicanus
ENSEEEP00000048444	ENSEEEG00000022773	electrophorus_electricus
ENSCHAP00000019155	ENSCHAG00000009403	clupea_harengus
ENSDCDP00000016030	ENSDCDG00000006021	denticeps_clupeoides
ENSGMOP00000005846	ENSGMOG00000005476	gadus_morhua
ENSMMDP00005054207	ENSMMDG00005024319	myripristis_murdjan
ENSHCOP00000026327	ENSHCOG00000017162	hippocampus_comes
ENSBSLP00000011993	ENSBSLG00000005326	betta_splendens
ENSSORP00005053542	ENSSORG00005022201	sphaeramia_orbicularis
ENSNMLP00000011099	ENSNMLG00000003856	neogobius_melanostomus
ENSPMGP00000017398	ENSPMGG00000014239	periophthalmus_magnuspinnatus
ENSCSEP00000014449	ENSCSEG00000009269	cynoglossus_semilaevis
ENSSAUP00010064265	ENSSAUG00010025759	sparus_aurata
ENSMALP00000011020	ENSMALG00000007736	monopterus_albus
ENSCLMP00005024483	ENSCLMG00005004004	cyclopterus_lumpus
ENSCGOP00000020700	ENSCGOG00000008638	cottoperca_gobio
ENSSLUP00000044863	ENSSLUG00000011455	sander_lucioperca
ENSDLAP00005026090	ENSDLAG00005007841	dicentrarchus_labrax
ENSLCRP00005003877	ENSLCRG00005001141	larimichthys_crocea
ENSLBEP00000028929	ENSLBEG00000021858	labrus_bergylta
ENSMAMP00000020184	ENSMAMG00000013531	mastacembelus_armatus
ENSLCAP00010012613	ENSLCAG00010004938	lates_calcarifer
ENSSMAP00000028945	ENSSMAG00000017557	scophthalmus_maximus
ENSENLP00000048344	ENSENLG00000019151	echeneis_naucrates
ENSSLDP00000023215	ENSSLDG00000018095	seriola_lalandi_dorsalis
ENSSDUP00000031853	ENSSDUG00000022891	seriola_dumerili
ENSCVAP00000004145	ENSCVAG00000005423	cyprinodon_variegatus
ENSFHEP00000008111	ENSFHEG00000009522	fundulus_heteroclitus
ENSFHEP00000008051	ENSFHEG00000009288	fundulus_heteroclitus
ENSGAFP00000028601	ENSGAFG00000019335	gambusia_affinis
ENSXMAP00000036809	ENSXMAG00000018390	xiphophorus_maculatus
ENSXCOP00000001154	ENSXCOG00000000923	xiphophorus_couchianus
ENSXCOP00000001185	ENSXCOG00000000964	xiphophorus_couchianus
ENSPLAP00000016405	ENSPLAG00000020593	poecilia_latipinna
ENSPMEP00000016094	ENSPMEG00000018776	poecilia_mexicana
ENSPFOP00000007841	ENSPFOG00000007662	poecilia_formosa
ENSPREP00000034025	ENSPREG00000023046	poecilia_reticulata
ENSPREP00000034033	ENSPREG00000023050	poecilia_reticulata
ENSNFUP00015048844	ENSNFUG00015022315	nothobranchius_furzeri
ENSKMAP00000028565	ENSKMAG00000021178	kryptolebias_marmoratus
ENSORLP00020015738	ENSORLG00020016764	oryzias_latipes_hni
ENSORLP00000007172	ENSORLG00000005702	oryzias_latipes
ENSORLP00015013881	ENSORLG00015014775	oryzias_latipes_hsok
ENSOSIP00000030752	ENSOSIG00000014515	oryzias_sinensis
ENSOMEP00000020095	ENSOMEG00000021935	oryzias_melastigma
ENSOJAP00000048520	ENSOJAG00000022944	oryzias_javanicus
ENSONIP00000070433	ENSONIG00000011537	oreochromis_niloticus
ENSOABP00000055125	ENSOABG00000022580	oreochromis_aureus
ENSNBRP00000014802	ENSNBRG00000011460	neolamprologus_brichardi
ENSACLP00000015318	ENSACLG00000010392	astatotilapia_calliptera
ENSPNYP00000023498	ENSPNYG00000017639	pundamilia_nyererei
ENSHBUP00000004842	ENSHBUG00000006177	haplochromis_burtoni
ENSMZEP00005019220	ENSMZEG00005014420	maylandia_zebra
ENSACIP00000018242	ENSACIG00000014118	amphilophus_citrinellus
ENSMMOP00000001494	ENSMMOG00000001256	mola_mola
ENSTRUP00000078896	ENSTRUG00000028982	takifugu_rubripes
ENSTRUP00000010278	ENSTRUG00000004330	takifugu_rubripes
ENSTNIP00000022119	ENSTNIG00000018932	tetraodon_nigroviridis
ENSGACP00000009484	ENSGACG00000007160	gasterosteus_aculeatus
ENSPRNP00000032694	ENSPRNG00000013001	parambassis_ranga
ENSAOCP00000021158	ENSAOCG00000005685	amphiprion_ocellaris
ENSAPEP00000018077	ENSAPEG00000012879	amphiprion_percula
ENSAPOP00000033835	ENSAPOG00000022725	acanthochromis_polyacanthus
ENSSPAP00000019815	ENSSPAG00000014915	stegastes_partitus
ENSGWIP00000048013	ENSGWIG00000014322	gouania_willdenowi
ENSSFAP00005047013	ENSSFAG00005022230	salarias_fasciatus
ENSATEP00000028775	ENSATEG00000019808	anabas_testudineus
ENSHHUP00000033350	ENSHHUG00000021020	hucho_hucho
ENSSTUP00000095841	ENSSTUG00000037465	salmo_trutta
ENSSSAP00000097660	ENSSSAG00000072899	salmo_salar
ENSOKIP00005064621	ENSOKIG00005021858	oncorhynchus_kisutch
ENSOTSP00005029628	ENSOTSG00005006108	oncorhynchus_tshawytscha
ENSOMYP00000098093	ENSOMYG00000042476	oncorhynchus_mykiss
ENSELUP00000076849	ENSELUG00000023565	esox_lucius
ENSPKIP00000023872	ENSPKIG00000007304	paramormyrops_kingsleyae
ENSSFOP00015063271	ENSSFOG00015013756	scleropages_formosus
ENSSFOP00015011066	ENSSFOG00015007106	scleropages_formosus
ENSPKIP00000040685	ENSPKIG00000017523	paramormyrops_kingsleyae
ENSLOCP00000015640	ENSLOCG00000012694	lepisosteus_oculatus
