ENSCMIP00000019649	ENSCMIG00000009136	callorhinchus_milii
ENSLCNP00005000090	ENSLCNG00005000066	lynx_canadensis
ENSSSUP00005000666	ENSSSUG00005000481	suricata_suricatta
ENSVPAP00000005897	ENSVPAG00000006354	vicugna_pacos
ENSCDRP00005005070	ENSCDRG00005003607	camelus_dromedarius
ENSSSCP00000028275	ENSSSCG00000009314	sus_scrofa
ENSCWAP00000023923	ENSCWAG00000018108	catagonus_wagneri
ENSPSNP00000014131	ENSPSNG00000009789	phocoena_sinus
ENSDLEP00000021222	ENSDLEG00000014957	delphinapterus_leucas
ENSMMNP00015028508	ENSMMNG00015020792	monodon_monoceros
ENSTTRP00000002636	ENSTTRG00000002813	tursiops_truncatus
ENSPCTP00005019755	ENSPCTG00005013790	physeter_catodon
ENSBMSP00010020173	ENSBMSG00010014623	balaenoptera_musculus
ENSOARP00000013266	ENSOARG00000012379	ovis_aries
ENSOARP00020014680	ENSOARG00020011519	ovis_aries_rambouillet
ENSCHIP00010013626	ENSCHIG00010009694	capra_hircus_blackbengal
ENSCHIP00000002806	ENSCHIG00000006089	capra_hircus
ENSBBBP00000003525	ENSBBBG00000012586	bison_bison_bison
ENSBGRP00000008895	ENSBGRG00000005369	bos_grunniens
ENSBMUP00000031063	ENSBMUG00000023185	bos_mutus
ENSBTAP00000024717	ENSBTAG00000018572	bos_taurus
ENSBIXP00000026555	ENSBIXG00000029826	bos_taurus_hybrid
ENSBIXP00005003704	ENSBIXG00005005466	bos_indicus_hybrid
ENSMMSP00000003911	ENSMMSG00000002901	moschus_moschiferus
ENSCHYP00000026904	ENSCHYG00000017983	cervus_hanglu_yarkandensis
ENSEASP00005032867	ENSEASG00005022471	equus_asinus_asinus
ENSECAP00000052872	ENSECAG00000002171	equus_caballus
ENSANAP00000014698	ENSANAG00000025242	aotus_nancymaae
ENSSBOP00000020116	ENSSBOG00000026666	saimiri_boliviensis_boliviensis
ENSCCAP00000009745	ENSCCAG00000022587	cebus_capucinus
ENSCJAP00000036044	ENSCJAG00000019405	callithrix_jacchus
ENSMNEP00000016934	ENSMNEG00000032442	macaca_nemestrina
ENSMFAP00000026923	ENSMFAG00000044854	macaca_fascicularis
ENSMMUP00000036456	ENSMMUG00000016139	macaca_mulatta
ENSMLEP00000026426	ENSMLEG00000037398	mandrillus_leucophaeus
ENSPANP00000033119	ENSPANG00000009315	papio_anubis
ENSTGEP00000025106	ENSTGEG00000020250	theropithecus_gelada
ENSCATP00000003896	ENSCATG00000014529	cercocebus_atys
ENSCSAP00000013992	ENSCSAG00000017973	chlorocebus_sabaeus
ENSRROP00000016780	ENSRROG00000032511	rhinopithecus_roxellana
ENSRBIP00000037677	ENSRBIG00000042399	rhinopithecus_bieti
ENSCANP00000035633	ENSCANG00000041500	colobus_angolensis_palliatus
ENSPTEP00000017058	ENSPTEG00000018614	piliocolobus_tephrosceles
ENSP00000241453	ENSG00000122025	homo_sapiens
ENSGGOP00000000871	ENSGGOG00000000882	gorilla_gorilla
ENSPPAP00000003735	ENSPPAG00000015701	pan_paniscus
ENSPTRP00000009773	ENSPTRG00000005740	pan_troglodytes
ENSPPYP00000005971	ENSPPYG00000005244	pongo_abelii
ENSNLEP00000000457	ENSNLEG00000000372	nomascus_leucogenys
ENSTSYP00000010361	ENSTSYG00000011237	carlito_syrichta
ENSPSMP00000034270	ENSPSMG00000023610	prolemur_simus
ENSMICP00000014780	ENSMICG00000016201	microcebus_murinus
ENSPCOP00000024350	ENSPCOG00000024372	propithecus_coquereli
ENSOGAP00000014945	ENSOGAG00000016694	otolemur_garnettii
ENSTBEP00000013255	ENSTBEG00000015242	tupaia_belangeri
ENSOCUP00000004237	ENSOCUG00000004897	oryctolagus_cuniculus
ENSOPRP00000006248	ENSOPRG00000006804	ochotona_princeps
ENSHGLP00100016089	ENSHGLG00100011873	heterocephalus_glaber_male
ENSHGLP00000007896	ENSHGLG00000005717	heterocephalus_glaber_female
ENSFDAP00000015438	ENSFDAG00000003309	fukomys_damarensis
ENSCPOP00000006563	ENSCPOG00000007285	cavia_porcellus
ENSCAPP00000018189	ENSCAPG00000017649	cavia_aperea
ENSODEP00000010574	ENSODEG00000007884	octodon_degus
ENSCLAP00000010258	ENSCLAG00000007093	chinchilla_lanigera
ENSDORP00000010083	ENSDORG00000010727	dipodomys_ordii
ENSCCNP00000019794	ENSCCNG00000019840	castor_canadensis
ENSJJAP00000002741	ENSJJAG00000004796	jaculus_jaculus
ENSNGAP00000023753	ENSNGAG00000022203	nannospalax_galili
ENSPEMP00000011760	ENSPEMG00000012278	peromyscus_maniculatus_bairdii
ENSMOCP00000017325	ENSMOCG00000015945	microtus_ochrogaster
ENSCGRP00000013392	ENSCGRG00000009726	cricetulus_griseus_crigri
ENSCGRP00001007988	ENSCGRG00001010328	cricetulus_griseus_chok1gshd
ENSCGRP00015022099	ENSCGRG00015016805	cricetulus_griseus_picr
ENSMAUP00000011385	ENSMAUG00000011952	mesocricetus_auratus
ENSRNOP00000069753	ENSRNOG00000054764	rattus_norvegicus
MGP_CAROLIEiJ_P0072231	MGP_CAROLIEiJ_G0028039	mus_caroli
MGP_SPRETEiJ_P0075049	MGP_SPRETEiJ_G0029037	mus_spretus
ENSMSIP00000028412	ENSMSIG00000023851	mus_spicilegus
ENSMUSP00000039041	ENSMUSG00000042817	mus_musculus
MGP_PahariEiJ_P0060439	MGP_PahariEiJ_G0024605	mus_pahari
ENSSVLP00005029366	ENSSVLG00005023095	sciurus_vulgaris
ENSMMMP00000024652	ENSMMMG00000021498	marmota_marmota_marmota
ENSSTOP00000002636	ENSSTOG00000002925	ictidomys_tridecemlineatus
ENSUPAP00010022890	ENSUPAG00010018139	urocitellus_parryii
ENSSDAP00000018139	ENSSDAG00000016546	spermophilus_dauricus
ENSPCAP00000006343	ENSPCAG00000006704	procavia_capensis
ENSLAFP00000013080	ENSLAFG00000015599	loxodonta_africana
ENSETEP00000001606	ENSETEG00000001983	echinops_telfairi
ENSDNOP00000001232	ENSDNOG00000001582	dasypus_novemcinctus
ENSCHOP00000011979	ENSCHOG00000013520	choloepus_hoffmanni
ENSMODP00000049161	ENSMODG00000009045	monodelphis_domestica
ENSSHAP00000021110	ENSSHAG00000017900	sarcophilus_harrisii
ENSMEUP00000013873	ENSMEUG00000015187	notamacropus_eugenii
ENSPCIP00000029820	ENSPCIG00000022190	phascolarctos_cinereus
ENSVURP00010026759	ENSVURG00010020490	vombatus_ursinus
ENSXETP00000071587	ENSXETG00000011791	xenopus_tropicalis
ENSSGRP00000077269	ENSSGRG00000039137	sinocyclocheilus_grahami
