ENSCMIP00000023228	ENSCMIG00000010402	callorhinchus_milii
ENSOMYP00000023626	ENSOMYG00000011253	oncorhynchus_mykiss
ENSHHUP00000030847	ENSHHUG00000019627	hucho_hucho
ENSLLEP00000001474	ENSLLEG00000000949	leptobrachium_leishanense
ENSANIP00000008595	ENSANIG00000005804	accipiter_nisus
ENSXCOP00000001257	ENSXCOG00000001030	xiphophorus_couchianus
ENSXMAP00000041108	ENSXMAG00000023223	xiphophorus_maculatus
ENSGAFP00000016517	ENSGAFG00000011101	gambusia_affinis
ENSPREP00000019258	ENSPREG00000012989	poecilia_reticulata
ENSPFOP00000006458	ENSPFOG00000006188	poecilia_formosa
ENSFHEP00000008354	ENSFHEG00000009532	fundulus_heteroclitus
ENSKMAP00000000968	ENSKMAG00000000783	kryptolebias_marmoratus
ENSACIP00000001074	ENSACIG00000000895	amphilophus_citrinellus
ENSORLP00000039369	ENSORLG00000015611	oryzias_latipes
ENSORLP00015003932	ENSORLG00015004698	oryzias_latipes_hsok
ENSORLP00020022860	ENSORLG00020003405	oryzias_latipes_hni
ENSOMEP00000035757	ENSOMEG00000023187	oryzias_melastigma
ENSOJAP00000013451	ENSOJAG00000006081	oryzias_javanicus
ENSPRNP00000017031	ENSPRNG00000009037	parambassis_ranga
ENSPRNP00000017037	ENSPRNG00000009064	parambassis_ranga
ENSCSEP00000020502	ENSCSEG00000012993	cynoglossus_semilaevis
ENSSFAP00005011457	ENSSFAG00005006398	salarias_fasciatus
ENSSFAP00005011454	ENSSFAG00005006395	salarias_fasciatus
ENSGWIP00000012472	ENSGWIG00000007252	gouania_willdenowi
ENSNBRP00000005159	ENSNBRG00000003486	neolamprologus_brichardi
ENSPNYP00000021622	ENSPNYG00000016304	pundamilia_nyererei
ENSHBUP00000001712	ENSHBUG00000002924	haplochromis_burtoni
ENSACLP00000029867	ENSACLG00000020202	astatotilapia_calliptera
ENSMZEP00005014276	ENSMZEG00005010747	maylandia_zebra
ENSONIP00000027395	ENSONIG00000004324	oreochromis_niloticus
ENSSLDP00000031095	ENSSLDG00000023824	seriola_lalandi_dorsalis
ENSSLDP00000031113	ENSSLDG00000023911	seriola_lalandi_dorsalis
ENSSDUP00000018434	ENSSDUG00000013440	seriola_dumerili
ENSCHAP00000027773	ENSCHAG00000013446	clupea_harengus
ENSCHAP00000027833	ENSCHAG00000013449	clupea_harengus
ENSDCDP00000001254	ENSDCDG00000000466	denticeps_clupeoides
ENSDARP00000121462	ENSDARG00000022971	danio_rerio
ENSCCRP00000056559	ENSCCRG00000030320	cyprinus_carpio
ENSSGRP00000037260	ENSSGRG00000020538	sinocyclocheilus_grahami
ENSSANP00000037766	ENSSANG00000019230	sinocyclocheilus_anshuiensis
ENSSANP00000037754	ENSSANG00000019225	sinocyclocheilus_anshuiensis
ENSSRHP00000031816	ENSSRHG00000016423	sinocyclocheilus_rhinocerous
ENSSRHP00000031814	ENSSRHG00000016421	sinocyclocheilus_rhinocerous
ENSCCRP00015067670	ENSCCRG00015025940	cyprinus_carpio_huanghe
ENSCCRP00020023563	ENSCCRG00020009830	cyprinus_carpio_hebaored
ENSCCRP00010004187	ENSCCRG00010001435	cyprinus_carpio_germanmirror
ENSCCRP00000006354	ENSCCRG00000003749	cyprinus_carpio
ENSCARP00000032124	ENSCARG00000014071	carassius_auratus
ENSSANP00000008600	ENSSANG00000004857	sinocyclocheilus_anshuiensis
ENSSANP00000008605	ENSSANG00000004858	sinocyclocheilus_anshuiensis
ENSSGRP00000016268	ENSSGRG00000009746	sinocyclocheilus_grahami
ENSSRHP00000093261	ENSSRHG00000045967	sinocyclocheilus_rhinocerous
ENSSRHP00000093265	ENSSRHG00000045971	sinocyclocheilus_rhinocerous
ENSCCRP00015029647	ENSCCRG00015012491	cyprinus_carpio_huanghe
ENSCCRP00010099580	ENSCCRG00010042972	cyprinus_carpio_germanmirror
ENSCCRP00020064909	ENSCCRG00020028923	cyprinus_carpio_hebaored
ENSSGRP00000031422	ENSSGRG00000017649	sinocyclocheilus_grahami
ENSCCRP00000030533	ENSCCRG00000016490	cyprinus_carpio
ENSCARP00000000037	ENSCARG00000000054	carassius_auratus
ENSPNAP00000017786	ENSPNAG00000024073	pygocentrus_nattereri
ENSAMXP00005002782	ENSAMXG00005001680	astyanax_mexicanus_pachon
ENSAMXP00000025210	ENSAMXG00000024504	astyanax_mexicanus
ENSIPUP00000036155	ENSIPUG00000024235	ictalurus_punctatus
ENSEEEP00000027332	ENSEEEG00000013185	electrophorus_electricus
ENSEEEP00000027336	ENSEEEG00000013188	electrophorus_electricus
ENSOSIP00000003769	ENSOSIG00000002532	oryzias_sinensis
ENSHHUP00000073562	ENSHHUG00000043167	hucho_hucho
ENSHHUP00000073564	ENSHHUG00000043169	hucho_hucho
ENSSHAP00000002912	ENSSHAG00000002577	sarcophilus_harrisii
ENSELUP00000054617	ENSELUG00000002482	esox_lucius
ENSOKIP00005044762	ENSOKIG00005018828	oncorhynchus_kisutch
ENSOMYP00000078446	ENSOMYG00000036311	oncorhynchus_mykiss
ENSSSAP00000065033	ENSSSAG00000058592	salmo_salar
ENSSTUP00000057023	ENSSTUG00000024336	salmo_trutta
ENSSTUP00000057407	ENSSTUG00000024362	salmo_trutta
ENSOKIP00005044990	ENSOKIG00005018932	oncorhynchus_kisutch
ENSOKIP00005098785	ENSOKIG00005043483	oncorhynchus_kisutch
ENSSSAP00000026067	ENSSSAG00000027128	salmo_salar
ENSGMOP00000002667	ENSGMOG00000002500	gadus_morhua
ENSMMDP00005005758	ENSMMDG00005003198	myripristis_murdjan
ENSHCOP00000018859	ENSHCOG00000003791	hippocampus_comes
ENSGWIP00000026157	ENSGWIG00000011362	gouania_willdenowi
ENSACIP00000028434	ENSACIG00000021987	amphilophus_citrinellus
ENSNBRP00000022950	ENSNBRG00000017542	neolamprologus_brichardi
ENSPNYP00000005386	ENSPNYG00000004087	pundamilia_nyererei
ENSACLP00000036545	ENSACLG00000024720	astatotilapia_calliptera
ENSMZEP00005003271	ENSMZEG00005002501	maylandia_zebra
ENSHBUP00000001454	ENSHBUG00000002671	haplochromis_burtoni
ENSONIP00000040448	ENSONIG00000003089	oreochromis_niloticus
ENSOABP00000007952	ENSOABG00000004348	oreochromis_aureus
ENSSPAP00000023297	ENSSPAG00000017551	stegastes_partitus
ENSAPEP00000028234	ENSAPEG00000020002	amphiprion_percula
ENSAOCP00000000709	ENSAOCG00000001901	amphiprion_ocellaris
ENSAPOP00000020895	ENSAPOG00000024523	acanthochromis_polyacanthus
ENSPRNP00000013435	ENSPRNG00000007076	parambassis_ranga
ENSKMAP00000000708	ENSKMAG00000000415	kryptolebias_marmoratus
ENSNFUP00015019588	ENSNFUG00015009418	nothobranchius_furzeri
ENSCVAP00000028288	ENSCVAG00000015230	cyprinodon_variegatus
ENSCVAP00000028279	ENSCVAG00000015211	cyprinodon_variegatus
ENSGAFP00000018292	ENSGAFG00000012367	gambusia_affinis
ENSXMAP00000019156	ENSXMAG00000019066	xiphophorus_maculatus
ENSXCOP00000003710	ENSXCOG00000002906	xiphophorus_couchianus
ENSPREP00000032401	ENSPREG00000021957	poecilia_reticulata
ENSPLAP00000006232	ENSPLAG00000008353	poecilia_latipinna
ENSPMEP00000025503	ENSPMEG00000000565	poecilia_mexicana
ENSPFOP00000008456	ENSPFOG00000008189	poecilia_formosa
ENSFHEP00000031814	ENSFHEG00000017938	fundulus_heteroclitus
ENSORLP00020014460	ENSORLG00020015504	oryzias_latipes_hni
ENSORLP00015013155	ENSORLG00015014107	oryzias_latipes_hsok
ENSORLP00000006760	ENSORLG00000005357	oryzias_latipes
ENSOSIP00000006349	ENSOSIG00000003921	oryzias_sinensis
ENSOJAP00000014256	ENSOJAG00000007321	oryzias_javanicus
ENSOMEP00000015647	ENSOMEG00000017336	oryzias_melastigma
ENSMMOP00000023449	ENSMMOG00000017846	mola_mola
ENSLCRP00005005080	ENSLCRG00005002578	larimichthys_crocea
ENSDLAP00005056261	ENSDLAG00005023919	dicentrarchus_labrax
ENSSAUP00010001991	ENSSAUG00010000991	sparus_aurata
ENSGACP00000020287	ENSGACG00000015384	gasterosteus_aculeatus
ENSCLMP00005000848	ENSCLMG00005000538	cyclopterus_lumpus
ENSSLUP00000013189	ENSSLUG00000006222	sander_lucioperca
ENSMALP00000023749	ENSMALG00000016537	monopterus_albus
ENSMAMP00000003961	ENSMAMG00000002649	mastacembelus_armatus
ENSATEP00000017522	ENSATEG00000012170	anabas_testudineus
ENSATEP00000017472	ENSATEG00000012142	anabas_testudineus
ENSLCAP00010010415	ENSLCAG00010004917	lates_calcarifer
ENSENLP00000007665	ENSENLG00000003703	echeneis_naucrates
ENSENLP00000007707	ENSENLG00000003717	echeneis_naucrates
ENSSDUP00000009081	ENSSDUG00000006670	seriola_dumerili
ENSSLDP00000000680	ENSSLDG00000000560	seriola_lalandi_dorsalis
ENSSLDP00000000809	ENSSLDG00000000648	seriola_lalandi_dorsalis
ENSSMAP00000034907	ENSSMAG00000021334	scophthalmus_maximus
ENSLBEP00000014121	ENSLBEG00000010975	labrus_bergylta
ENSLBEP00000014239	ENSLBEG00000011062	labrus_bergylta
ENSSORP00005027750	ENSSORG00005013256	sphaeramia_orbicularis
ENSBSLP00000002590	ENSBSLG00000001481	betta_splendens
ENSSFAP00005023279	ENSSFAG00005012041	salarias_fasciatus
ENSSFAP00005023283	ENSSFAG00005012042	salarias_fasciatus
ENSTRUP00000057929	ENSTRUG00000017240	takifugu_rubripes
ENSTNIP00000000757	ENSTNIG00000009429	tetraodon_nigroviridis
ENSCSEP00000009004	ENSCSEG00000005763	cynoglossus_semilaevis
ENSNMLP00000002059	ENSNMLG00000001584	neogobius_melanostomus
ENSPMGP00000010475	ENSPMGG00000008666	periophthalmus_magnuspinnatus
ENSSFOP00015007919	ENSSFOG00015004174	scleropages_formosus
ENSTNIP00000006184	ENSTNIG00000003594	tetraodon_nigroviridis
ENSPLAP00000009477	ENSPLAG00000012254	poecilia_latipinna
ENSHHUP00000076339	ENSHHUG00000044690	hucho_hucho
ENSCHAP00000016676	ENSCHAG00000008531	clupea_harengus
ENSDCDP00000039626	ENSDCDG00000026216	denticeps_clupeoides
ENSSFOP00015036335	ENSSFOG00015023096	scleropages_formosus
ENSPKIP00000031418	ENSPKIG00000011880	paramormyrops_kingsleyae
ENSOARP00000018662	ENSOARG00000017385	ovis_aries
ENSLBEP00000014096	ENSLBEG00000010943	labrus_bergylta
ENSOMYP00000023539	ENSOMYG00000011217	oncorhynchus_mykiss
ENSECRP00000004024	ENSECRG00000002732	erpetoichthys_calabaricus
ENSTSYP00000030575	ENSTSYG00000026221	carlito_syrichta
ENSPSIP00000008994	ENSPSIG00000008203	pelodiscus_sinensis
ENSPCEP00000001660	ENSPCEG00000001406	pelusios_castaneus
ENSPCEP00000001639	ENSPCEG00000001395	pelusios_castaneus
ENSGAGP00000014432	ENSGAGG00000010972	gopherus_agassizii
ENSSPUP00000012234	ENSSPUG00000009391	sphenodon_punctatus
ENSSPUP00000012210	ENSSPUG00000009375	sphenodon_punctatus
ENSPSIP00000020484	ENSPSIG00000018130	pelodiscus_sinensis
ENSPSIP00000020476	ENSPSIG00000018128	pelodiscus_sinensis
ENSPSIP00000020478	ENSPSIG00000018129	pelodiscus_sinensis
ENSCABP00000023341	ENSCABG00000017207	chelonoidis_abingdonii
ENSGEVP00005006530	ENSGEVG00005004647	gopherus_evgoodei
ENSTMTP00000027725	ENSTMTG00000020190	terrapene_carolina_triunguis
ENSARWP00000002524	ENSARWG00000001892	apteryx_rowi
ENSAOWP00000006249	ENSAOWG00000004230	apteryx_owenii
ENSAHAP00000016041	ENSAHAG00000011405	apteryx_haastii
ENSDNVP00000015013	ENSDNVG00000010558	dromaius_novaehollandiae
ENSSCUP00000022906	ENSSCUG00000016839	struthio_camelus_australis
ENSNPEP00000018893	ENSNPEG00000014044	nothoprocta_perdicaria
ENSNMEP00000011001	ENSNMEG00000010322	numida_meleagris
ENSPCLP00000004912	ENSPCLG00000004212	phasianus_colchicus
ENSMGAP00000015258	ENSMGAG00000014416	meleagris_gallopavo
ENSGALP00000051292	ENSGALG00000040949	gallus_gallus
ENSGALP00000047504	ENSGALG00000015418	gallus_gallus
ENSGALP00000071642	ENSGALG00000050046	gallus_gallus
ENSCJPP00005000728	ENSCJPG00005000806	coturnix_japonica
ENSCJPP00005000742	ENSCJPG00005000820	coturnix_japonica
ENSCMMP00000003318	ENSCMMG00000002161	cairina_moschata_domestica
ENSAPLP00020022195	ENSAPLG00020015475	anas_platyrhynchos
ENSAZOP00000014946	ENSAZOG00000009620	anas_zonorhyncha
ENSACDP00005010708	ENSACDG00005007796	anser_cygnoides
ENSABRP00000004070	ENSABRG00000003821	anser_brachyrhynchus
ENSACOP00000013709	ENSACOG00000009443	amazona_collaria
ENSSHBP00005014698	ENSSHBG00005012869	strigops_habroptila
ENSMUNP00000001707	ENSMUNG00000001250	melopsittacus_undulatus
ENSCPGP00000022638	ENSCPGG00000015727	calidris_pygmaea
ENSCPUP00000005608	ENSCPUG00000004095	calidris_pugnax
ENSSOCP00000003505	ENSSOCG00000002632	strix_occidentalis_caurina
ENSBOBP00000009536	ENSBOBG00000006140	bubo_bubo
ENSOSUP00000010253	ENSOSUG00000007487	otus_sunia
ENSACUP00000021663	ENSACUG00000014479	athene_cunicularia
ENSFTIP00000012482	ENSFTIG00000008356	falco_tinnunculus
ENSMCSP00000000448	ENSMCSG00000000326	malurus_cyaneus_samueli
ENSCMUP00000003984	ENSCMUG00000002701	corvus_moneduloides
ENSPMJP00000000177	ENSPMJG00000000180	parus_major
ENSCCEP00000002704	ENSCCEG00000003014	cyanistes_caeruleus
ENSZLMP00000004725	ENSZLMG00000003342	zosterops_lateralis_melanops
ENSCRFP00000014679	ENSCRFG00000011328	stachyris_ruficeps
ENSFALP00000001711	ENSFALG00000001647	ficedula_albicollis
ENSCUSP00005013201	ENSCUSG00005008481	catharus_ustulatus
ENSEGOP00005006490	ENSEGOG00005005003	erythrura_gouldiae
ENSTGUP00000013896	ENSTGUG00000013496	taeniopygia_guttata
ENSLSDP00000013589	ENSLSDG00000009852	lonchura_striata_domestica
ENSGFOP00000006909	ENSGFOG00000004885	geospiza_fortis
ENSCPVP00000008803	ENSCPVG00000006449	camarhynchus_parvulus
ENSZALP00000012056	ENSZALG00000010168	zonotrichia_albicollis
ENSJHYP00000001836	ENSJHYG00000001438	junco_hyemalis
ENSSCAP00000017188	ENSSCAG00000012469	serinus_canaria
ENSLCOP00000017198	ENSLCOG00000012126	lepidothrix_coronata
ENSMVIP00005007632	ENSMVIG00005005666	manacus_vitellinus
ENSBJAP00000002594	ENSBJAG00000001840	buteo_japonicus
ENSACCP00020008202	ENSACCG00020005578	aquila_chrysaetos_chrysaetos
ENSPVIP00000013707	ENSPVIG00000010603	pogona_vitticeps
ENSVKKP00000018350	ENSVKKG00000012503	varanus_komodoensis
ENSNNAP00000009234	ENSNNAG00000006056	naja_naja
ENSNSUP00000022209	ENSNSUG00000016148	notechis_scutatus
ENSPTXP00000006320	ENSPTXG00000004631	pseudonaja_textilis
ENSACAP00000008966	ENSACAG00000008998	anolis_carolinensis
ENSACAP00000019650	ENSACAG00000025649	anolis_carolinensis
ENSSMRP00000003240	ENSSMRG00000002703	salvator_merianae
ENSPMRP00000013967	ENSPMRG00000009273	podarcis_muralis
ENSCPRP00005015684	ENSCPRG00005010977	crocodylus_porosus
ENSXETP00000076949	ENSXETG00000017584	xenopus_tropicalis
ENSARWP00000002521	ENSARWG00000001890	apteryx_rowi
ENSAPLP00000020127	ENSAPLG00000025825	anas_platyrhynchos_platyrhynchos
ENSCPBP00000007367	ENSCPBG00000005702	chrysemys_picta_bellii
ENSLLEP00000001505	ENSLLEG00000000985	leptobrachium_leishanense
ENSHHUP00000029130	ENSHHUG00000018588	hucho_hucho
ENSHHUP00000076343	ENSHHUG00000044694	hucho_hucho
ENSPCAP00000005573	ENSPCAG00000005948	procavia_capensis
ENSEEUP00000004750	ENSEEUG00000005173	erinaceus_europaeus
ENSCAFP00020012259	ENSCAFG00020009869	canis_lupus_dingo
ENSCAFP00020012230	ENSCAFG00020009845	canis_lupus_dingo
ENSMLUP00000014424	ENSMLUG00000015827	myotis_lucifugus
ENSRFEP00010007716	ENSRFEG00010005259	rhinolophus_ferrumequinum
ENSTSYP00000017627	ENSTSYG00000036336	carlito_syrichta
ENSDORP00000017594	ENSDORG00000023722	dipodomys_ordii
ENSOPRP00000014337	ENSOPRG00000015685	ochotona_princeps
ENSPCOP00000011171	ENSPCOG00000017097	propithecus_coquereli
ENSSARP00000012072	ENSSARG00000013359	sorex_araneus
ENSUAMP00000005080	ENSUAMG00000004575	ursus_americanus
ENSLAFP00000014743	ENSLAFG00000017581	loxodonta_africana
ENSCDRP00005004235	ENSCDRG00005002980	camelus_dromedarius
ENSVPAP00000010594	ENSVPAG00000011374	vicugna_pacos
ENSSSCP00000032586	ENSSSCG00000033898	sus_scrofa
ENSCWAP00000020974	ENSCWAG00000015907	catagonus_wagneri
ENSBMSP00010018501	ENSBMSG00010013383	balaenoptera_musculus
ENSPCTP00005023021	ENSPCTG00005016174	physeter_catodon
ENSTTRP00000001508	ENSTTRG00000001600	tursiops_truncatus
ENSPSNP00000005358	ENSPSNG00000003974	phocoena_sinus
ENSMMNP00015005641	ENSMMNG00015004230	monodon_monoceros
ENSBTAP00000073519	ENSBTAG00000044111	bos_taurus
ENSBMUP00000021125	ENSBMUG00000015890	bos_mutus
ENSCHIP00010002695	ENSCHIG00010001905	capra_hircus_blackbengal
ENSCHIP00000025967	ENSCHIG00000022528	capra_hircus
ENSDLEP00000016611	ENSDLEG00000012104	delphinapterus_leucas
ENSOARP00020005510	ENSOARG00020004299	ovis_aries_rambouillet
ENSBGRP00000001245	ENSBGRG00000000760	bos_grunniens
ENSBIXP00000025581	ENSBIXG00000027654	bos_taurus_hybrid
ENSBIXP00005037948	ENSBIXG00005003280	bos_indicus_hybrid
ENSBBBP00000013122	ENSBBBG00000020767	bison_bison_bison
ENSMMSP00000005944	ENSMMSG00000004420	moschus_moschiferus
ENSCHYP00000039041	ENSCHYG00000025942	cervus_hanglu_yarkandensis
ENSVVUP00000029443	ENSVVUG00000021548	vulpes_vulpes
ENSAMEP00000014393	ENSAMEG00000013666	ailuropoda_melanoleuca
ENSUMAP00000018932	ENSUMAG00000013850	ursus_maritimus
ENSUTTP00000025127	ENSUTTG00000016015	ursus_thibetanus_thibetanus
ENSPTIP00000000681	ENSPTIG00000001685	panthera_tigris_altaica
ENSPLOP00000016637	ENSPLOG00000012019	panthera_leo
ENSLCNP00005029528	ENSLCNG00005019161	lynx_canadensis
ENSFCAP00000048669	ENSFCAG00000023114	felis_catus
ENSZCAP00015000584	ENSZCAG00015000383	zalophus_californianus
ENSSSUP00005030382	ENSSSUG00005019611	suricata_suricatta
ENSMPUP00000002651	ENSMPUG00000002679	mustela_putorius_furo
ENSNVIP00000004236	ENSNVIG00000003420	neovison_vison
ENSPVAP00000013183	ENSPVAG00000013977	pteropus_vampyrus
ENSCHOP00000010165	ENSCHOG00000011479	choloepus_hoffmanni
ENSEASP00005015642	ENSEASG00005010900	equus_asinus_asinus
ENSECAP00000028817	ENSECAG00000021735	equus_caballus
ENSOGAP00000019669	ENSOGAG00000029221	otolemur_garnettii
ENSOGAP00000021658	ENSOGAG00000033469	otolemur_garnettii
ENSOGAP00000000479	ENSOGAG00000000535	otolemur_garnettii
ENSPSMP00000001414	ENSPSMG00000001055	prolemur_simus
ENSSVLP00005017611	ENSSVLG00005013877	sciurus_vulgaris
ENSMMMP00000018187	ENSMMMG00000016032	marmota_marmota_marmota
ENSUPAP00010012688	ENSUPAG00010010190	urocitellus_parryii
ENSSDAP00000016149	ENSSDAG00000014613	spermophilus_dauricus
ENSSTOP00000020881	ENSSTOG00000025498	ictidomys_tridecemlineatus
ENSCLAP00000017926	ENSCLAG00000012297	chinchilla_lanigera
ENSOCUP00000026706	ENSOCUG00000029519	oryctolagus_cuniculus
ENSDNOP00000011716	ENSDNOG00000015121	dasypus_novemcinctus
ENSPPYP00000015233	ENSPPYG00000013624	pongo_abelii
ENSGGOP00000028731	ENSGGOG00000034920	gorilla_gorilla
ENSP00000374323	ENSG00000080224	homo_sapiens
ENSPPAP00000004354	ENSPPAG00000018343	pan_paniscus
ENSPTRP00000026129	ENSPTRG00000015134	pan_troglodytes
ENSNLEP00000002377	ENSNLEG00000001969	nomascus_leucogenys
ENSTGEP00000027656	ENSTGEG00000022316	theropithecus_gelada
ENSMNEP00000016297	ENSMNEG00000032163	macaca_nemestrina
ENSMFAP00000006681	ENSMFAG00000000192	macaca_fascicularis
ENSMMUP00000030708	ENSMMUG00000023330	macaca_mulatta
ENSCATP00000004368	ENSCATG00000015323	cercocebus_atys
ENSCSAP00000002261	ENSCSAG00000005955	chlorocebus_sabaeus
ENSCSAP00000002265	ENSCSAG00000005960	chlorocebus_sabaeus
ENSRBIP00000004559	ENSRBIG00000020757	rhinopithecus_bieti
ENSCANP00000018960	ENSCANG00000032912	colobus_angolensis_palliatus
ENSPTEP00000031891	ENSPTEG00000030736	piliocolobus_tephrosceles
ENSANAP00000033520	ENSANAG00000034414	aotus_nancymaae
ENSSBOP00000024055	ENSSBOG00000028512	saimiri_boliviensis_boliviensis
ENSCCAP00000028050	ENSCCAG00000031909	cebus_capucinus
ENSCJAP00000015834	ENSCJAG00000008553	callithrix_jacchus
ENSTBEP00000012329	ENSTBEG00000014199	tupaia_belangeri
ENSFDAP00000014537	ENSFDAG00000001848	fukomys_damarensis
ENSHGLP00000017989	ENSHGLG00000012887	heterocephalus_glaber_female
ENSNGAP00000018286	ENSNGAG00000018468	nannospalax_galili
ENSRNOP00000049409	ENSRNOG00000029184	rattus_norvegicus
MGP_PahariEiJ_P0029357	MGP_PahariEiJ_G0016559	mus_pahari
ENSMSIP00000001925	ENSMSIG00000001780	mus_spicilegus
MGP_SPRETEiJ_P0043883	MGP_SPRETEiJ_G0021761	mus_spretus
ENSMUSP00000066734	ENSMUSG00000055540	mus_musculus
MGP_CAROLIEiJ_P0041998	MGP_CAROLIEiJ_G0020854	mus_caroli
ENSPEMP00000009500	ENSPEMG00000010772	peromyscus_maniculatus_bairdii
ENSMOCP00000002904	ENSMOCG00000002313	microtus_ochrogaster
ENSCGRP00015007562	ENSCGRG00015005878	cricetulus_griseus_picr
ENSMAUP00000004385	ENSMAUG00000005573	mesocricetus_auratus
ENSETEP00000005103	ENSETEG00000006293	echinops_telfairi
ENSODEP00000001165	ENSODEG00000000922	octodon_degus
ENSODEP00000001001	ENSODEG00000000800	octodon_degus
ENSMODP00000021214	ENSMODG00000017007	monodelphis_domestica
ENSVURP00010002363	ENSVURG00010001938	vombatus_ursinus
ENSPCIP00000043178	ENSPCIG00000031314	phascolarctos_cinereus
ENSMEUP00000001901	ENSMEUG00000002067	notamacropus_eugenii
ENSOANP00000038930	ENSOANG00000007540	ornithorhynchus_anatinus
ENSPSTP00000025550	ENSPSTG00000018808	pavo_cristatus
ENSLLTP00000024534	ENSLLTG00000018038	laticauda_laticaudata
ENSPPRP00000000829	ENSPPRG00000024572	panthera_pardus
ENSCAFP00040034212	ENSCAFG00040021098	canis_lupus_familiarisgreatdane
ENSCAFP00030029143	ENSCAFG00030018022	canis_lupus_familiarisbasenji
ENSCAFP00000013387	ENSCAFG00000009081	canis_lupus_familiaris
ENSHGLP00100018574	ENSHGLG00100013696	heterocephalus_glaber_male
