ENSEBUP00000002924	ENSEBUG00000002120	eptatretus_burgeri
ENSCHOP00000001629	ENSCHOG00000001848	choloepus_hoffmanni
ENSRNOP00000051316	ENSRNOG00000013213	rattus_norvegicus
MGP_PahariEiJ_P0073883	MGP_PahariEiJ_G0027545	mus_pahari
MGP_CAROLIEiJ_P0018578	MGP_CAROLIEiJ_G0014307	mus_caroli
ENSMSIP00000020209	ENSMSIG00000017156	mus_spicilegus
MGP_SPRETEiJ_P0019590	MGP_SPRETEiJ_G0015113	mus_spretus
ENSMUSP00000027451	ENSMUSG00000026235	mus_musculus
ENSMUGP00000005208	ENSMUGG00000004801	meriones_unguiculatus
ENSCGRP00000001703	ENSCGRG00000001284	cricetulus_griseus_crigri
ENSCGRP00001023832	ENSCGRG00001021931	cricetulus_griseus_chok1gshd
ENSCGRP00015007461	ENSCGRG00015005772	cricetulus_griseus_picr
ENSMAUP00000003820	ENSMAUG00000004413	mesocricetus_auratus
ENSMOCP00000005902	ENSMOCG00000005438	microtus_ochrogaster
ENSPEMP00000017702	ENSPEMG00000016523	peromyscus_maniculatus_bairdii
ENSNGAP00000024510	ENSNGAG00000022753	nannospalax_galili
ENSJJAP00000021411	ENSJJAG00000021776	jaculus_jaculus
ENSDORP00000004506	ENSDORG00000004817	dipodomys_ordii
ENSCCNP00000000014	ENSCCNG00000000010	castor_canadensis
ENSHGLP00100016791	ENSHGLG00100012392	heterocephalus_glaber_male
ENSHGLP00000026615	ENSHGLG00000018932	heterocephalus_glaber_female
ENSHGLP00100017807	ENSHGLG00100013132	heterocephalus_glaber_male
ENSHGLP00000015959	ENSHGLG00000011407	heterocephalus_glaber_female
ENSFDAP00000021397	ENSFDAG00000007737	fukomys_damarensis
ENSODEP00000010440	ENSODEG00000007794	octodon_degus
ENSCLAP00000010256	ENSCLAG00000007092	chinchilla_lanigera
ENSCPOP00000009930	ENSCPOG00000011048	cavia_porcellus
ENSCAPP00000005290	ENSCAPG00000007656	cavia_aperea
ENSCAPP00000006387	ENSCAPG00000008570	cavia_aperea
ENSSTOP00000002692	ENSSTOG00000002998	ictidomys_tridecemlineatus
ENSUPAP00010017146	ENSUPAG00010013634	urocitellus_parryii
ENSMMMP00000023968	ENSMMMG00000020979	marmota_marmota_marmota
ENSSDAP00000000710	ENSSDAG00000000670	spermophilus_dauricus
ENSSVLP00005023461	ENSSVLG00005018643	sciurus_vulgaris
ENSOCUP00000005814	ENSOCUG00000006723	oryctolagus_cuniculus
ENSOPRP00000002576	ENSOPRG00000002786	ochotona_princeps
ENSTBEP00000002315	ENSTBEG00000002655	tupaia_belangeri
ENSOGAP00000007822	ENSOGAG00000008724	otolemur_garnettii
ENSPSMP00000037194	ENSPSMG00000025569	prolemur_simus
ENSMICP00000039471	ENSMICG00000014302	microcebus_murinus
ENSPCOP00000012542	ENSPCOG00000017853	propithecus_coquereli
ENSTSYP00000017651	ENSTSYG00000013210	carlito_syrichta
ENSNLEP00000042522	ENSNLEG00000009595	nomascus_leucogenys
ENSPPAP00000043141	ENSPPAG00000044107	pan_paniscus
ENSPTRP00000086131	ENSPTRG00000012967	pan_troglodytes
ENSP00000281821	ENSG00000116106	homo_sapiens
ENSGGOP00000014427	ENSGGOG00000014779	gorilla_gorilla
ENSPPYP00000014770	ENSPPYG00000013217	pongo_abelii
ENSCSAP00000004125	ENSCSAG00000007861	chlorocebus_sabaeus
ENSMLEP00000009250	ENSMLEG00000028708	mandrillus_leucophaeus
ENSMNEP00000019336	ENSMNEG00000033391	macaca_nemestrina
ENSMFAP00000032215	ENSMFAG00000037109	macaca_fascicularis
ENSMMUP00000048736	ENSMMUG00000012364	macaca_mulatta
ENSCATP00000030701	ENSCATG00000038507	cercocebus_atys
ENSPANP00000005409	ENSPANG00000022149	papio_anubis
ENSTGEP00000017056	ENSTGEG00000013783	theropithecus_gelada
ENSPTEP00000043410	ENSPTEG00000039536	piliocolobus_tephrosceles
ENSCANP00000034211	ENSCANG00000040761	colobus_angolensis_palliatus
ENSRROP00000028760	ENSRROG00000038165	rhinopithecus_roxellana
ENSRBIP00000020265	ENSRBIG00000034063	rhinopithecus_bieti
ENSANAP00000034040	ENSANAG00000034631	aotus_nancymaae
ENSCJAP00000022174	ENSCJAG00000012036	callithrix_jacchus
ENSCCAP00000039796	ENSCCAG00000037702	cebus_capucinus
ENSSBOP00000031668	ENSSBOG00000032031	saimiri_boliviensis_boliviensis
ENSECAP00000011895	ENSECAG00000012752	equus_caballus
ENSEASP00005016280	ENSEASG00005011302	equus_asinus_asinus
ENSBMSP00010002633	ENSBMSG00010001990	balaenoptera_musculus
ENSPCTP00005029219	ENSPCTG00005020771	physeter_catodon
ENSTTRP00000000544	ENSTTRG00000000579	tursiops_truncatus
ENSMMNP00015018448	ENSMMNG00015013541	monodon_monoceros
ENSDLEP00000027435	ENSDLEG00000019788	delphinapterus_leucas
ENSPSNP00000021794	ENSPSNG00000015924	phocoena_sinus
ENSMMSP00000028490	ENSMMSG00000021358	moschus_moschiferus
ENSCHYP00000034674	ENSCHYG00000023146	cervus_hanglu_yarkandensis
ENSCHIP00010008335	ENSCHIG00010006179	capra_hircus_blackbengal
ENSCHIP00010008399	ENSCHIG00010006218	capra_hircus_blackbengal
ENSCHIP00000030146	ENSCHIG00000025019	capra_hircus
ENSOARP00000021768	ENSOARG00000020270	ovis_aries
ENSOARP00020021712	ENSOARG00020016801	ovis_aries_rambouillet
ENSBMUP00000024410	ENSBMUG00000018340	bos_mutus
ENSBGRP00000028085	ENSBGRG00000017734	bos_grunniens
ENSBIXP00005015982	ENSBIXG00005019741	bos_indicus_hybrid
ENSBIXP00000036012	ENSBIXG00000019352	bos_taurus_hybrid
ENSBTAP00000013238	ENSBTAG00000010030	bos_taurus
ENSBBBP00000015155	ENSBBBG00000023004	bison_bison_bison
ENSSSCP00000017193	ENSSSCG00000016230	sus_scrofa
ENSCWAP00000022211	ENSCWAG00000016949	catagonus_wagneri
ENSVPAP00000007783	ENSVPAG00000008368	vicugna_pacos
ENSCDRP00005002568	ENSCDRG00005001845	camelus_dromedarius
ENSCAFP00000023565	ENSCAFG00000015936	canis_lupus_familiaris
ENSCAFP00040017563	ENSCAFG00040010958	canis_lupus_familiarisgreatdane
ENSCAFP00030021971	ENSCAFG00030013582	canis_lupus_familiarisbasenji
ENSCAFP00020034550	ENSCAFG00020026807	canis_lupus_dingo
ENSVVUP00000035187	ENSVVUG00000025304	vulpes_vulpes
ENSAMEP00000008034	ENSAMEG00000007486	ailuropoda_melanoleuca
ENSUTTP00000015253	ENSUTTG00000009629	ursus_thibetanus_thibetanus
ENSUMAP00000024823	ENSUMAG00000018070	ursus_maritimus
ENSUAMP00000036326	ENSUAMG00000027524	ursus_americanus
ENSUAMP00000002297	ENSUAMG00000002124	ursus_americanus
ENSZCAP00015023281	ENSZCAG00015014843	zalophus_californianus
ENSNVIP00000000210	ENSNVIG00000000221	neovison_vison
ENSMPUP00000016569	ENSMPUG00000016672	mustela_putorius_furo
ENSPPRP00000014189	ENSPPRG00000007189	panthera_pardus
ENSPLOP00000016299	ENSPLOG00000011691	panthera_leo
ENSPTIP00000022899	ENSPTIG00000019522	panthera_tigris_altaica
ENSFCAP00000007143	ENSFCAG00000007712	felis_catus
ENSLCNP00005015989	ENSLCNG00005010495	lynx_canadensis
ENSSSUP00005002207	ENSSSUG00005001504	suricata_suricatta
ENSPVAP00000007075	ENSPVAG00000007497	pteropus_vampyrus
ENSRFEP00010029645	ENSRFEG00010019652	rhinolophus_ferrumequinum
ENSMLUP00000014382	ENSMLUG00000015777	myotis_lucifugus
ENSEEUP00000009129	ENSEEUG00000009989	erinaceus_europaeus
ENSSARP00000010126	ENSSARG00000011178	sorex_araneus
ENSPCAP00000007693	ENSPCAG00000008183	procavia_capensis
ENSLAFP00000009244	ENSLAFG00000011048	loxodonta_africana
ENSETEP00000009822	ENSETEG00000012093	echinops_telfairi
ENSOANP00000017368	ENSOANG00000010961	ornithorhynchus_anatinus
ENSXETP00000016595	ENSXETG00000007614	xenopus_tropicalis
ENSLLEP00000021801	ENSLLEG00000013216	leptobrachium_leishanense
ENSLACP00000007550	ENSLACG00000006691	latimeria_chalumnae
ENSLOCP00000005034	ENSLOCG00000004201	lepisosteus_oculatus
ENSCCRP00015062789	ENSCCRG00015025124	cyprinus_carpio_huanghe
ENSCCRP00010077391	ENSCCRG00010033748	cyprinus_carpio_germanmirror
ENSCCRP00020061285	ENSCCRG00020028805	cyprinus_carpio_hebaored
ENSCARP00000018670	ENSCARG00000008070	carassius_auratus
ENSSRHP00000054248	ENSSRHG00000027277	sinocyclocheilus_rhinocerous
ENSSANP00000039458	ENSSANG00000020040	sinocyclocheilus_anshuiensis
ENSSGRP00000011051	ENSSGRG00000006736	sinocyclocheilus_grahami
ENSSANP00000026898	ENSSANG00000013829	sinocyclocheilus_anshuiensis
ENSCCRP00000068376	ENSCCRG00000036835	cyprinus_carpio
ENSSANP00000056296	ENSSANG00000028093	sinocyclocheilus_anshuiensis
ENSSRHP00000068520	ENSSRHG00000034065	sinocyclocheilus_rhinocerous
ENSSGRP00000048514	ENSSGRG00000024704	sinocyclocheilus_grahami
ENSCARP00000039487	ENSCARG00000016541	carassius_auratus
ENSCARP00000075103	ENSCARG00000034428	carassius_auratus
ENSCCRP00020040869	ENSCCRG00020018188	cyprinus_carpio_hebaored
ENSCCRP00000050599	ENSCCRG00000026981	cyprinus_carpio
ENSCCRP00000035496	ENSCCRG00000019015	cyprinus_carpio
ENSCCRP00015118672	ENSCCRG00015046584	cyprinus_carpio_huanghe
ENSCCRP00010076994	ENSCCRG00010033597	cyprinus_carpio_germanmirror
ENSDARP00000003161	ENSDARG00000010767	danio_rerio
ENSEEEP00000037170	ENSEEEG00000017658	electrophorus_electricus
ENSPNAP00000033238	ENSPNAG00000021825	pygocentrus_nattereri
ENSAMXP00000006586	ENSAMXG00000006406	astyanax_mexicanus
ENSAMXP00005030400	ENSAMXG00005014882	astyanax_mexicanus_pachon
ENSPKIP00000037570	ENSPKIG00000015684	paramormyrops_kingsleyae
ENSSFOP00015051150	ENSSFOG00015014754	scleropages_formosus
ENSPKIP00000028443	ENSPKIG00000010074	paramormyrops_kingsleyae
ENSDCDP00000053273	ENSDCDG00000031988	denticeps_clupeoides
ENSCHAP00000059068	ENSCHAG00000026105	clupea_harengus
ENSEEEP00000016633	ENSEEEG00000008235	electrophorus_electricus
ENSIPUP00000011040	ENSIPUG00000007517	ictalurus_punctatus
ENSPNAP00000014756	ENSPNAG00000020745	pygocentrus_nattereri
ENSAMXP00000006684	ENSAMXG00000006290	astyanax_mexicanus
ENSAMXP00005016823	ENSAMXG00005005720	astyanax_mexicanus_pachon
ENSDARP00000123962	ENSDARG00000054454	danio_rerio
ENSSGRP00000100807	ENSSGRG00000050143	sinocyclocheilus_grahami
ENSSANP00000068693	ENSSANG00000034217	sinocyclocheilus_anshuiensis
ENSSRHP00000065773	ENSSRHG00000032719	sinocyclocheilus_rhinocerous
ENSCARP00000011259	ENSCARG00000003291	carassius_auratus
ENSCCRP00000006829	ENSCCRG00000004029	cyprinus_carpio
ENSCCRP00010100423	ENSCCRG00010039815	cyprinus_carpio_germanmirror
ENSCCRP00020084001	ENSCCRG00020035437	cyprinus_carpio_hebaored
ENSCCRP00015018193	ENSCCRG00015007062	cyprinus_carpio_huanghe
ENSCARP00000036653	ENSCARG00000015854	carassius_auratus
ENSCCRP00010033132	ENSCCRG00010012505	cyprinus_carpio_germanmirror
ENSCCRP00020117861	ENSCCRG00020052555	cyprinus_carpio_hebaored
ENSCCRP00015056292	ENSCCRG00015023154	cyprinus_carpio_huanghe
ENSSGRP00000008573	ENSSGRG00000005777	sinocyclocheilus_grahami
ENSSRHP00000000456	ENSSRHG00000000327	sinocyclocheilus_rhinocerous
ENSSANP00000007334	ENSSANG00000003720	sinocyclocheilus_anshuiensis
ENSCCRP00000065624	ENSCCRG00000035331	cyprinus_carpio
ENSCCRP00000065582	ENSCCRG00000035309	cyprinus_carpio
ENSSDUP00000013604	ENSSDUG00000009883	seriola_dumerili
ENSOMYP00000005125	ENSOMYG00000002630	oncorhynchus_mykiss
ENSOKIP00005097487	ENSOKIG00005041574	oncorhynchus_kisutch
ENSOTSP00005002394	ENSOTSG00005001375	oncorhynchus_tshawytscha
ENSSSAP00000063967	ENSSSAG00000056180	salmo_salar
ENSSTUP00000029090	ENSSTUG00000012058	salmo_trutta
ENSHHUP00000006776	ENSHHUG00000003957	hucho_hucho
ENSHHUP00000058070	ENSHHUG00000034538	hucho_hucho
ENSOKIP00005117087	ENSOKIG00005050663	oncorhynchus_kisutch
ENSOTSP00005104875	ENSOTSG00005047874	oncorhynchus_tshawytscha
ENSOMYP00000089909	ENSOMYG00000041448	oncorhynchus_mykiss
ENSSTUP00000007922	ENSSTUG00000003673	salmo_trutta
ENSSSAP00000051016	ENSSSAG00000048232	salmo_salar
ENSELUP00000029239	ENSELUG00000006108	esox_lucius
ENSELUP00000072917	ENSELUG00000014650	esox_lucius
ENSOKIP00005079122	ENSOKIG00005034081	oncorhynchus_kisutch
ENSOTSP00005099948	ENSOTSG00005046110	oncorhynchus_tshawytscha
ENSOTSP00005077563	ENSOTSG00005036563	oncorhynchus_tshawytscha
ENSSSAP00000022800	ENSSSAG00000006756	salmo_salar
ENSHHUP00000060192	ENSHHUG00000035568	hucho_hucho
ENSHHUP00000011407	ENSHHUG00000006967	hucho_hucho
ENSMMOP00000013701	ENSMMOG00000010500	mola_mola
ENSHHUP00000029502	ENSHHUG00000018803	hucho_hucho
ENSOMYP00000094729	ENSOMYG00000043230	oncorhynchus_mykiss
ENSOMYP00000100661	ENSOMYG00000045497	oncorhynchus_mykiss
ENSSTUP00000042954	ENSSTUG00000018120	salmo_trutta
ENSOTSP00005008513	ENSOTSG00005004652	oncorhynchus_tshawytscha
ENSOKIP00005053316	ENSOKIG00005021217	oncorhynchus_kisutch
ENSSTUP00000014106	ENSSTUG00000005206	salmo_trutta
ENSOTSP00005036716	ENSOTSG00005017355	oncorhynchus_tshawytscha
ENSSSAP00000062873	ENSSSAG00000057158	salmo_salar
ENSHHUP00000086577	ENSHHUG00000050102	hucho_hucho
ENSGMOP00000015230	ENSGMOG00000014227	gadus_morhua
ENSPMGP00000022212	ENSPMGG00000017972	periophthalmus_magnuspinnatus
ENSNMLP00000035190	ENSNMLG00000021710	neogobius_melanostomus
ENSPMGP00000009767	ENSPMGG00000008086	periophthalmus_magnuspinnatus
ENSGWIP00000051211	ENSGWIG00000023955	gouania_willdenowi
ENSSFAP00005030922	ENSSFAG00005013875	salarias_fasciatus
ENSTRUP00000082963	ENSTRUG00000008442	takifugu_rubripes
ENSTNIP00000017330	ENSTNIG00000014314	tetraodon_nigroviridis
ENSSMAP00000033813	ENSSMAG00000020688	scophthalmus_maximus
ENSSPAP00000013653	ENSSPAG00000010309	stegastes_partitus
ENSAPEP00000001350	ENSAPEG00000000975	amphiprion_percula
ENSAOCP00000007435	ENSAOCG00000011254	amphiprion_ocellaris
ENSAPOP00000010380	ENSAPOG00000012884	acanthochromis_polyacanthus
ENSPRNP00000021109	ENSPRNG00000002425	parambassis_ranga
ENSNFUP00015045362	ENSNFUG00015018163	nothobranchius_furzeri
ENSKMAP00000027592	ENSKMAG00000020457	kryptolebias_marmoratus
ENSCVAP00000030469	ENSCVAG00000019581	cyprinodon_variegatus
ENSGAFP00000030987	ENSGAFG00000020896	gambusia_affinis
ENSXMAP00000008368	ENSXMAG00000008306	xiphophorus_maculatus
ENSXCOP00000006133	ENSXCOG00000004733	xiphophorus_couchianus
ENSPREP00000015956	ENSPREG00000010744	poecilia_reticulata
ENSPFOP00000014724	ENSPFOG00000014392	poecilia_formosa
ENSPMEP00000005161	ENSPMEG00000006526	poecilia_mexicana
ENSPLAP00000019283	ENSPLAG00000001289	poecilia_latipinna
ENSFHEP00000018879	ENSFHEG00000020823	fundulus_heteroclitus
ENSOSIP00000023190	ENSOSIG00000011202	oryzias_sinensis
ENSORLP00000011280	ENSORLG00000008991	oryzias_latipes
ENSORLP00020018454	ENSORLG00020019440	oryzias_latipes_hni
ENSORLP00015000503	ENSORLG00015001107	oryzias_latipes_hsok
ENSORLP00015016852	ENSORLG00015017857	oryzias_latipes_hsok
ENSOJAP00000049011	ENSOJAG00000023683	oryzias_javanicus
ENSOMEP00000033072	ENSOMEG00000018872	oryzias_melastigma
ENSACIP00000028047	ENSACIG00000021714	amphilophus_citrinellus
ENSNBRP00000003849	ENSNBRG00000003033	neolamprologus_brichardi
ENSHBUP00000020219	ENSHBUG00000022511	haplochromis_burtoni
ENSPNYP00000015306	ENSPNYG00000011571	pundamilia_nyererei
ENSACLP00000020274	ENSACLG00000013751	astatotilapia_calliptera
ENSMZEP00005006086	ENSMZEG00005004684	maylandia_zebra
ENSONIP00000018408	ENSONIG00000014623	oreochromis_niloticus
ENSOABP00000031509	ENSOABG00000013067	oreochromis_aureus
ENSBSLP00000039742	ENSBSLG00000018927	betta_splendens
ENSATEP00000031219	ENSATEG00000021519	anabas_testudineus
ENSMALP00000030483	ENSMALG00000021058	monopterus_albus
ENSMAMP00000017901	ENSMAMG00000012022	mastacembelus_armatus
ENSLCAP00010008522	ENSLCAG00010003599	lates_calcarifer
ENSENLP00000039747	ENSENLG00000016153	echeneis_naucrates
ENSSDUP00000013587	ENSSDUG00000009839	seriola_dumerili
ENSSLDP00000032865	ENSSLDG00000025182	seriola_lalandi_dorsalis
ENSCSEP00000010404	ENSCSEG00000006677	cynoglossus_semilaevis
ENSHCOP00000013429	ENSHCOG00000016610	hippocampus_comes
ENSSORP00005024733	ENSSORG00005011726	sphaeramia_orbicularis
ENSDLAP00005043478	ENSDLAG00005017247	dicentrarchus_labrax
ENSLCRP00005040749	ENSLCRG00005014647	larimichthys_crocea
ENSSAUP00010046793	ENSSAUG00010016809	sparus_aurata
ENSMMOP00000008104	ENSMMOG00000006285	mola_mola
ENSCGOP00000017554	ENSCGOG00000007497	cottoperca_gobio
ENSSLUP00000054635	ENSSLUG00000023403	sander_lucioperca
ENSLBEP00000023917	ENSLBEG00000018304	labrus_bergylta
ENSMMDP00005006178	ENSMMDG00005001794	myripristis_murdjan
ENSGACP00000000128	ENSGACG00000000101	gasterosteus_aculeatus
ENSECRP00000009223	ENSECRG00000006165	erpetoichthys_calabaricus
