ENSCMIP00000002388	ENSCMIG00000001417	callorhinchus_milii
ENSPMGP00000004711	ENSPMGG00000003997	periophthalmus_magnuspinnatus
ENSPMGP00000004709	ENSPMGG00000003996	periophthalmus_magnuspinnatus
ENSNMLP00000044527	ENSNMLG00000026957	neogobius_melanostomus
ENSGWIP00000007605	ENSGWIG00000004449	gouania_willdenowi
ENSDLAP00005005497	ENSDLAG00005002569	dicentrarchus_labrax
ENSLBEP00000038846	ENSLBEG00000029020	labrus_bergylta
ENSLBEP00000030498	ENSLBEG00000023034	labrus_bergylta
ENSFHEP00000026263	ENSFHEG00000009005	fundulus_heteroclitus
ENSGAFP00000030295	ENSGAFG00000020417	gambusia_affinis
ENSXMAP00000007442	ENSXMAG00000007385	xiphophorus_maculatus
ENSXCOP00000017449	ENSXCOG00000013157	xiphophorus_couchianus
ENSPMEP00000022866	ENSPMEG00000004029	poecilia_mexicana
ENSPREP00000012596	ENSPREG00000008553	poecilia_reticulata
ENSPFOP00000007695	ENSPFOG00000007450	poecilia_formosa
ENSOMEP00000006236	ENSOMEG00000007286	oryzias_melastigma
ENSNFUP00015032012	ENSNFUG00015015665	nothobranchius_furzeri
ENSKMAP00000009636	ENSKMAG00000007242	kryptolebias_marmoratus
ENSSPAP00000014033	ENSSPAG00000010616	stegastes_partitus
ENSSPAP00000014042	ENSSPAG00000010626	stegastes_partitus
ENSAPOP00000021046	ENSAPOG00000001371	acanthochromis_polyacanthus
ENSAOCP00000026790	ENSAOCG00000015296	amphiprion_ocellaris
ENSAPEP00000029563	ENSAPEG00000020980	amphiprion_percula
ENSSFAP00005005711	ENSSFAG00005003542	salarias_fasciatus
ENSACIP00000027577	ENSACIG00000021366	amphilophus_citrinellus
ENSNFUP00015034471	ENSNFUG00015016792	nothobranchius_furzeri
ENSPLAP00000028262	ENSPLAG00000017514	poecilia_latipinna
ENSTNIP00000001075	ENSTNIG00000000242	tetraodon_nigroviridis
ENSTNIP00000003467	ENSTNIG00000000388	tetraodon_nigroviridis
ENSTNIP00000007265	ENSTNIG00000004615	tetraodon_nigroviridis
ENSMMDP00005038056	ENSMMDG00005017692	myripristis_murdjan
ENSCCRP00000076141	ENSCCRG00000041141	cyprinus_carpio
ENSCCRP00020066966	ENSCCRG00020031427	cyprinus_carpio_hebaored
ENSCCRP00015015296	ENSCCRG00015006848	cyprinus_carpio_huanghe
ENSCARP00000062370	ENSCARG00000027379	carassius_auratus
ENSCARP00000009093	ENSCARG00000004058	carassius_auratus
ENSSGRP00000008345	ENSSGRG00000005675	sinocyclocheilus_grahami
ENSSRHP00000014228	ENSSRHG00000007937	sinocyclocheilus_rhinocerous
ENSCCRP00020019831	ENSCCRG00020009364	cyprinus_carpio_hebaored
ENSCCRP00010106637	ENSCCRG00010047027	cyprinus_carpio_germanmirror
ENSCCRP00015052481	ENSCCRG00015021662	cyprinus_carpio_huanghe
ENSCCRP00020051367	ENSCCRG00020022874	cyprinus_carpio_hebaored
ENSCCRP00010073246	ENSCCRG00010031856	cyprinus_carpio_germanmirror
ENSSGRP00000072897	ENSSGRG00000037176	sinocyclocheilus_grahami
ENSSANP00000027976	ENSSANG00000014378	sinocyclocheilus_anshuiensis
ENSDARP00000088414	ENSDARG00000027112	danio_rerio
ENSAMXP00000042986	ENSAMXG00000019985	astyanax_mexicanus
ENSAMXP00005014209	ENSAMXG00005007035	astyanax_mexicanus_pachon
ENSEEEP00000013297	ENSEEEG00000006661	electrophorus_electricus
ENSEEEP00000013293	ENSEEEG00000006660	electrophorus_electricus
ENSIPUP00000005906	ENSIPUG00000004113	ictalurus_punctatus
ENSECRP00000013090	ENSECRG00000008747	erpetoichthys_calabaricus
ENSLACP00000003330	ENSLACG00000002978	latimeria_chalumnae
ENSTGUP00000024341	ENSTGUG00000023819	taeniopygia_guttata
ENSCMUP00000025391	ENSCMUG00000015481	corvus_moneduloides
ENSCRFP00000009866	ENSCRFG00000007710	stachyris_ruficeps
ENSTGUP00000024752	ENSTGUG00000025562	taeniopygia_guttata
ENSSHBP00005014908	ENSSHBG00005013076	strigops_habroptila
ENSANIP00000026673	ENSANIG00000017877	accipiter_nisus
ENSOSUP00000004747	ENSOSUG00000003501	otus_sunia
ENSAOWP00000015465	ENSAOWG00000010523	apteryx_owenii
ENSAHAP00000013465	ENSAHAG00000009692	apteryx_haastii
ENSOANP00000022947	ENSOANG00000014567	ornithorhynchus_anatinus
ENSOCUP00000034889	ENSOCUG00000016902	oryctolagus_cuniculus
ENSOPRP00000013965	ENSOPRG00000015286	ochotona_princeps
ENSDNOP00000016471	ENSDNOG00000024461	dasypus_novemcinctus
ENSTBEP00000003755	ENSTBEG00000004329	tupaia_belangeri
ENSTSYP00000025491	ENSTSYG00000012204	carlito_syrichta
ENSANAP00000005749	ENSANAG00000020955	aotus_nancymaae
ENSANAP00000020458	ENSANAG00000028005	aotus_nancymaae
ENSCCAP00000019964	ENSCCAG00000027801	cebus_capucinus
ENSSBOP00000033827	ENSSBOG00000033071	saimiri_boliviensis_boliviensis
ENSCJAP00000027630	ENSCJAG00000014974	callithrix_jacchus
ENSCSAP00000014006	ENSCSAG00000017988	chlorocebus_sabaeus
ENSCATP00000046054	ENSCATG00000045373	cercocebus_atys
ENSMLEP00000035927	ENSMLEG00000042091	mandrillus_leucophaeus
ENSMNEP00000011224	ENSMNEG00000029951	macaca_nemestrina
ENSMFAP00000021270	ENSMFAG00000035528	macaca_fascicularis
ENSMMUP00000009673	ENSMMUG00000007375	macaca_mulatta
ENSPANP00000008730	ENSPANG00000015854	papio_anubis
ENSTGEP00000011612	ENSTGEG00000009458	theropithecus_gelada
ENSPTEP00000022873	ENSPTEG00000023715	piliocolobus_tephrosceles
ENSCANP00000020964	ENSCANG00000033911	colobus_angolensis_palliatus
ENSRBIP00000002213	ENSRBIG00000010766	rhinopithecus_bieti
ENSRROP00000042390	ENSRROG00000044335	rhinopithecus_roxellana
ENSNLEP00000014526	ENSNLEG00000011945	nomascus_leucogenys
ENSPPYP00000019539	ENSPPYG00000017429	pongo_abelii
ENSGGOP00000014879	ENSGGOG00000015248	gorilla_gorilla
ENSP00000350896	ENSG00000196411	homo_sapiens
ENSPPAP00000022040	ENSPPAG00000034203	pan_paniscus
ENSPTRP00000033400	ENSPTRG00000019507	pan_troglodytes
ENSPTRP00000077503	ENSPTRG00000046579	pan_troglodytes
ENSMICP00000044991	ENSMICG00000009440	microcebus_murinus
ENSPCOP00000020272	ENSPCOG00000022099	propithecus_coquereli
ENSPSMP00000027557	ENSPSMG00000019234	prolemur_simus
ENSOGAP00000008382	ENSOGAG00000009355	otolemur_garnettii
ENSSVLP00005032374	ENSSVLG00005025419	sciurus_vulgaris
ENSMMMP00000013450	ENSMMMG00000011848	marmota_marmota_marmota
ENSUPAP00010022086	ENSUPAG00010017548	urocitellus_parryii
ENSSTOP00000026645	ENSSTOG00000013737	ictidomys_tridecemlineatus
ENSSDAP00000024669	ENSSDAG00000022128	spermophilus_dauricus
ENSHGLP00000010894	ENSHGLG00000007813	heterocephalus_glaber_female
ENSHGLP00100006302	ENSHGLG00100004731	heterocephalus_glaber_male
ENSFDAP00000012362	ENSFDAG00000019730	fukomys_damarensis
ENSCPOP00000030953	ENSCPOG00000014491	cavia_porcellus
ENSCAPP00000013768	ENSCAPG00000014292	cavia_aperea
ENSCLAP00000002868	ENSCLAG00000002064	chinchilla_lanigera
ENSODEP00000022099	ENSODEG00000016238	octodon_degus
ENSCCNP00000015748	ENSCCNG00000016005	castor_canadensis
ENSPEMP00000002995	ENSPEMG00000003881	peromyscus_maniculatus_bairdii
ENSMAUP00000001493	ENSMAUG00000001045	mesocricetus_auratus
ENSCGRP00001022859	ENSCGRG00001021237	cricetulus_griseus_chok1gshd
ENSCGRP00015012584	ENSCGRG00015009632	cricetulus_griseus_picr
ENSCGRP00000013609	ENSCGRG00000009872	cricetulus_griseus_crigri
ENSMOCP00000009125	ENSMOCG00000009224	microtus_ochrogaster
ENSRNOP00000067602	ENSRNOG00000045952	rattus_norvegicus
MGP_PahariEiJ_P0059786	MGP_PahariEiJ_G0024459	mus_pahari
ENSMSIP00000011252	ENSMSIG00000009713	mus_spicilegus
ENSMUSP00000106684	ENSMUSG00000029710	mus_musculus
MGP_SPRETEiJ_P0074311	MGP_SPRETEiJ_G0028878	mus_spretus
MGP_CAROLIEiJ_P0071495	MGP_CAROLIEiJ_G0027873	mus_caroli
ENSNGAP00000018027	ENSNGAG00000018259	nannospalax_galili
ENSJJAP00000007941	ENSJJAG00000012238	jaculus_jaculus
ENSZCAP00015033735	ENSZCAG00015021198	zalophus_californianus
ENSNVIP00000001898	ENSNVIG00000001548	neovison_vison
ENSMPUP00000015724	ENSMPUG00000015832	mustela_putorius_furo
ENSUTTP00000007582	ENSUTTG00000004768	ursus_thibetanus_thibetanus
ENSUAMP00000037074	ENSUAMG00000028006	ursus_americanus
ENSUMAP00000015190	ENSUMAG00000010929	ursus_maritimus
ENSAMEP00000015457	ENSAMEG00000014567	ailuropoda_melanoleuca
ENSVVUP00000032449	ENSVVUG00000023535	vulpes_vulpes
ENSCAFP00040019396	ENSCAFG00040012121	canis_lupus_familiarisgreatdane
ENSCAFP00030036262	ENSCAFG00030022599	canis_lupus_familiarisbasenji
ENSCAFP00000063136	ENSCAFG00000014162	canis_lupus_familiaris
ENSCAFP00020017241	ENSCAFG00020013816	canis_lupus_dingo
ENSPTIP00000019870	ENSPTIG00000017511	panthera_tigris_altaica
ENSPLOP00000021024	ENSPLOG00000015073	panthera_leo
ENSPPRP00000029168	ENSPPRG00000021827	panthera_pardus
ENSLCNP00005029375	ENSLCNG00005019102	lynx_canadensis
ENSFCAP00000038694	ENSFCAG00000006852	felis_catus
ENSSSUP00005032874	ENSSSUG00005021161	suricata_suricatta
ENSCDRP00005021986	ENSCDRG00005015268	camelus_dromedarius
ENSSSCP00000008197	ENSSSCG00000007675	sus_scrofa
ENSCWAP00000021572	ENSCWAG00000016441	catagonus_wagneri
ENSCHIP00000024536	ENSCHIG00000021646	capra_hircus
ENSCHIP00010033541	ENSCHIG00010024223	capra_hircus_blackbengal
ENSOARP00000016987	ENSOARG00000015821	ovis_aries
ENSOARP00020019617	ENSOARG00020015203	ovis_aries_rambouillet
ENSBBBP00000026610	ENSBBBG00000022706	bison_bison_bison
ENSBGRP00000029874	ENSBGRG00000018737	bos_grunniens
ENSBMUP00000024598	ENSBMUG00000018474	bos_mutus
ENSBIXP00000000583	ENSBIXG00000029641	bos_taurus_hybrid
ENSBTAP00000037070	ENSBTAG00000003446	bos_taurus
ENSBIXP00005031577	ENSBIXG00005011964	bos_indicus_hybrid
ENSCHYP00000024216	ENSCHYG00000016103	cervus_hanglu_yarkandensis
ENSMMSP00000015072	ENSMMSG00000011464	moschus_moschiferus
ENSMMNP00015012051	ENSMMNG00015008898	monodon_monoceros
ENSDLEP00000011704	ENSDLEG00000008456	delphinapterus_leucas
ENSPSNP00000010687	ENSPSNG00000007900	phocoena_sinus
ENSTTRP00000010523	ENSTTRG00000011092	tursiops_truncatus
ENSPCTP00005014722	ENSPCTG00005010534	physeter_catodon
ENSBMSP00010015139	ENSBMSG00010011026	balaenoptera_musculus
ENSEASP00005024956	ENSEASG00005016974	equus_asinus_asinus
ENSECAP00000009449	ENSECAG00000010632	equus_caballus
ENSMLUP00000009252	ENSMLUG00000010142	myotis_lucifugus
ENSRFEP00010005725	ENSRFEG00010003932	rhinolophus_ferrumequinum
ENSPVAP00000011337	ENSPVAG00000012027	pteropus_vampyrus
ENSPCAP00000005612	ENSPCAG00000005982	procavia_capensis
ENSLAFP00000016973	ENSLAFG00000022144	loxodonta_africana
ENSETEP00000001177	ENSETEG00000001459	echinops_telfairi
ENSPCTP00005029205	ENSPCTG00005020877	physeter_catodon
ENSSARP00000006080	ENSSARG00000006693	sorex_araneus
ENSMUGP00000001247	ENSMUGG00000000950	meriones_unguiculatus
ENSDORP00000007396	ENSDORG00000007887	dipodomys_ordii
ENSMODP00000005844	ENSMODG00000004739	monodelphis_domestica
ENSMEUP00000004774	ENSMEUG00000005212	notamacropus_eugenii
ENSVURP00010001237	ENSVURG00010000827	vombatus_ursinus
ENSPCIP00000000926	ENSPCIG00000000760	phascolarctos_cinereus
ENSSHAP00000009098	ENSSHAG00000007881	sarcophilus_harrisii
