ENSCMIP00000007770	ENSCMIG00000004195	callorhinchus_milii
ENSCHYP00000038660	ENSCHYG00000025705	cervus_hanglu_yarkandensis
ENSMMSP00000014291	ENSMMSG00000010902	moschus_moschiferus
ENSBBBP00000017302	ENSBBBG00000009641	bison_bison_bison
ENSBMUP00000022909	ENSBMUG00000017166	bos_mutus
ENSBIXP00005001942	ENSBIXG00005008382	bos_indicus_hybrid
ENSBIXP00000022918	ENSBIXG00000002088	bos_taurus_hybrid
ENSBTAP00000063613	ENSBTAG00000003777	bos_taurus
ENSBGRP00000016671	ENSBGRG00000010328	bos_grunniens
ENSCHIP00000011372	ENSCHIG00000013506	capra_hircus
ENSCHIP00010004517	ENSCHIG00010003016	capra_hircus_blackbengal
ENSOARP00000022049	ENSOARG00000020522	ovis_aries
ENSOARP00020000911	ENSOARG00020000800	ovis_aries_rambouillet
ENSCWAP00000011774	ENSCWAG00000009034	catagonus_wagneri
ENSSSCP00000004269	ENSSSCG00000003950	sus_scrofa
ENSSARP00000007653	ENSSARG00000008465	sorex_araneus
ENSEEUP00000003360	ENSEEUG00000003661	erinaceus_europaeus
ENSECAP00000005046	ENSECAG00000006177	equus_caballus
ENSEASP00005001801	ENSEASG00005001440	equus_asinus_asinus
ENSTBEP00000014681	ENSTBEG00000016859	tupaia_belangeri
ENSNGAP00000000143	ENSNGAG00000000121	nannospalax_galili
ENSMUGP00000025286	ENSMUGG00000021097	meriones_unguiculatus
ENSRNOP00000027414	ENSRNOG00000020173	rattus_norvegicus
MGP_PahariEiJ_P0079130	MGP_PahariEiJ_G0028708	mus_pahari
MGP_CAROLIEiJ_P0064032	MGP_CAROLIEiJ_G0026377	mus_caroli
ENSMSIP00000019135	ENSMSIG00000016295	mus_spicilegus
ENSMUSP00000037129	ENSMUSG00000033191	mus_musculus
MGP_SPRETEiJ_P0066522	MGP_SPRETEiJ_G0027349	mus_spretus
ENSMOCP00000017847	ENSMOCG00000016315	microtus_ochrogaster
ENSMAUP00000001074	ENSMAUG00000000809	mesocricetus_auratus
ENSCGRP00015002104	ENSCGRG00015001669	cricetulus_griseus_picr
ENSCGRP00001017174	ENSCGRG00001017265	cricetulus_griseus_chok1gshd
ENSCGRP00000010424	ENSCGRG00000007654	cricetulus_griseus_crigri
ENSPEMP00000012471	ENSPEMG00000012795	peromyscus_maniculatus_bairdii
ENSJJAP00000019382	ENSJJAG00000020351	jaculus_jaculus
ENSCCNP00000011778	ENSCCNG00000012205	castor_canadensis
ENSDORP00000020035	ENSDORG00000024284	dipodomys_ordii
ENSHGLP00100015023	ENSHGLG00100011122	heterocephalus_glaber_male
ENSHGLP00000006236	ENSHGLG00000004552	heterocephalus_glaber_female
ENSFDAP00000014051	ENSFDAG00000001070	fukomys_damarensis
ENSCPOP00000005485	ENSCPOG00000006080	cavia_porcellus
ENSCAPP00000008488	ENSCAPG00000010184	cavia_aperea
ENSCAPP00000000586	ENSCAPG00000000563	cavia_aperea
ENSCLAP00000006174	ENSCLAG00000004371	chinchilla_lanigera
ENSODEP00000002709	ENSODEG00000002098	octodon_degus
ENSDORP00000006572	ENSDORG00000007010	dipodomys_ordii
ENSSVLP00005016267	ENSSVLG00005012837	sciurus_vulgaris
ENSUPAP00010027192	ENSUPAG00010021466	urocitellus_parryii
ENSSDAP00000014411	ENSSDAG00000012949	spermophilus_dauricus
ENSSTOP00000005158	ENSSTOG00000005750	ictidomys_tridecemlineatus
ENSMMMP00000001405	ENSMMMG00000001231	marmota_marmota_marmota
ENSOCUP00000007755	ENSOCUG00000008969	oryctolagus_cuniculus
ENSOPRP00000014719	ENSOPRG00000016099	ochotona_princeps
ENSOGAP00000002410	ENSOGAG00000002693	otolemur_garnettii
ENSMICP00000006418	ENSMICG00000007042	microcebus_murinus
ENSPCOP00000017546	ENSPCOG00000020595	propithecus_coquereli
ENSPSMP00000008073	ENSPSMG00000005945	prolemur_simus
ENSSBOP00000039952	ENSSBOG00000035981	saimiri_boliviensis_boliviensis
ENSCCAP00000004438	ENSCCAG00000019700	cebus_capucinus
ENSCJAP00000006146	ENSCJAG00000003353	callithrix_jacchus
ENSANAP00000009552	ENSANAG00000022755	aotus_nancymaae
ENSPPYP00000001680	ENSPPYG00000001450	pongo_abelii
ENSPTRP00000001085	ENSPTRG00000000631	pan_troglodytes
ENSPPAP00000027265	ENSPPAG00000036693	pan_paniscus
ENSP00000361554	ENSG00000066056	homo_sapiens
ENSGGOP00000008553	ENSGGOG00000008745	gorilla_gorilla
ENSNLEP00000016198	ENSNLEG00000013277	nomascus_leucogenys
ENSCANP00000033578	ENSCANG00000040442	colobus_angolensis_palliatus
ENSRROP00000034724	ENSRROG00000040902	rhinopithecus_roxellana
ENSRBIP00000003650	ENSRBIG00000017224	rhinopithecus_bieti
ENSPTEP00000033777	ENSPTEG00000032176	piliocolobus_tephrosceles
ENSCSAP00000016834	ENSCSAG00000001180	chlorocebus_sabaeus
ENSMLEP00000016441	ENSMLEG00000032399	mandrillus_leucophaeus
ENSCATP00000002438	ENSCATG00000010483	cercocebus_atys
ENSPANP00000004860	ENSPANG00000007872	papio_anubis
ENSTGEP00000032432	ENSTGEG00000025918	theropithecus_gelada
ENSMNEP00000006538	ENSMNEG00000027550	macaca_nemestrina
ENSMMUP00000013971	ENSMMUG00000010660	macaca_mulatta
ENSMFAP00000032577	ENSMFAG00000002847	macaca_fascicularis
ENSTSYP00000011940	ENSTSYG00000012981	carlito_syrichta
ENSSHAP00000006666	ENSSHAG00000005800	sarcophilus_harrisii
ENSPCIP00000017841	ENSPCIG00000013610	phascolarctos_cinereus
ENSVURP00010025497	ENSVURG00010019513	vombatus_ursinus
ENSMEUP00000015113	ENSMEUG00000016521	notamacropus_eugenii
ENSMODP00000014225	ENSMODG00000011374	monodelphis_domestica
ENSSGRP00000002023	ENSSGRG00000001212	sinocyclocheilus_grahami
ENSCCRP00000058582	ENSCCRG00000031419	cyprinus_carpio
ENSLOCP00000007667	ENSLOCG00000006350	lepisosteus_oculatus
ENSDARP00000147239	ENSDARG00000004105	danio_rerio
ENSSRHP00000063642	ENSSRHG00000031550	sinocyclocheilus_rhinocerous
ENSSGRP00000043788	ENSSGRG00000023283	sinocyclocheilus_grahami
ENSSANP00000102686	ENSSANG00000050275	sinocyclocheilus_anshuiensis
ENSCCRP00015044782	ENSCCRG00015017988	cyprinus_carpio_huanghe
ENSCCRP00010098724	ENSCCRG00010043244	cyprinus_carpio_germanmirror
ENSCCRP00020100610	ENSCCRG00020046154	cyprinus_carpio_hebaored
ENSCCRP00000006432	ENSCCRG00000003766	cyprinus_carpio
ENSCARP00000031098	ENSCARG00000013636	carassius_auratus
ENSSGRP00000002012	ENSSGRG00000001199	sinocyclocheilus_grahami
ENSSRHP00000089887	ENSSRHG00000044384	sinocyclocheilus_rhinocerous
ENSSANP00000018564	ENSSANG00000009608	sinocyclocheilus_anshuiensis
ENSCARP00000062513	ENSCARG00000026648	carassius_auratus
ENSCCRP00010002979	ENSCCRG00010001190	cyprinus_carpio_germanmirror
ENSCCRP00000071178	ENSCCRG00000038381	cyprinus_carpio
ENSCCRP00020115077	ENSCCRG00020051874	cyprinus_carpio_hebaored
ENSCCRP00015081230	ENSCCRG00015032161	cyprinus_carpio_huanghe
ENSIPUP00000008186	ENSIPUG00000005642	ictalurus_punctatus
ENSEEEP00000017768	ENSEEEG00000008596	electrophorus_electricus
ENSPNAP00000004091	ENSPNAG00000010620	pygocentrus_nattereri
ENSAMXP00005041622	ENSAMXG00005018486	astyanax_mexicanus_pachon
ENSAMXP00000036003	ENSAMXG00000011333	astyanax_mexicanus
ENSDCDP00000032472	ENSDCDG00000020825	denticeps_clupeoides
ENSCHAP00000053428	ENSCHAG00000024160	clupea_harengus
ENSGMOP00000010539	ENSGMOG00000009842	gadus_morhua
ENSMMDP00005051166	ENSMMDG00005023144	myripristis_murdjan
ENSMMDP00005051174	ENSMMDG00005023146	myripristis_murdjan
ENSAPEP00000016679	ENSAPEG00000011922	amphiprion_percula
ENSAOCP00000019538	ENSAOCG00000003025	amphiprion_ocellaris
ENSAPOP00000000784	ENSAPOG00000001999	acanthochromis_polyacanthus
ENSSPAP00000021033	ENSSPAG00000015840	stegastes_partitus
ENSACIP00000014683	ENSACIG00000011396	amphilophus_citrinellus
ENSACIP00000014744	ENSACIG00000011429	amphilophus_citrinellus
ENSNBRP00000024832	ENSNBRG00000018998	neolamprologus_brichardi
ENSHBUP00000021124	ENSHBUG00000023530	haplochromis_burtoni
ENSMZEP00005025458	ENSMZEG00005018995	maylandia_zebra
ENSACLP00000000839	ENSACLG00000000607	astatotilapia_calliptera
ENSPNYP00000022384	ENSPNYG00000016849	pundamilia_nyererei
ENSONIP00000071015	ENSONIG00000008859	oreochromis_niloticus
ENSOABP00000047720	ENSOABG00000020549	oreochromis_aureus
ENSFHEP00000000794	ENSFHEG00000001516	fundulus_heteroclitus
ENSGAFP00000014220	ENSGAFG00000009612	gambusia_affinis
ENSXCOP00000009063	ENSXCOG00000006904	xiphophorus_couchianus
ENSXMAP00000011323	ENSXMAG00000011265	xiphophorus_maculatus
ENSPREP00000031209	ENSPREG00000021138	poecilia_reticulata
ENSPFOP00000006078	ENSPFOG00000005742	poecilia_formosa
ENSPMEP00000001505	ENSPMEG00000002436	poecilia_mexicana
ENSPLAP00000000588	ENSPLAG00000001430	poecilia_latipinna
ENSCVAP00000021878	ENSCVAG00000004204	cyprinodon_variegatus
ENSKMAP00000014446	ENSKMAG00000010849	kryptolebias_marmoratus
ENSNFUP00015054503	ENSNFUG00015025290	nothobranchius_furzeri
ENSOMEP00000026751	ENSOMEG00000008768	oryzias_melastigma
ENSORLP00020008763	ENSORLG00020009653	oryzias_latipes_hni
ENSORLP00015004921	ENSORLG00015005687	oryzias_latipes_hsok
ENSORLP00000013414	ENSORLG00000010699	oryzias_latipes
ENSPRNP00000047750	ENSPRNG00000022472	parambassis_ranga
ENSGWIP00000031240	ENSGWIG00000014465	gouania_willdenowi
ENSSFAP00005028087	ENSSFAG00005013736	salarias_fasciatus
ENSMALP00000024840	ENSMALG00000017257	monopterus_albus
ENSMAMP00000014314	ENSMAMG00000009664	mastacembelus_armatus
ENSATEP00000029771	ENSATEG00000020549	anabas_testudineus
ENSLCRP00005027645	ENSLCRG00005010424	larimichthys_crocea
ENSDLAP00005047861	ENSDLAG00005020157	dicentrarchus_labrax
ENSMMOP00000002165	ENSMMOG00000001784	mola_mola
ENSTNIP00000021254	ENSTNIG00000018089	tetraodon_nigroviridis
ENSTRUP00000047293	ENSTRUG00000018474	takifugu_rubripes
ENSLBEP00000018299	ENSLBEG00000014097	labrus_bergylta
ENSSAUP00010055126	ENSSAUG00010022142	sparus_aurata
ENSCGOP00000042479	ENSCGOG00000019073	cottoperca_gobio
ENSCLMP00005021421	ENSCLMG00005010687	cyclopterus_lumpus
ENSGACP00000008929	ENSGACG00000006730	gasterosteus_aculeatus
ENSSLUP00000053871	ENSSLUG00000023059	sander_lucioperca
ENSENLP00000009004	ENSENLG00000003898	echeneis_naucrates
ENSSLDP00000001736	ENSSLDG00000001435	seriola_lalandi_dorsalis
ENSSDUP00000018968	ENSSDUG00000013845	seriola_dumerili
ENSSDUP00000019060	ENSSDUG00000013895	seriola_dumerili
ENSSMAP00000033650	ENSSMAG00000020579	scophthalmus_maximus
ENSBSLP00000016126	ENSBSLG00000007924	betta_splendens
ENSCSEP00000029390	ENSCSEG00000018824	cynoglossus_semilaevis
ENSHCOP00000003743	ENSHCOG00000005202	hippocampus_comes
ENSSORP00005049693	ENSSORG00005022246	sphaeramia_orbicularis
ENSPMGP00000012881	ENSPMGG00000010616	periophthalmus_magnuspinnatus
ENSELUP00000022280	ENSELUG00000021380	esox_lucius
ENSHHUP00000039397	ENSHHUG00000024450	hucho_hucho
ENSOMYP00000064559	ENSOMYG00000029871	oncorhynchus_mykiss
ENSOKIP00005101188	ENSOKIG00005044563	oncorhynchus_kisutch
ENSSTUP00000102706	ENSSTUG00000045449	salmo_trutta
ENSSSAP00000042322	ENSSSAG00000045503	salmo_salar
ENSHHUP00000059678	ENSHHUG00000035436	hucho_hucho
ENSSTUP00000013939	ENSSTUG00000005979	salmo_trutta
ENSSSAP00000113894	ENSSSAG00000079214	salmo_salar
ENSOKIP00005011204	ENSOKIG00005004729	oncorhynchus_kisutch
ENSOTSP00005030220	ENSOTSG00005014172	oncorhynchus_tshawytscha
ENSOMYP00000011031	ENSOMYG00000005480	oncorhynchus_mykiss
ENSPKIP00000031044	ENSPKIG00000011671	paramormyrops_kingsleyae
ENSSFOP00015035441	ENSSFOG00015022550	scleropages_formosus
ENSECRP00000011101	ENSECRG00000007369	erpetoichthys_calabaricus
ENSCINP00000036385	ENSCING00000018262	ciona_intestinalis
