ENSCMIP00000032801	ENSCMIG00000014026	callorhinchus_milii
ENSDLAP00005042002	ENSDLAG00005018741	dicentrarchus_labrax
ENSSAUP00010020949	ENSSAUG00010009211	sparus_aurata
ENSCLMP00005004679	ENSCLMG00005002562	cyclopterus_lumpus
ENSGACP00000010114	ENSGACG00000007625	gasterosteus_aculeatus
ENSSLUP00000011055	ENSSLUG00000005234	sander_lucioperca
ENSCGOP00000016759	ENSCGOG00000007505	cottoperca_gobio
ENSNFUP00015032627	ENSNFUG00015015969	nothobranchius_furzeri
ENSKMAP00000028159	ENSKMAG00000020873	kryptolebias_marmoratus
ENSORLP00020018653	ENSORLG00020019619	oryzias_latipes_hni
ENSORLP00015007227	ENSORLG00015008082	oryzias_latipes_hsok
ENSORLP00000006595	ENSORLG00000005227	oryzias_latipes
ENSOSIP00000038383	ENSOSIG00000018960	oryzias_sinensis
ENSOMEP00000021720	ENSOMEG00000023654	oryzias_melastigma
ENSOJAP00000013947	ENSOJAG00000006967	oryzias_javanicus
ENSPFOP00000018916	ENSPFOG00000018778	poecilia_formosa
ENSXMAP00000016794	ENSXMAG00000016744	xiphophorus_maculatus
ENSPMEP00000000970	ENSPMEG00000001830	poecilia_mexicana
ENSPLAP00000028162	ENSPLAG00000017343	poecilia_latipinna
ENSFHEP00000004709	ENSFHEG00000005652	fundulus_heteroclitus
ENSCVAP00000004986	ENSCVAG00000006368	cyprinodon_variegatus
ENSXCOP00000012340	ENSXCOG00000009327	xiphophorus_couchianus
ENSPREP00000028350	ENSPREG00000019197	poecilia_reticulata
ENSGAFP00000020465	ENSGAFG00000013825	gambusia_affinis
ENSSFAP00005046185	ENSSFAG00005022550	salarias_fasciatus
ENSCSEP00000019532	ENSCSEG00000012494	cynoglossus_semilaevis
ENSPMGP00000010078	ENSPMGG00000008361	periophthalmus_magnuspinnatus
ENSNMLP00000017449	ENSNMLG00000011538	neogobius_melanostomus
ENSDARP00000118353	ENSDARG00000059897	danio_rerio
ENSCARP00000003047	ENSCARG00000001434	carassius_auratus
ENSCCRP00015034105	ENSCCRG00015014206	cyprinus_carpio_huanghe
ENSCCRP00020030779	ENSCCRG00020013935	cyprinus_carpio_hebaored
ENSCCRP00000034207	ENSCCRG00000018363	cyprinus_carpio
ENSCCRP00010021988	ENSCCRG00010009488	cyprinus_carpio_germanmirror
ENSSGRP00000083753	ENSSGRG00000042311	sinocyclocheilus_grahami
ENSSGRP00000070025	ENSSGRG00000035854	sinocyclocheilus_grahami
ENSSANP00000103573	ENSSANG00000050770	sinocyclocheilus_anshuiensis
ENSSRHP00000099640	ENSSRHG00000048861	sinocyclocheilus_rhinocerous
ENSSANP00000097493	ENSSANG00000048046	sinocyclocheilus_anshuiensis
ENSSRHP00000023844	ENSSRHG00000012540	sinocyclocheilus_rhinocerous
ENSCCRP00000048667	ENSCCRG00000025953	cyprinus_carpio
ENSCCRP00010020667	ENSCCRG00010008953	cyprinus_carpio_germanmirror
ENSCCRP00015015096	ENSCCRG00015006773	cyprinus_carpio_huanghe
ENSCCRP00020002248	ENSCCRG00020001366	cyprinus_carpio_hebaored
ENSCARP00000035940	ENSCARG00000015645	carassius_auratus
ENSEEEP00000003635	ENSEEEG00000001980	electrophorus_electricus
ENSIPUP00000013292	ENSIPUG00000009072	ictalurus_punctatus
ENSPNAP00000011589	ENSPNAG00000017256	pygocentrus_nattereri
ENSAMXP00000011622	ENSAMXG00000011319	astyanax_mexicanus
ENSAMXP00005041552	ENSAMXG00005019454	astyanax_mexicanus_pachon
ENSCHAP00000054374	ENSCHAG00000024697	clupea_harengus
ENSSFOP00015014681	ENSSFOG00015009438	scleropages_formosus
ENSPKIP00000004858	ENSPKIG00000021781	paramormyrops_kingsleyae
ENSXCOP00000012344	ENSXCOG00000009331	xiphophorus_couchianus
ENSSFOP00015037319	ENSSFOG00015023738	scleropages_formosus
ENSPKIP00000028609	ENSPKIG00000010169	paramormyrops_kingsleyae
ENSCHAP00000052468	ENSCHAG00000023947	clupea_harengus
ENSDCDP00000032209	ENSDCDG00000022177	denticeps_clupeoides
ENSPNAP00000000520	ENSPNAG00000000301	pygocentrus_nattereri
ENSAMXP00005027335	ENSAMXG00005013727	astyanax_mexicanus_pachon
ENSAMXP00000006838	ENSAMXG00000006667	astyanax_mexicanus
ENSIPUP00000026090	ENSIPUG00000017658	ictalurus_punctatus
ENSEEEP00000031355	ENSEEEG00000015008	electrophorus_electricus
ENSCCRP00010106889	ENSCCRG00010047151	cyprinus_carpio_germanmirror
ENSCCRP00015074783	ENSCCRG00015030278	cyprinus_carpio_huanghe
ENSCCRP00000007508	ENSCCRG00000004418	cyprinus_carpio
ENSCCRP00020061908	ENSCCRG00020029209	cyprinus_carpio_hebaored
ENSCCRP00020023452	ENSCCRG00020010885	cyprinus_carpio_hebaored
ENSCARP00000064413	ENSCARG00000028718	carassius_auratus
ENSSGRP00000042787	ENSSGRG00000023165	sinocyclocheilus_grahami
ENSSGRP00000015446	ENSSGRG00000009616	sinocyclocheilus_grahami
ENSSANP00000098928	ENSSANG00000048679	sinocyclocheilus_anshuiensis
ENSCCRP00015056996	ENSCCRG00015023426	cyprinus_carpio_huanghe
ENSCCRP00010063259	ENSCCRG00010026955	cyprinus_carpio_germanmirror
ENSCARP00000051013	ENSCARG00000022071	carassius_auratus
ENSSRHP00000094584	ENSSRHG00000046516	sinocyclocheilus_rhinocerous
ENSSRHP00000071932	ENSSRHG00000035781	sinocyclocheilus_rhinocerous
ENSSGRP00000042784	ENSSGRG00000023161	sinocyclocheilus_grahami
ENSSANP00000054851	ENSSANG00000027466	sinocyclocheilus_anshuiensis
ENSDARP00000140425	ENSDARG00000098511	danio_rerio
ENSSSAP00000101812	ENSSSAG00000074963	salmo_salar
ENSSTUP00000071078	ENSSTUG00000031090	salmo_trutta
ENSOMYP00000075826	ENSOMYG00000035051	oncorhynchus_mykiss
ENSOKIP00005018505	ENSOKIG00005008221	oncorhynchus_kisutch
ENSOTSP00005089157	ENSOTSG00005041972	oncorhynchus_tshawytscha
ENSHHUP00000071794	ENSHHUG00000042162	hucho_hucho
ENSSTUP00000006876	ENSSTUG00000003327	salmo_trutta
ENSSSAP00000079335	ENSSSAG00000066722	salmo_salar
ENSHHUP00000060098	ENSHHUG00000035671	hucho_hucho
ENSOKIP00005025031	ENSOKIG00005010857	oncorhynchus_kisutch
ENSOMYP00000046505	ENSOMYG00000021208	oncorhynchus_mykiss
ENSOTSP00005017217	ENSOTSG00005008474	oncorhynchus_tshawytscha
ENSOTSP00005101006	ENSOTSG00005046502	oncorhynchus_tshawytscha
ENSELUP00000002613	ENSELUG00000003955	esox_lucius
ENSGMOP00000015462	ENSGMOG00000014446	gadus_morhua
ENSBSLP00000004816	ENSBSLG00000002567	betta_splendens
ENSATEP00000020821	ENSATEG00000014460	anabas_testudineus
ENSMALP00000005048	ENSMALG00000003610	monopterus_albus
ENSMAMP00000025239	ENSMAMG00000016939	mastacembelus_armatus
ENSCSEP00000001495	ENSCSEG00000001018	cynoglossus_semilaevis
ENSSMAP00000012916	ENSSMAG00000007934	scophthalmus_maximus
ENSSDUP00000033129	ENSSDUG00000023796	seriola_dumerili
ENSSLDP00000007401	ENSSLDG00000005864	seriola_lalandi_dorsalis
ENSLCAP00010006022	ENSLCAG00010002974	lates_calcarifer
ENSENLP00000024955	ENSENLG00000011272	echeneis_naucrates
ENSNMLP00000003286	ENSNMLG00000002373	neogobius_melanostomus
ENSPMGP00000003040	ENSPMGG00000002652	periophthalmus_magnuspinnatus
ENSSORP00005050100	ENSSORG00005022734	sphaeramia_orbicularis
ENSAPOP00000024370	ENSAPOG00000006744	acanthochromis_polyacanthus
ENSAOCP00000007677	ENSAOCG00000011496	amphiprion_ocellaris
ENSAPEP00000027858	ENSAPEG00000019720	amphiprion_percula
ENSSPAP00000015491	ENSSPAG00000011650	stegastes_partitus
ENSPRNP00000033751	ENSPRNG00000016977	parambassis_ranga
ENSACLP00000002257	ENSACLG00000001565	astatotilapia_calliptera
ENSORLP00015014223	ENSORLG00015015147	oryzias_latipes_hsok
ENSORLP00000027787	ENSORLG00000023491	oryzias_latipes
ENSOSIP00000026564	ENSOSIG00000013970	oryzias_sinensis
ENSONIP00000009538	ENSONIG00000007566	oreochromis_niloticus
ENSOABP00000055143	ENSOABG00000024332	oreochromis_aureus
ENSNBRP00000007147	ENSNBRG00000005565	neolamprologus_brichardi
ENSPNYP00000007753	ENSPNYG00000005928	pundamilia_nyererei
ENSHBUP00000024832	ENSHBUG00000006471	haplochromis_burtoni
ENSMZEP00005000938	ENSMZEG00005000780	maylandia_zebra
ENSACIP00000019071	ENSACIG00000014847	amphilophus_citrinellus
ENSACLP00000002416	ENSACLG00000001584	astatotilapia_calliptera
ENSOMEP00000027915	ENSOMEG00000010657	oryzias_melastigma
ENSOJAP00000042394	ENSOJAG00000020873	oryzias_javanicus
ENSORLP00015014252	ENSORLG00015015261	oryzias_latipes_hsok
ENSORLP00020007307	ENSORLG00020008207	oryzias_latipes_hni
ENSORLP00000018311	ENSORLG00000004637	oryzias_latipes
ENSOSIP00000026568	ENSOSIG00000013972	oryzias_sinensis
ENSFHEP00000020680	ENSFHEG00000022643	fundulus_heteroclitus
ENSCVAP00000032850	ENSCVAG00000023272	cyprinodon_variegatus
ENSGAFP00000018644	ENSGAFG00000012611	gambusia_affinis
ENSXMAP00000004934	ENSXMAG00000004917	xiphophorus_maculatus
ENSXCOP00000002272	ENSXCOG00000001819	xiphophorus_couchianus
ENSPREP00000004109	ENSPREG00000002914	poecilia_reticulata
ENSPLAP00000021087	ENSPLAG00000004573	poecilia_latipinna
ENSPFOP00000013495	ENSPFOG00000013362	poecilia_formosa
ENSPMEP00000008557	ENSPMEG00000010342	poecilia_mexicana
ENSNFUP00015007999	ENSNFUG00015003926	nothobranchius_furzeri
ENSKMAP00000016540	ENSKMAG00000012289	kryptolebias_marmoratus
ENSSFAP00005039226	ENSSFAG00005019622	salarias_fasciatus
ENSGWIP00000022692	ENSGWIG00000012074	gouania_willdenowi
ENSHCOP00000016165	ENSHCOG00000019902	hippocampus_comes
ENSGACP00000021397	ENSGACG00000016216	gasterosteus_aculeatus
ENSDLAP00005021405	ENSDLAG00005009848	dicentrarchus_labrax
ENSLCRP00005043367	ENSLCRG00005016556	larimichthys_crocea
ENSMMOP00000003102	ENSMMOG00000002490	mola_mola
ENSSLUP00000038049	ENSSLUG00000016986	sander_lucioperca
ENSCLMP00005048892	ENSCLMG00005022322	cyclopterus_lumpus
ENSCGOP00000021359	ENSCGOG00000010275	cottoperca_gobio
ENSLBEP00000025917	ENSLBEG00000019739	labrus_bergylta
ENSTRUP00000001469	ENSTRUG00000000615	takifugu_rubripes
ENSTNIP00000010362	ENSTNIG00000007553	tetraodon_nigroviridis
ENSSAUP00010013452	ENSSAUG00010006394	sparus_aurata
ENSMMDP00005035498	ENSMMDG00005016506	myripristis_murdjan
ENSXETP00000025663	ENSXETG00000011726	xenopus_tropicalis
ENSLLEP00000005410	ENSLLEG00000003442	leptobrachium_leishanense
ENSPSIP00000003723	ENSPSIG00000003535	pelodiscus_sinensis
ENSCSRP00000010821	ENSCSRG00000008010	chelydra_serpentina
ENSCABP00000010525	ENSCABG00000007879	chelonoidis_abingdonii
ENSGAGP00000017767	ENSGAGG00000013192	gopherus_agassizii
ENSGEVP00005025954	ENSGEVG00005018338	gopherus_evgoodei
ENSCPBP00000030976	ENSCPBG00000021768	chrysemys_picta_bellii
ENSPCEP00000019028	ENSPCEG00000014809	pelusios_castaneus
ENSNPEP00000020709	ENSNPEG00000015404	nothoprocta_perdicaria
ENSAHAP00000006593	ENSAHAG00000004945	apteryx_haastii
ENSARWP00000014660	ENSARWG00000010132	apteryx_rowi
ENSAOWP00000019410	ENSAOWG00000013179	apteryx_owenii
ENSDNVP00000014379	ENSDNVG00000010091	dromaius_novaehollandiae
ENSSCUP00000003272	ENSSCUG00000002471	struthio_camelus_australis
ENSSCUP00000012799	ENSSCUG00000009401	struthio_camelus_australis
ENSCJPP00005010890	ENSCJPG00005009418	coturnix_japonica
ENSGALP00000069010	ENSGALG00000012594	gallus_gallus
ENSPSTP00000007217	ENSPSTG00000005108	pavo_cristatus
ENSCPIP00010006199	ENSCPIG00010004808	chrysolophus_pictus
ENSPCLP00000015434	ENSPCLG00000012593	phasianus_colchicus
ENSMGAP00000006432	ENSMGAG00000006362	meleagris_gallopavo
ENSNMEP00000020426	ENSNMEG00000017527	numida_meleagris
ENSAZOP00000009872	ENSAZOG00000006302	anas_zonorhyncha
ENSAPLP00000031280	ENSAPLG00000009998	anas_platyrhynchos_platyrhynchos
ENSAPLP00020012905	ENSAPLG00020009451	anas_platyrhynchos
ENSCMMP00000026640	ENSCMMG00000016381	cairina_moschata_domestica
ENSABRP00000027692	ENSABRG00000023038	anser_brachyrhynchus
ENSACDP00005024594	ENSACDG00005017828	anser_cygnoides
ENSMUNP00000016203	ENSMUNG00000012471	melopsittacus_undulatus
ENSSHBP00005024641	ENSSHBG00005020531	strigops_habroptila
ENSACOP00000020701	ENSACOG00000014228	amazona_collaria
ENSOSUP00000021567	ENSOSUG00000014941	otus_sunia
ENSSOCP00000022179	ENSSOCG00000016504	strix_occidentalis_caurina
ENSBOBP00000012458	ENSBOBG00000007900	bubo_bubo
ENSACUP00000016289	ENSACUG00000010912	athene_cunicularia
ENSCPUP00000021936	ENSCPUG00000014859	calidris_pugnax
ENSCPGP00000018491	ENSCPGG00000012920	calidris_pygmaea
ENSFTIP00000015803	ENSFTIG00000010477	falco_tinnunculus
ENSCUSP00005022554	ENSCUSG00005014263	catharus_ustulatus
ENSSOCP00000021532	ENSSOCG00000016078	strix_occidentalis_caurina
ENSACCP00020019848	ENSACCG00020013644	aquila_chrysaetos_chrysaetos
ENSBJAP00000024880	ENSBJAG00000015888	buteo_japonicus
ENSLCOP00000009573	ENSLCOG00000006972	lepidothrix_coronata
ENSMVIP00005013735	ENSMVIG00005009935	manacus_vitellinus
ENSMCSP00000015949	ENSMCSG00000011207	malurus_cyaneus_samueli
ENSCMUP00000006197	ENSCMUG00000004121	corvus_moneduloides
ENSCCEP00000010745	ENSCCEG00000010605	cyanistes_caeruleus
ENSPMJP00000000665	ENSPMJG00000000584	parus_major
ENSCRFP00000001339	ENSCRFG00000001134	stachyris_ruficeps
ENSZLMP00000014687	ENSZLMG00000010207	zosterops_lateralis_melanops
ENSEGOP00005009130	ENSEGOG00005007106	erythrura_gouldiae
ENSTGUP00000021181	ENSTGUG00000003077	taeniopygia_guttata
ENSLSDP00000024826	ENSLSDG00000017403	lonchura_striata_domestica
ENSSCAP00000005723	ENSSCAG00000004537	serinus_canaria
ENSGFOP00000010391	ENSGFOG00000007239	geospiza_fortis
ENSCPVP00000007534	ENSCPVG00000005528	camarhynchus_parvulus
ENSZALP00000013961	ENSZALG00000011607	zonotrichia_albicollis
ENSFALP00000013011	ENSFALG00000012467	ficedula_albicollis
ENSCUSP00005027785	ENSCUSG00005017078	catharus_ustulatus
ENSSCUP00000000086	ENSSCUG00000000130	struthio_camelus_australis
ENSFTIP00000018600	ENSFTIG00000012283	falco_tinnunculus
ENSANIP00000015779	ENSANIG00000010738	accipiter_nisus
ENSCPRP00005009763	ENSCPRG00005006957	crocodylus_porosus
ENSSPUP00000004933	ENSSPUG00000003797	sphenodon_punctatus
ENSPMRP00000025894	ENSPMRG00000016765	podarcis_muralis
ENSVKKP00000012691	ENSVKKG00000008806	varanus_komodoensis
ENSACAP00000001066	ENSACAG00000000978	anolis_carolinensis
ENSPVIP00000031477	ENSPVIG00000023147	pogona_vitticeps
ENSPTXP00000016149	ENSPTXG00000011162	pseudonaja_textilis
ENSNSUP00000019791	ENSNSUG00000014454	notechis_scutatus
ENSNNAP00000025957	ENSNNAG00000016907	naja_naja
ENSSMRP00000024813	ENSSMRG00000019181	salvator_merianae
ENSOANP00000042781	ENSOANG00000004039	ornithorhynchus_anatinus
ENSMODP00000035172	ENSMODG00000008224	monodelphis_domestica
ENSSHAP00000016814	ENSSHAG00000014304	sarcophilus_harrisii
ENSPCIP00000037552	ENSPCIG00000027672	phascolarctos_cinereus
ENSVURP00010020286	ENSVURG00010015530	vombatus_ursinus
ENSVURP00010025778	ENSVURG00010019747	vombatus_ursinus
ENSMEUP00000004965	ENSMEUG00000005422	notamacropus_eugenii
ENSCHOP00000011654	ENSCHOG00000013140	choloepus_hoffmanni
ENSDNOP00000014279	ENSDNOG00000018395	dasypus_novemcinctus
ENSLAFP00000006078	ENSLAFG00000007229	loxodonta_africana
ENSPCAP00000002047	ENSPCAG00000002142	procavia_capensis
ENSETEP00000013068	ENSETEG00000016109	echinops_telfairi
ENSDORP00000006907	ENSDORG00000007365	dipodomys_ordii
ENSCCNP00000003434	ENSCCNG00000003202	castor_canadensis
ENSJJAP00000021375	ENSJJAG00000021752	jaculus_jaculus
ENSNGAP00000017827	ENSNGAG00000018123	nannospalax_galili
ENSMAUP00000015450	ENSMAUG00000014898	mesocricetus_auratus
ENSCGRP00000015148	ENSCGRG00000010990	cricetulus_griseus_crigri
ENSCGRP00000004685	ENSCGRG00000003439	cricetulus_griseus_crigri
ENSCGRP00015020214	ENSCGRG00015014640	cricetulus_griseus_picr
ENSCGRP00001011985	ENSCGRG00001013499	cricetulus_griseus_chok1gshd
ENSCGRP00001010496	ENSCGRG00001012376	cricetulus_griseus_chok1gshd
ENSMOCP00000016604	ENSMOCG00000015461	microtus_ochrogaster
ENSPEMP00000000077	ENSPEMG00000000060	peromyscus_maniculatus_bairdii
ENSMUGP00000025899	ENSMUGG00000021610	meriones_unguiculatus
MGP_PahariEiJ_P0041237	MGP_PahariEiJ_G0019666	mus_pahari
MGP_CAROLIEiJ_P0034616	MGP_CAROLIEiJ_G0018602	mus_caroli
MGP_SPRETEiJ_P0036273	MGP_SPRETEiJ_G0019482	mus_spretus
ENSMUSP00000078757	ENSMUSG00000055254	mus_musculus
ENSMSIP00000024737	ENSMSIG00000020750	mus_spicilegus
ENSRNOP00000073595	ENSRNOG00000018839	rattus_norvegicus
ENSCLAP00000006735	ENSCLAG00000004746	chinchilla_lanigera
ENSODEP00000007357	ENSODEG00000005490	octodon_degus
ENSCPOP00000021407	ENSCPOG00000032833	cavia_porcellus
ENSCAPP00000011810	ENSCAPG00000012789	cavia_aperea
ENSFDAP00000007809	ENSFDAG00000016244	fukomys_damarensis
ENSHGLP00100026218	ENSHGLG00100019238	heterocephalus_glaber_male
ENSHGLP00000024816	ENSHGLG00000017693	heterocephalus_glaber_female
ENSSVLP00005031402	ENSSVLG00005024628	sciurus_vulgaris
ENSMMMP00000023683	ENSMMMG00000020504	marmota_marmota_marmota
ENSSTOP00000008008	ENSSTOG00000008937	ictidomys_tridecemlineatus
ENSSDAP00000006022	ENSSDAG00000005347	spermophilus_dauricus
ENSUPAP00010016577	ENSUPAG00010012718	urocitellus_parryii
ENSOPRP00000015299	ENSOPRG00000016748	ochotona_princeps
ENSOCUP00000008390	ENSOCUG00000009736	oryctolagus_cuniculus
ENSOGAP00000005476	ENSOGAG00000006130	otolemur_garnettii
ENSMICP00000049932	ENSMICG00000011656	microcebus_murinus
ENSPCOP00000001158	ENSPCOG00000003483	propithecus_coquereli
ENSPSMP00000027640	ENSPSMG00000019158	prolemur_simus
ENSTSYP00000015988	ENSTSYG00000011457	carlito_syrichta
ENSCJAP00000023921	ENSCJAG00000003897	callithrix_jacchus
ENSCCAP00000031390	ENSCCAG00000033655	cebus_capucinus
ENSSBOP00000014525	ENSSBOG00000023944	saimiri_boliviensis_boliviensis
ENSANAP00000033227	ENSANAG00000034207	aotus_nancymaae
ENSCANP00000008874	ENSCANG00000027717	colobus_angolensis_palliatus
ENSPTEP00000028062	ENSPTEG00000027753	piliocolobus_tephrosceles
ENSRROP00000032748	ENSRROG00000039992	rhinopithecus_roxellana
ENSRBIP00000037381	ENSRBIG00000042250	rhinopithecus_bieti
ENSCSAP00000003745	ENSCSAG00000007484	chlorocebus_sabaeus
ENSMLEP00000002331	ENSMLEG00000009155	mandrillus_leucophaeus
ENSCATP00000035094	ENSCATG00000040423	cercocebus_atys
ENSPANP00000035132	ENSPANG00000024884	papio_anubis
ENSTGEP00000035994	ENSTGEG00000028643	theropithecus_gelada
ENSMNEP00000011133	ENSMNEG00000029886	macaca_nemestrina
ENSMMUP00000073592	ENSMMUG00000023117	macaca_mulatta
ENSMFAP00000027532	ENSMFAG00000045094	macaca_fascicularis
ENSGGOP00000013959	ENSGGOG00000014303	gorilla_gorilla
ENSPPAP00000029510	ENSPPAG00000037720	pan_paniscus
ENSPTRP00000077403	ENSPTRG00000021064	pan_troglodytes
ENSP00000277120	ENSG00000148053	homo_sapiens
ENSPPYP00000021662	ENSPPYG00000019331	pongo_abelii
ENSNLEP00000004512	ENSNLEG00000003678	nomascus_leucogenys
ENSTBEP00000006675	ENSTBEG00000007694	tupaia_belangeri
ENSEEUP00000005455	ENSEEUG00000005940	erinaceus_europaeus
ENSSARP00000004736	ENSSARG00000005214	sorex_araneus
ENSSSCP00000039695	ENSSSCG00000010959	sus_scrofa
ENSCWAP00000016134	ENSCWAG00000011034	catagonus_wagneri
ENSVPAP00000001726	ENSVPAG00000001871	vicugna_pacos
ENSCDRP00005028172	ENSCDRG00005019324	camelus_dromedarius
ENSPCTP00005005165	ENSPCTG00005003626	physeter_catodon
ENSTTRP00000016181	ENSTTRG00000017068	tursiops_truncatus
ENSDLEP00000017454	ENSDLEG00000012748	delphinapterus_leucas
ENSMMNP00015022814	ENSMMNG00015016736	monodon_monoceros
ENSPSNP00000002040	ENSPSNG00000001580	phocoena_sinus
ENSBMSP00010010569	ENSBMSG00010007732	balaenoptera_musculus
ENSMMSP00000015633	ENSMMSG00000011854	moschus_moschiferus
ENSOARP00000009550	ENSOARG00000008891	ovis_aries
ENSCHIP00000027074	ENSCHIG00000023122	capra_hircus
ENSBBBP00000003509	ENSBBBG00000012750	bison_bison_bison
ENSBMUP00000024906	ENSBMUG00000018642	bos_mutus
ENSBTAP00000053704	ENSBTAG00000010647	bos_taurus
ENSBIXP00000040293	ENSBIXG00000024334	bos_taurus_hybrid
ENSBIXP00005015569	ENSBIXG00005019428	bos_indicus_hybrid
ENSBGRP00000006997	ENSBGRG00000004372	bos_grunniens
ENSCHIP00010013097	ENSCHIG00010009454	capra_hircus_blackbengal
ENSCHYP00000020193	ENSCHYG00000013465	cervus_hanglu_yarkandensis
ENSECAP00000030735	ENSECAG00000011815	equus_caballus
ENSEASP00005029938	ENSEASG00005020360	equus_asinus_asinus
ENSMLUP00000015283	ENSMLUG00000016765	myotis_lucifugus
ENSRFEP00010022856	ENSRFEG00010015264	rhinolophus_ferrumequinum
ENSPVAP00000012782	ENSPVAG00000013545	pteropus_vampyrus
ENSSSUP00005015776	ENSSSUG00005010168	suricata_suricatta
ENSFCAP00000008418	ENSFCAG00000009081	felis_catus
ENSLCNP00005021713	ENSLCNG00005014019	lynx_canadensis
ENSPPRP00000018527	ENSPPRG00000010381	panthera_pardus
ENSPTIP00000007569	ENSPTIG00000009009	panthera_tigris_altaica
ENSPLOP00000018412	ENSPLOG00000012890	panthera_leo
ENSZCAP00015029363	ENSZCAG00015018477	zalophus_californianus
ENSUMAP00000006164	ENSUMAG00000004861	ursus_maritimus
ENSUAMP00000027430	ENSUAMG00000021137	ursus_americanus
ENSUTTP00000017278	ENSUTTG00000010833	ursus_thibetanus_thibetanus
ENSAMEP00000004235	ENSAMEG00000003994	ailuropoda_melanoleuca
ENSMPUP00000002158	ENSMPUG00000002180	mustela_putorius_furo
ENSNVIP00000018172	ENSNVIG00000013978	neovison_vison
ENSCAFP00020030505	ENSCAFG00020023722	canis_lupus_dingo
ENSCAFP00030007612	ENSCAFG00030004685	canis_lupus_familiarisbasenji
ENSCAFP00040001563	ENSCAFG00040000962	canis_lupus_familiarisgreatdane
ENSCAFP00000063233	ENSCAFG00000001380	canis_lupus_familiaris
ENSVVUP00000030918	ENSVVUG00000022557	vulpes_vulpes
ENSLACP00000003030	ENSLACG00000002710	latimeria_chalumnae
ENSLOCP00000002703	ENSLOCG00000002294	lepisosteus_oculatus
ENSECRP00000008855	ENSECRG00000005951	erpetoichthys_calabaricus
ENSPMAP00000000311	ENSPMAG00000000275	petromyzon_marinus
ENSEBUP00000021232	ENSEBUG00000013122	eptatretus_burgeri
ENSPMAP00000009152	ENSPMAG00000008311	petromyzon_marinus
