ENSPMAP00000007345	ENSPMAG00000006662	petromyzon_marinus
ENSABRP00000020517	ENSABRG00000017483	anser_brachyrhynchus
ENSNMEP00000022075	ENSNMEG00000018904	numida_meleagris
ENSCPIP00010010561	ENSCPIG00010008169	chrysolophus_pictus
ENSPCLP00000012046	ENSPCLG00000009912	phasianus_colchicus
ENSPSTP00000004115	ENSPSTG00000002983	pavo_cristatus
ENSGALP00000009176	ENSGALG00000005725	gallus_gallus
ENSMGAP00000007026	ENSMGAG00000006864	meleagris_gallopavo
ENSCJPP00005005999	ENSCJPG00005005658	coturnix_japonica
ENSNPEP00000009326	ENSNPEG00000007006	nothoprocta_perdicaria
ENSDNVP00000019489	ENSDNVG00000013654	dromaius_novaehollandiae
ENSAOWP00000015105	ENSAOWG00000010289	apteryx_owenii
ENSAHAP00000005786	ENSAHAG00000004448	apteryx_haastii
ENSARWP00000004607	ENSARWG00000003348	apteryx_rowi
ENSSCUP00000003857	ENSSCUG00000002929	struthio_camelus_australis
ENSOANP00000035273	ENSOANG00000002293	ornithorhynchus_anatinus
ENSFCAP00000003348	ENSFCAG00000003633	felis_catus
ENSLCNP00005009362	ENSLCNG00005006125	lynx_canadensis
ENSLCNP00005009348	ENSLCNG00005006118	lynx_canadensis
ENSPTIP00000022458	ENSPTIG00000019258	panthera_tigris_altaica
ENSPPRP00000026492	ENSPPRG00000017326	panthera_pardus
ENSPLOP00000003477	ENSPLOG00000002499	panthera_leo
ENSSSUP00005031047	ENSSSUG00005020021	suricata_suricatta
ENSMPUP00000013894	ENSMPUG00000013999	mustela_putorius_furo
ENSNVIP00000001540	ENSNVIG00000001216	neovison_vison
ENSAMEP00000005444	ENSAMEG00000005060	ailuropoda_melanoleuca
ENSUAMP00000032249	ENSUAMG00000024656	ursus_americanus
ENSUMAP00000006050	ENSUMAG00000004783	ursus_maritimus
ENSUTTP00000003069	ENSUTTG00000001974	ursus_thibetanus_thibetanus
ENSZCAP00015006662	ENSZCAG00015004193	zalophus_californianus
ENSCAFP00030003885	ENSCAFG00030002364	canis_lupus_familiarisbasenji
ENSCAFP00000053521	ENSCAFG00000018219	canis_lupus_familiaris
ENSCAFP00040017060	ENSCAFG00040010549	canis_lupus_familiarisgreatdane
ENSCAFP00020030239	ENSCAFG00020023585	canis_lupus_dingo
ENSVVUP00000010090	ENSVVUG00000007458	vulpes_vulpes
ENSVPAP00000006892	ENSVPAG00000007409	vicugna_pacos
ENSCDRP00005003329	ENSCDRG00005002338	camelus_dromedarius
ENSPCTP00005030651	ENSPCTG00005021873	physeter_catodon
ENSPSNP00000025198	ENSPSNG00000018376	phocoena_sinus
ENSMMNP00015002667	ENSMMNG00015002039	monodon_monoceros
ENSDLEP00000006275	ENSDLEG00000004672	delphinapterus_leucas
ENSTTRP00000008010	ENSTTRG00000008450	tursiops_truncatus
ENSBMSP00010001829	ENSBMSG00010001379	balaenoptera_musculus
ENSMMSP00000002227	ENSMMSG00000001755	moschus_moschiferus
ENSCHYP00000006651	ENSCHYG00000004143	cervus_hanglu_yarkandensis
ENSBGRP00000033000	ENSBGRG00000020676	bos_grunniens
ENSBMUP00000020203	ENSBMUG00000015223	bos_mutus
ENSBTAP00000016977	ENSBTAG00000012771	bos_taurus
ENSBIXP00005016573	ENSBIXG00005003356	bos_indicus_hybrid
ENSBIXP00000042885	ENSBIXG00000026885	bos_taurus_hybrid
ENSBBBP00000016154	ENSBBBG00000006257	bison_bison_bison
ENSOARP00020014597	ENSOARG00020011611	ovis_aries_rambouillet
ENSOARP00000006821	ENSOARG00000006358	ovis_aries
ENSCHIP00000033005	ENSCHIG00000026731	capra_hircus
ENSCHIP00010001638	ENSCHIG00010001211	capra_hircus_blackbengal
ENSCWAP00000008246	ENSCWAG00000006378	catagonus_wagneri
ENSCWAP00000008201	ENSCWAG00000006349	catagonus_wagneri
ENSSSCP00000064716	ENSSSCG00000014441	sus_scrofa
ENSEEUP00000011490	ENSEEUG00000012572	erinaceus_europaeus
ENSSARP00000000576	ENSSARG00000000621	sorex_araneus
ENSEASP00005003619	ENSEASG00005002767	equus_asinus_asinus
ENSECAP00000002580	ENSECAG00000000860	equus_caballus
ENSPVAP00000001233	ENSPVAG00000001313	pteropus_vampyrus
ENSMLUP00000012039	ENSMLUG00000013226	myotis_lucifugus
ENSRFEP00010020547	ENSRFEG00010013869	rhinolophus_ferrumequinum
ENSSDAP00000017961	ENSSDAG00000016323	spermophilus_dauricus
ENSSTOP00000017130	ENSSTOG00000026851	ictidomys_tridecemlineatus
ENSUPAP00010017130	ENSUPAG00010013615	urocitellus_parryii
ENSMMMP00000021982	ENSMMMG00000019339	marmota_marmota_marmota
ENSSVLP00005010029	ENSSVLG00005007891	sciurus_vulgaris
ENSCCNP00000032831	ENSCCNG00000031128	castor_canadensis
ENSCCNP00000025836	ENSCCNG00000024814	castor_canadensis
ENSDORP00000009298	ENSDORG00000009892	dipodomys_ordii
ENSJJAP00000022155	ENSJJAG00000022296	jaculus_jaculus
ENSNGAP00000003569	ENSNGAG00000004134	nannospalax_galili
ENSMOCP00000021680	ENSMOCG00000018935	microtus_ochrogaster
ENSPEMP00000009733	ENSPEMG00000010942	peromyscus_maniculatus_bairdii
ENSMAUP00000007312	ENSMAUG00000009005	mesocricetus_auratus
ENSCGRP00000014482	ENSCGRG00000010479	cricetulus_griseus_crigri
ENSCGRP00001012041	ENSCGRG00001013504	cricetulus_griseus_chok1gshd
ENSCGRP00015027877	ENSCGRG00015021082	cricetulus_griseus_picr
ENSMUGP00000001175	ENSMUGG00000001099	meriones_unguiculatus
ENSRNOP00000040411	ENSRNOG00000018414	rattus_norvegicus
MGP_PahariEiJ_P0039436	MGP_PahariEiJ_G0019049	mus_pahari
MGP_CAROLIEiJ_P0046853	MGP_CAROLIEiJ_G0022319	mus_caroli
MGP_SPRETEiJ_P0048801	MGP_SPRETEiJ_G0023231	mus_spretus
ENSMUSP00000110923	ENSMUSG00000024621	mus_musculus
ENSMSIP00000002637	ENSMSIG00000002479	mus_spicilegus
ENSFDAP00000009231	ENSFDAG00000017272	fukomys_damarensis
ENSHGLP00100006361	ENSHGLG00100004769	heterocephalus_glaber_male
ENSHGLP00000004875	ENSHGLG00000003579	heterocephalus_glaber_female
ENSCLAP00000016924	ENSCLAG00000011617	chinchilla_lanigera
ENSODEP00000006536	ENSODEG00000004884	octodon_degus
ENSCAPP00000006177	ENSCAPG00000008350	cavia_aperea
ENSCPOP00000014753	ENSCPOG00000024309	cavia_porcellus
ENSOPRP00000007531	ENSOPRG00000008220	ochotona_princeps
ENSOCUP00000034707	ENSOCUG00000021056	oryctolagus_cuniculus
ENSTBEP00000011711	ENSTBEG00000013483	tupaia_belangeri
ENSOGAP00000004104	ENSOGAG00000004598	otolemur_garnettii
ENSPSMP00000034883	ENSPSMG00000024029	prolemur_simus
ENSPCOP00000026478	ENSPCOG00000025616	propithecus_coquereli
ENSMICP00000002532	ENSMICG00000002770	microcebus_murinus
ENSCATP00000001617	ENSCATG00000007348	cercocebus_atys
ENSTGEP00000002675	ENSTGEG00000002328	theropithecus_gelada
ENSPANP00000010800	ENSPANG00000018729	papio_anubis
ENSCSAP00000007884	ENSCSAG00000011690	chlorocebus_sabaeus
ENSMNEP00000036058	ENSMNEG00000041139	macaca_nemestrina
ENSMFAP00000036146	ENSMFAG00000034429	macaca_fascicularis
ENSMMUP00000053422	ENSMMUG00000011556	macaca_mulatta
ENSMLEP00000029354	ENSMLEG00000038866	mandrillus_leucophaeus
ENSCANP00000016668	ENSCANG00000031755	colobus_angolensis_palliatus
ENSPTEP00000018084	ENSPTEG00000019572	piliocolobus_tephrosceles
ENSRROP00000002210	ENSRROG00000008849	rhinopithecus_roxellana
ENSRBIP00000014426	ENSRBIG00000031321	rhinopithecus_bieti
ENSNLEP00000012479	ENSNLEG00000010225	nomascus_leucogenys
ENSGGOP00000016943	ENSGGOG00000008936	gorilla_gorilla
ENSP00000286301	ENSG00000182578	homo_sapiens
ENSPPAP00000038014	ENSPPAG00000041729	pan_paniscus
ENSPTRP00000080883	ENSPTRG00000017409	pan_troglodytes
ENSPPYP00000017838	ENSPPYG00000015942	pongo_abelii
ENSCJAP00000039242	ENSCJAG00000021077	callithrix_jacchus
ENSSBOP00000014443	ENSSBOG00000023982	saimiri_boliviensis_boliviensis
ENSCCAP00000031494	ENSCCAG00000033803	cebus_capucinus
ENSANAP00000020488	ENSANAG00000028025	aotus_nancymaae
ENSTSYP00000034905	ENSTSYG00000032396	carlito_syrichta
ENSDNOP00000004783	ENSDNOG00000006156	dasypus_novemcinctus
ENSETEP00000000601	ENSETEG00000000743	echinops_telfairi
ENSLAFP00000014093	ENSLAFG00000016799	loxodonta_africana
ENSPCAP00000011134	ENSPCAG00000011891	procavia_capensis
ENSMODP00000012194	ENSMODG00000009759	monodelphis_domestica
ENSMEUP00000011091	ENSMEUG00000012144	notamacropus_eugenii
ENSVURP00010010593	ENSVURG00010008187	vombatus_ursinus
ENSPCIP00000026428	ENSPCIG00000019799	phascolarctos_cinereus
ENSSHAP00000019960	ENSSHAG00000016935	sarcophilus_harrisii
ENSLLEP00000034426	ENSLLEG00000021757	leptobrachium_leishanense
ENSXETP00000025985	ENSXETG00000011887	xenopus_tropicalis
ENSLACP00000016266	ENSLACG00000014332	latimeria_chalumnae
ENSLOCP00000013625	ENSLOCG00000011078	lepisosteus_oculatus
ENSCHAP00000015719	ENSCHAG00000008400	clupea_harengus
ENSDCDP00000063214	ENSDCDG00000035663	denticeps_clupeoides
ENSDARP00000121694	ENSDARG00000053624	danio_rerio
ENSCCRP00015007968	ENSCCRG00015003204	cyprinus_carpio_huanghe
ENSCCRP00010115877	ENSCCRG00010050848	cyprinus_carpio_germanmirror
ENSCCRP00020071291	ENSCCRG00020033357	cyprinus_carpio_hebaored
ENSCCRP00000031557	ENSCCRG00000016989	cyprinus_carpio
ENSSRHP00000076265	ENSSRHG00000037877	sinocyclocheilus_rhinocerous
ENSSANP00000048121	ENSSANG00000024177	sinocyclocheilus_anshuiensis
ENSCCRP00000086064	ENSCCRG00000046865	cyprinus_carpio
ENSSRHP00000080983	ENSSRHG00000040087	sinocyclocheilus_rhinocerous
ENSPNAP00000032721	ENSPNAG00000020846	pygocentrus_nattereri
ENSAMXP00000008458	ENSAMXG00000008217	astyanax_mexicanus
ENSEEEP00000027267	ENSEEEG00000013155	electrophorus_electricus
ENSIPUP00000027225	ENSIPUG00000018251	ictalurus_punctatus
ENSOMYP00000092090	ENSOMYG00000041192	oncorhynchus_mykiss
ENSOKIP00005116085	ENSOKIG00005050227	oncorhynchus_kisutch
ENSOTSP00005009912	ENSOTSG00005004888	oncorhynchus_tshawytscha
ENSSTUP00000059106	ENSSTUG00000024980	salmo_trutta
ENSSSAP00000069201	ENSSSAG00000061479	salmo_salar
ENSHHUP00000086809	ENSHHUG00000049687	hucho_hucho
ENSOKIP00005091116	ENSOKIG00005038265	oncorhynchus_kisutch
ENSOTSP00005033770	ENSOTSG00005013698	oncorhynchus_tshawytscha
ENSOMYP00000105448	ENSOMYG00000047152	oncorhynchus_mykiss
ENSSTUP00000094130	ENSSTUG00000039586	salmo_trutta
ENSSSAP00000005787	ENSSSAG00000001705	salmo_salar
ENSHHUP00000026017	ENSHHUG00000015676	hucho_hucho
ENSELUP00000025865	ENSELUG00000024581	esox_lucius
ENSGMOP00000011315	ENSGMOG00000010555	gadus_morhua
ENSMMDP00005017850	ENSMMDG00005008938	myripristis_murdjan
ENSHCOP00000021530	ENSHCOG00000008408	hippocampus_comes
ENSNMLP00000020371	ENSNMLG00000013293	neogobius_melanostomus
ENSPMGP00000025420	ENSPMGG00000020511	periophthalmus_magnuspinnatus
ENSSLDP00000009194	ENSSLDG00000007297	seriola_lalandi_dorsalis
ENSCGOP00000026906	ENSCGOG00000012657	cottoperca_gobio
ENSCVAP00000013254	ENSCVAG00000000775	cyprinodon_variegatus
ENSFHEP00000022988	ENSFHEG00000003735	fundulus_heteroclitus
ENSPREP00000005332	ENSPREG00000003659	poecilia_reticulata
ENSPMEP00000034552	ENSPMEG00000023907	poecilia_mexicana
ENSPLAP00000001515	ENSPLAG00000002612	poecilia_latipinna
ENSPFOP00000018934	ENSPFOG00000018800	poecilia_formosa
ENSXCOP00000024141	ENSXCOG00000018011	xiphophorus_couchianus
ENSXMAP00000006405	ENSXMAG00000006342	xiphophorus_maculatus
ENSGAFP00000032704	ENSGAFG00000022027	gambusia_affinis
ENSKMAP00000017441	ENSKMAG00000012968	kryptolebias_marmoratus
ENSNFUP00015013674	ENSNFUG00015006690	nothobranchius_furzeri
ENSOSIP00000010805	ENSOSIG00000006567	oryzias_sinensis
ENSORLP00020029631	ENSORLG00020013681	oryzias_latipes_hni
ENSORLP00015034666	ENSORLG00015020769	oryzias_latipes_hsok
ENSORLP00000016040	ENSORLG00000012809	oryzias_latipes
ENSOJAP00000011757	ENSOJAG00000006055	oryzias_javanicus
ENSOMEP00000011538	ENSOMEG00000013348	oryzias_melastigma
ENSAPEP00000004517	ENSAPEG00000003262	amphiprion_percula
ENSAOCP00000011487	ENSAOCG00000015797	amphiprion_ocellaris
ENSSPAP00000016565	ENSSPAG00000012465	stegastes_partitus
ENSAPOP00000029502	ENSAPOG00000015591	acanthochromis_polyacanthus
ENSPRNP00000005351	ENSPRNG00000003140	parambassis_ranga
ENSOABP00000010468	ENSOABG00000005510	oreochromis_aureus
ENSONIP00000072284	ENSONIG00000017788	oreochromis_niloticus
ENSACLP00000002322	ENSACLG00000001604	astatotilapia_calliptera
ENSPNYP00000003908	ENSPNYG00000002990	pundamilia_nyererei
ENSHBUP00000023484	ENSHBUG00000004388	haplochromis_burtoni
ENSMZEP00005033416	ENSMZEG00005024946	maylandia_zebra
ENSNBRP00000030751	ENSNBRG00000023315	neolamprologus_brichardi
ENSACIP00000025848	ENSACIG00000020009	amphilophus_citrinellus
ENSLBEP00000023727	ENSLBEG00000018170	labrus_bergylta
ENSGACP00000027653	ENSGACG00000020913	gasterosteus_aculeatus
ENSCLMP00005011140	ENSCLMG00005006078	cyclopterus_lumpus
ENSSLUP00000023264	ENSSLUG00000010638	sander_lucioperca
ENSCGOP00000026903	ENSCGOG00000012649	cottoperca_gobio
ENSMMOP00000022823	ENSMMOG00000017357	mola_mola
ENSTNIP00000010425	ENSTNIG00000007611	tetraodon_nigroviridis
ENSTRUP00000006673	ENSTRUG00000002871	takifugu_rubripes
ENSSAUP00010003028	ENSSAUG00010001526	sparus_aurata
ENSSAUP00010003284	ENSSAUG00010001631	sparus_aurata
ENSLCRP00005047525	ENSLCRG00005017996	larimichthys_crocea
ENSATEP00000020320	ENSATEG00000014142	anabas_testudineus
ENSMALP00000005899	ENSMALG00000004167	monopterus_albus
ENSMAMP00000019118	ENSMAMG00000012824	mastacembelus_armatus
ENSLCAP00010032983	ENSLCAG00010015528	lates_calcarifer
ENSENLP00000006794	ENSENLG00000003192	echeneis_naucrates
ENSSDUP00000032318	ENSSDUG00000023208	seriola_dumerili
ENSSLDP00000028262	ENSSLDG00000021856	seriola_lalandi_dorsalis
ENSSMAP00000026019	ENSSMAG00000015898	scophthalmus_maximus
ENSCSEP00000031895	ENSCSEG00000020459	cynoglossus_semilaevis
ENSGWIP00000008334	ENSGWIG00000004921	gouania_willdenowi
ENSSFAP00005003788	ENSSFAG00005002579	salarias_fasciatus
ENSSORP00005044977	ENSSORG00005020598	sphaeramia_orbicularis
ENSSFOP00015057850	ENSSFOG00015022136	scleropages_formosus
ENSPKIP00000002484	ENSPKIG00000019823	paramormyrops_kingsleyae
ENSCCRP00020025412	ENSCCRG00020011586	cyprinus_carpio_hebaored
ENSSRHP00000011547	ENSSRHG00000006685	sinocyclocheilus_rhinocerous
ENSDARP00000136326	ENSDARG00000100890	danio_rerio
ENSDARP00000148187	ENSDARG00000102986	danio_rerio
ENSCCRP00010106542	ENSCCRG00010045235	cyprinus_carpio_germanmirror
ENSCCRP00020097507	ENSCCRG00020042890	cyprinus_carpio_hebaored
ENSCCRP00015101949	ENSCCRG00015040732	cyprinus_carpio_huanghe
ENSCCRP00000083756	ENSCCRG00000040474	cyprinus_carpio
ENSSANP00000012392	ENSSANG00000006225	sinocyclocheilus_anshuiensis
ENSSGRP00000042208	ENSSGRG00000022088	sinocyclocheilus_grahami
ENSCARP00000078560	ENSCARG00000035215	carassius_auratus
ENSCCRP00010011141	ENSCCRG00010004177	cyprinus_carpio_germanmirror
ENSCCRP00020024963	ENSCCRG00020010844	cyprinus_carpio_hebaored
ENSCCRP00015093940	ENSCCRG00015037382	cyprinus_carpio_huanghe
ENSCCRP00000028363	ENSCCRG00000015095	cyprinus_carpio
ENSCARP00000055968	ENSCARG00000022591	carassius_auratus
ENSSRHP00000065504	ENSSRHG00000031103	sinocyclocheilus_rhinocerous
ENSSANP00000008555	ENSSANG00000003262	sinocyclocheilus_anshuiensis
ENSSGRP00000105642	ENSSGRG00000051953	sinocyclocheilus_grahami
ENSEEEP00000030891	ENSEEEG00000014776	electrophorus_electricus
ENSIPUP00000013736	ENSIPUG00000009288	ictalurus_punctatus
ENSAMXP00000017605	ENSAMXG00000017088	astyanax_mexicanus
ENSAMXP00005044345	ENSAMXG00005018990	astyanax_mexicanus_pachon
ENSPNAP00000025781	ENSPNAG00000011099	pygocentrus_nattereri
ENSCHAP00000047560	ENSCHAG00000021739	clupea_harengus
ENSDCDP00000043989	ENSDCDG00000027085	denticeps_clupeoides
ENSMMDP00005045700	ENSMMDG00005020516	myripristis_murdjan
ENSHCOP00000025924	ENSHCOG00000016450	hippocampus_comes
ENSGWIP00000008320	ENSGWIG00000003866	gouania_willdenowi
ENSSFAP00005046981	ENSSFAG00005021366	salarias_fasciatus
ENSHBUP00000001890	ENSHBUG00000003089	haplochromis_burtoni
ENSACLP00000013150	ENSACLG00000008970	astatotilapia_calliptera
ENSMZEP00005017462	ENSMZEG00005013119	maylandia_zebra
ENSPNYP00000000662	ENSPNYG00000000485	pundamilia_nyererei
ENSNBRP00000013144	ENSNBRG00000010188	neolamprologus_brichardi
ENSOABP00000056687	ENSOABG00000024598	oreochromis_aureus
ENSONIP00000061527	ENSONIG00000013065	oreochromis_niloticus
ENSACIP00000020911	ENSACIG00000016221	amphilophus_citrinellus
ENSMALP00000019777	ENSMALG00000013780	monopterus_albus
ENSTRUP00000082354	ENSTRUG00000006553	takifugu_rubripes
ENSTNIP00000017239	ENSTNIG00000014226	tetraodon_nigroviridis
ENSMAMP00000010641	ENSMAMG00000007149	mastacembelus_armatus
ENSCSEP00000016558	ENSCSEG00000010627	cynoglossus_semilaevis
ENSENLP00000013212	ENSENLG00000003227	echeneis_naucrates
ENSMMOP00000003949	ENSMMOG00000003160	mola_mola
ENSPRNP00000026600	ENSPRNG00000013045	parambassis_ranga
ENSSPAP00000001194	ENSSPAG00000000870	stegastes_partitus
ENSAPEP00000023153	ENSAPEG00000016423	amphiprion_percula
ENSAOCP00000004039	ENSAOCG00000007456	amphiprion_ocellaris
ENSAPOP00000008417	ENSAPOG00000010590	acanthochromis_polyacanthus
ENSSMAP00000004437	ENSSMAG00000002679	scophthalmus_maximus
ENSLCAP00010008447	ENSLCAG00010003604	lates_calcarifer
ENSSLDP00000004435	ENSSLDG00000003467	seriola_lalandi_dorsalis
ENSSDUP00000004953	ENSSDUG00000003628	seriola_dumerili
ENSLBEP00000036984	ENSLBEG00000027619	labrus_bergylta
ENSSAUP00010040348	ENSSAUG00010016701	sparus_aurata
ENSLCRP00005016295	ENSLCRG00005003432	larimichthys_crocea
ENSDLAP00005019885	ENSDLAG00005008193	dicentrarchus_labrax
ENSATEP00000012229	ENSATEG00000008474	anabas_testudineus
ENSBSLP00000037006	ENSBSLG00000017971	betta_splendens
ENSSORP00005009029	ENSSORG00005004887	sphaeramia_orbicularis
ENSPMGP00000021743	ENSPMGG00000017600	periophthalmus_magnuspinnatus
ENSGACP00000023794	ENSGACG00000018007	gasterosteus_aculeatus
ENSCLMP00005034555	ENSCLMG00005016457	cyclopterus_lumpus
ENSSLUP00000027869	ENSSLUG00000011902	sander_lucioperca
ENSCGOP00000013178	ENSCGOG00000005233	cottoperca_gobio
ENSOMEP00000024196	ENSOMEG00000004681	oryzias_melastigma
ENSOSIP00000044396	ENSOSIG00000021072	oryzias_sinensis
ENSORLP00015035665	ENSORLG00015022388	oryzias_latipes_hsok
ENSORLP00000038119	ENSORLG00000004849	oryzias_latipes
ENSORLP00020029317	ENSORLG00020013226	oryzias_latipes_hni
ENSXCOP00000004142	ENSXCOG00000003250	xiphophorus_couchianus
ENSXMAP00000024397	ENSXMAG00000008588	xiphophorus_maculatus
ENSGAFP00000012937	ENSGAFG00000008738	gambusia_affinis
ENSPREP00000004302	ENSPREG00000002893	poecilia_reticulata
ENSPLAP00000014744	ENSPLAG00000018549	poecilia_latipinna
ENSPMEP00000025260	ENSPMEG00000008179	poecilia_mexicana
ENSPMEP00000009949	ENSPMEG00000011941	poecilia_mexicana
ENSPFOP00000004278	ENSPFOG00000004245	poecilia_formosa
ENSPFOP00000003816	ENSPFOG00000003496	poecilia_formosa
ENSFHEP00000012780	ENSFHEG00000014282	fundulus_heteroclitus
ENSCVAP00000025797	ENSCVAG00000010915	cyprinodon_variegatus
ENSNFUP00015033276	ENSNFUG00015013427	nothobranchius_furzeri
ENSKMAP00000005528	ENSKMAG00000004150	kryptolebias_marmoratus
ENSGMOP00000010802	ENSGMOG00000010095	gadus_morhua
ENSELUP00000067722	ENSELUG00000016580	esox_lucius
ENSHHUP00000019568	ENSHHUG00000011366	hucho_hucho
ENSSSAP00000045795	ENSSSAG00000047020	salmo_salar
ENSSTUP00000019099	ENSSTUG00000006727	salmo_trutta
ENSOTSP00005044899	ENSOTSG00005019218	oncorhynchus_tshawytscha
ENSOMYP00000019057	ENSOMYG00000008806	oncorhynchus_mykiss
ENSHHUP00000022019	ENSHHUG00000012144	hucho_hucho
ENSOMYP00000056516	ENSOMYG00000022329	oncorhynchus_mykiss
ENSOKIP00005107173	ENSOKIG00005045981	oncorhynchus_kisutch
ENSOTSP00005062691	ENSOTSG00005027821	oncorhynchus_tshawytscha
ENSSTUP00000012172	ENSSTUG00000003249	salmo_trutta
ENSSSAP00000009047	ENSSSAG00000004088	salmo_salar
ENSSFOP00015022893	ENSSFOG00015014696	scleropages_formosus
ENSPKIP00000028082	ENSPKIG00000009778	paramormyrops_kingsleyae
ENSECRP00000021162	ENSECRG00000014257	erpetoichthys_calabaricus
