ENSCINP00000026874	ENSCING00000000360	ciona_intestinalis
ENSTRUP00000040262	ENSTRUG00000015755	takifugu_rubripes
ENSSFAP00005045933	ENSSFAG00005021673	salarias_fasciatus
ENSPRNP00000038963	ENSPRNG00000018673	parambassis_ranga
ENSSORP00005043819	ENSSORG00005020218	sphaeramia_orbicularis
ENSMALP00000013886	ENSMALG00000009785	monopterus_albus
ENSCSEP00000008710	ENSCSEG00000005564	cynoglossus_semilaevis
ENSLBEP00000022955	ENSLBEG00000017604	labrus_bergylta
ENSSAUP00010043691	ENSSAUG00010017657	sparus_aurata
ENSMMOP00000006236	ENSMMOG00000004873	mola_mola
ENSDLAP00005020350	ENSDLAG00005009096	dicentrarchus_labrax
ENSLCRP00005016797	ENSLCRG00005006955	larimichthys_crocea
ENSSLUP00000056952	ENSSLUG00000024232	sander_lucioperca
ENSCGOP00000032202	ENSCGOG00000014768	cottoperca_gobio
ENSGACP00000017057	ENSGACG00000012909	gasterosteus_aculeatus
ENSCLMP00005022048	ENSCLMG00005010942	cyclopterus_lumpus
ENSATEP00000011798	ENSATEG00000008244	anabas_testudineus
ENSMAMP00000022019	ENSMAMG00000014817	mastacembelus_armatus
ENSENLP00000017026	ENSENLG00000006877	echeneis_naucrates
ENSSDUP00000001201	ENSSDUG00000000965	seriola_dumerili
ENSSLDP00000005843	ENSSLDG00000004682	seriola_lalandi_dorsalis
ENSSMAP00000033231	ENSSMAG00000020356	scophthalmus_maximus
ENSLCAP00010014726	ENSLCAG00010006919	lates_calcarifer
ENSAPOP00000028480	ENSAPOG00000013901	acanthochromis_polyacanthus
ENSAOCP00000021983	ENSAOCG00000007215	amphiprion_ocellaris
ENSAPEP00000020951	ENSAPEG00000014797	amphiprion_percula
ENSSPAP00000030352	ENSSPAG00000022791	stegastes_partitus
ENSMMDP00005019633	ENSMMDG00005009710	myripristis_murdjan
ENSELUP00000040733	ENSELUG00000021295	esox_lucius
ENSSSAP00000045662	ENSSSAG00000047172	salmo_salar
ENSOKIP00005028968	ENSOKIG00005010973	oncorhynchus_kisutch
ENSLLEP00000040000	ENSLLEG00000025337	leptobrachium_leishanense
ENSXETP00000066312	ENSXETG00000018708	xenopus_tropicalis
ENSSPUP00000018682	ENSSPUG00000014407	sphenodon_punctatus
ENSSPUP00000018659	ENSSPUG00000014400	sphenodon_punctatus
ENSVKKP00000018764	ENSVKKG00000012761	varanus_komodoensis
ENSNNAP00000023257	ENSNNAG00000015310	naja_naja
ENSLLTP00000001782	ENSLLTG00000001386	laticauda_laticaudata
ENSPTXP00000027663	ENSPTXG00000019051	pseudonaja_textilis
ENSNSUP00000008228	ENSNSUG00000006387	notechis_scutatus
ENSNSUP00000008465	ENSNSUG00000006555	notechis_scutatus
ENSNSUP00000008470	ENSNSUG00000006558	notechis_scutatus
ENSSMRP00000008864	ENSSMRG00000007094	salvator_merianae
ENSPMRP00000014021	ENSPMRG00000008957	podarcis_muralis
ENSPVIP00000032559	ENSPVIG00000023852	pogona_vitticeps
ENSACAP00000003898	ENSACAG00000003874	anolis_carolinensis
ENSGEVP00005023115	ENSGEVG00005016231	gopherus_evgoodei
ENSGAGP00000011042	ENSGAGG00000006430	gopherus_agassizii
ENSCABP00000031774	ENSCABG00000023195	chelonoidis_abingdonii
ENSPCEP00000006878	ENSPCEG00000003680	pelusios_castaneus
ENSANIP00000015041	ENSANIG00000010181	accipiter_nisus
ENSACCP00020023709	ENSACCG00020016269	aquila_chrysaetos_chrysaetos
ENSSHBP00005017244	ENSSHBG00005014939	strigops_habroptila
ENSNPEP00000009172	ENSNPEG00000006873	nothoprocta_perdicaria
ENSSHAP00000006081	ENSSHAG00000005291	sarcophilus_harrisii
ENSMODP00000031323	ENSMODG00000008491	monodelphis_domestica
ENSPCIP00000022135	ENSPCIG00000016761	phascolarctos_cinereus
ENSVURP00010004803	ENSVURG00010003808	vombatus_ursinus
ENSMEUP00000013742	ENSMEUG00000015044	notamacropus_eugenii
ENSOPRP00000008013	ENSOPRG00000008732	ochotona_princeps
ENSOCUP00000014325	ENSOCUG00000016651	oryctolagus_cuniculus
ENSDNOP00000029095	ENSDNOG00000039260	dasypus_novemcinctus
ENSPCAP00000012466	ENSPCAG00000013286	procavia_capensis
ENSLAFP00000025118	ENSLAFG00000017496	loxodonta_africana
ENSETEP00000012702	ENSETEG00000015662	echinops_telfairi
ENSMLUP00000011895	ENSMLUG00000013069	myotis_lucifugus
ENSRFEP00010021171	ENSRFEG00010013641	rhinolophus_ferrumequinum
ENSEASP00005008839	ENSEASG00005006349	equus_asinus_asinus
ENSECAP00000009860	ENSECAG00000011471	equus_caballus
ENSCDRP00005021957	ENSCDRG00005014877	camelus_dromedarius
ENSPCTP00005009611	ENSPCTG00005006693	physeter_catodon
ENSTTRP00000006689	ENSTTRG00000007032	tursiops_truncatus
ENSPSNP00000024953	ENSPSNG00000017923	phocoena_sinus
ENSMMNP00015004253	ENSMMNG00015003196	monodon_monoceros
ENSDLEP00000005767	ENSDLEG00000004283	delphinapterus_leucas
ENSBMSP00010024665	ENSBMSG00010017808	balaenoptera_musculus
ENSMMSP00000027678	ENSMMSG00000020762	moschus_moschiferus
ENSBBBP00000008720	ENSBBBG00000016725	bison_bison_bison
ENSBGRP00000032362	ENSBGRG00000020110	bos_grunniens
ENSBMUP00000031154	ENSBMUG00000023253	bos_mutus
ENSBTAP00000072519	ENSBTAG00000003166	bos_taurus
ENSBIXP00005012759	ENSBIXG00005016997	bos_indicus_hybrid
ENSBIXP00000011557	ENSBIXG00000016809	bos_taurus_hybrid
ENSOARP00000008083	ENSOARG00000007525	ovis_aries
ENSOARP00020021034	ENSOARG00020016520	ovis_aries_rambouillet
ENSCHIP00010042859	ENSCHIG00010030931	capra_hircus_blackbengal
ENSCHIP00000022460	ENSCHIG00000020380	capra_hircus
ENSCHYP00000041115	ENSCHYG00000027177	cervus_hanglu_yarkandensis
ENSCWAP00000004608	ENSCWAG00000003527	catagonus_wagneri
ENSSSCP00000040704	ENSSSCG00000038806	sus_scrofa
ENSFCAP00000035876	ENSFCAG00000030995	felis_catus
ENSLCNP00005028671	ENSLCNG00005018564	lynx_canadensis
ENSPTIP00000001592	ENSPTIG00000004013	panthera_tigris_altaica
ENSPPRP00000008327	ENSPPRG00000003195	panthera_pardus
ENSPLOP00000008718	ENSPLOG00000006282	panthera_leo
ENSSSUP00005036356	ENSSSUG00005023231	suricata_suricatta
ENSVVUP00000007074	ENSVVUG00000005397	vulpes_vulpes
ENSCAFP00020018593	ENSCAFG00020014800	canis_lupus_dingo
ENSCAFP00000007520	ENSCAFG00000005041	canis_lupus_familiaris
ENSCAFP00040014907	ENSCAFG00040009278	canis_lupus_familiarisgreatdane
ENSCAFP00030003929	ENSCAFG00030002307	canis_lupus_familiarisbasenji
ENSNVIP00000016065	ENSNVIG00000012551	neovison_vison
ENSMPUP00000017543	ENSMPUG00000017655	mustela_putorius_furo
ENSAMEP00000012415	ENSAMEG00000011737	ailuropoda_melanoleuca
ENSUAMP00000013211	ENSUAMG00000010248	ursus_americanus
ENSUMAP00000007688	ENSUMAG00000005917	ursus_maritimus
ENSUTTP00000031393	ENSUTTG00000020096	ursus_thibetanus_thibetanus
ENSZCAP00015034379	ENSZCAG00015021367	zalophus_californianus
ENSEEUP00000010493	ENSEEUG00000011456	erinaceus_europaeus
ENSSARP00000005841	ENSSARG00000006413	sorex_araneus
ENSTSYP00000018778	ENSTSYG00000029162	carlito_syrichta
ENSPPYP00000011205	ENSPPYG00000010010	pongo_abelii
ENSP00000301178	ENSG00000167601	homo_sapiens
ENSPPAP00000029397	ENSPPAG00000037698	pan_paniscus
ENSPTRP00000087117	ENSPTRG00000011018	pan_troglodytes
ENSGGOP00000018482	ENSGGOG00000009790	gorilla_gorilla
ENSNLEP00000048120	ENSNLEG00000030020	nomascus_leucogenys
ENSCSAP00000014500	ENSCSAG00000003552	chlorocebus_sabaeus
ENSMLEP00000025462	ENSMLEG00000036847	mandrillus_leucophaeus
ENSCATP00000012305	ENSCATG00000030318	cercocebus_atys
ENSMMUP00000042442	ENSMMUG00000009145	macaca_mulatta
ENSMFAP00000041780	ENSMFAG00000039691	macaca_fascicularis
ENSMNEP00000000475	ENSMNEG00000002275	macaca_nemestrina
ENSTGEP00000028549	ENSTGEG00000022986	theropithecus_gelada
ENSPANP00000006012	ENSPANG00000015478	papio_anubis
ENSRBIP00000015021	ENSRBIG00000031521	rhinopithecus_bieti
ENSRROP00000027475	ENSRROG00000037506	rhinopithecus_roxellana
ENSCANP00000027662	ENSCANG00000037166	colobus_angolensis_palliatus
ENSPTEP00000028305	ENSPTEG00000027974	piliocolobus_tephrosceles
ENSANAP00000022930	ENSANAG00000029199	aotus_nancymaae
ENSCJAP00000061755	ENSCJAG00000020090	callithrix_jacchus
ENSSBOP00000017811	ENSSBOG00000025547	saimiri_boliviensis_boliviensis
ENSCCAP00000014655	ENSCCAG00000025132	cebus_capucinus
ENSMICP00000026488	ENSMICG00000011258	microcebus_murinus
ENSPCOP00000023618	ENSPCOG00000023956	propithecus_coquereli
ENSPSMP00000008056	ENSPSMG00000005824	prolemur_simus
ENSOGAP00000011996	ENSOGAG00000013390	otolemur_garnettii
ENSSVLP00005028789	ENSSVLG00005022539	sciurus_vulgaris
ENSSDAP00000005803	ENSSDAG00000005374	spermophilus_dauricus
ENSMMMP00000022456	ENSMMMG00000019704	marmota_marmota_marmota
ENSUPAP00010013014	ENSUPAG00010010539	urocitellus_parryii
ENSSTOP00000029063	ENSSTOG00000001595	ictidomys_tridecemlineatus
ENSCCNP00000019419	ENSCCNG00000019528	castor_canadensis
ENSDORP00000021822	ENSDORG00000003600	dipodomys_ordii
ENSJJAP00000005399	ENSJJAG00000010305	jaculus_jaculus
ENSNGAP00000002069	ENSNGAG00000001550	nannospalax_galili
ENSPEMP00000006206	ENSPEMG00000008484	peromyscus_maniculatus_bairdii
ENSMOCP00000014549	ENSMOCG00000014019	microtus_ochrogaster
ENSCGRP00000005205	ENSCGRG00000003812	cricetulus_griseus_crigri
ENSCGRP00001022569	ENSCGRG00001021074	cricetulus_griseus_chok1gshd
ENSCGRP00015031418	ENSCGRG00015023646	cricetulus_griseus_picr
ENSMAUP00000018305	ENSMAUG00000016915	mesocricetus_auratus
ENSRNOP00000028131	ENSRNOG00000020716	rattus_norvegicus
MGP_SPRETEiJ_P0081444	MGP_SPRETEiJ_G0030478	mus_spretus
ENSMSIP00000030169	ENSMSIG00000025298	mus_spicilegus
ENSMUSP00000002677	ENSMUSG00000002602	mus_musculus
MGP_CAROLIEiJ_P0078130	MGP_CAROLIEiJ_G0029382	mus_caroli
MGP_PahariEiJ_P0046459	MGP_PahariEiJ_G0021235	mus_pahari
ENSMUGP00000026306	ENSMUGG00000021908	meriones_unguiculatus
ENSCAPP00000017880	ENSCAPG00000017426	cavia_aperea
ENSCPOP00000007277	ENSCPOG00000008093	cavia_porcellus
ENSODEP00000001332	ENSODEG00000001055	octodon_degus
ENSCLAP00000002292	ENSCLAG00000001659	chinchilla_lanigera
ENSHGLP00100012386	ENSHGLG00100009171	heterocephalus_glaber_male
ENSHGLP00000026601	ENSHGLG00000018919	heterocephalus_glaber_female
ENSFDAP00000007361	ENSFDAG00000015893	fukomys_damarensis
ENSTBEP00000008400	ENSTBEG00000009676	tupaia_belangeri
ENSOANP00000036334	ENSOANG00000041297	ornithorhynchus_anatinus
