ENSACOP00000008626	ENSACOG00000005975	amazona_collaria
ENSACOP00000010809	ENSACOG00000007449	amazona_collaria
ENSMUNP00000015840	ENSMUNG00000012212	melopsittacus_undulatus
ENSSHBP00005003733	ENSSHBG00005003030	strigops_habroptila
ENSOSUP00000004955	ENSOSUG00000003537	otus_sunia
ENSBOBP00000017003	ENSBOBG00000010626	bubo_bubo
ENSSOCP00000010841	ENSSOCG00000008126	strix_occidentalis_caurina
ENSACUP00000004970	ENSACUG00000003382	athene_cunicularia
ENSCPGP00000017519	ENSCPGG00000012220	calidris_pygmaea
ENSCPUP00000012659	ENSCPUG00000008906	calidris_pugnax
ENSFTIP00000007557	ENSFTIG00000005067	falco_tinnunculus
ENSNMEP00000026223	ENSNMEG00000022149	numida_meleagris
ENSPSTP00000016409	ENSPSTG00000011648	pavo_cristatus
ENSGALP00000036566	ENSGALG00000014913	gallus_gallus
ENSPCLP00000017010	ENSPCLG00000014134	phasianus_colchicus
ENSMGAP00000014122	ENSMGAG00000013356	meleagris_gallopavo
ENSCJPP00005010596	ENSCJPG00005009199	coturnix_japonica
ENSABRP00000021412	ENSABRG00000018192	anser_brachyrhynchus
ENSACDP00005019251	ENSACDG00005013936	anser_cygnoides
ENSCMMP00000008701	ENSCMMG00000004682	cairina_moschata_domestica
ENSAPLP00020018470	ENSAPLG00020013076	anas_platyrhynchos
ENSAZOP00000027275	ENSAZOG00000017186	anas_zonorhyncha
ENSAPLP00000001711	ENSAPLG00000002159	anas_platyrhynchos_platyrhynchos
ENSNPEP00000008191	ENSNPEG00000006132	nothoprocta_perdicaria
ENSDNVP00000010088	ENSDNVG00000007119	dromaius_novaehollandiae
ENSAHAP00000011234	ENSAHAG00000008133	apteryx_haastii
ENSAOWP00000008929	ENSAOWG00000006103	apteryx_owenii
ENSARWP00000015612	ENSARWG00000010766	apteryx_rowi
ENSSCUP00000023666	ENSSCUG00000017377	struthio_camelus_australis
ENSCPRP00005005995	ENSCPRG00005004284	crocodylus_porosus
ENSLAFP00000008224	ENSLAFG00000009804	loxodonta_africana
ENSPCAP00000000812	ENSPCAG00000000734	procavia_capensis
ENSETEP00000004895	ENSETEG00000006028	echinops_telfairi
ENSJJAP00000022796	ENSJJAG00000022739	jaculus_jaculus
ENSPEMP00000021287	ENSPEMG00000018962	peromyscus_maniculatus_bairdii
ENSMAUP00000018477	ENSMAUG00000016942	mesocricetus_auratus
ENSCGRP00015032984	ENSCGRG00015024768	cricetulus_griseus_picr
ENSCGRP00001021051	ENSCGRG00001019975	cricetulus_griseus_chok1gshd
ENSCGRP00000022654	ENSCGRG00000016416	cricetulus_griseus_crigri
ENSMOCP00000023731	ENSMOCG00000020353	microtus_ochrogaster
ENSRNOP00000068996	ENSRNOG00000000406	rattus_norvegicus
MGP_PahariEiJ_P0086036	MGP_PahariEiJ_G0030728	mus_pahari
ENSMUSP00000020045	ENSMUSG00000019893	mus_musculus
ENSMSIP00000027121	ENSMSIG00000022755	mus_spicilegus
MGP_SPRETEiJ_P0023998	MGP_SPRETEiJ_G0016120	mus_spretus
MGP_CAROLIEiJ_P0022857	MGP_CAROLIEiJ_G0015311	mus_caroli
ENSMUGP00000017805	ENSMUGG00000015009	meriones_unguiculatus
ENSNGAP00000015809	ENSNGAG00000016624	nannospalax_galili
ENSDORP00000006722	ENSDORG00000007167	dipodomys_ordii
ENSCCNP00000012592	ENSCCNG00000012939	castor_canadensis
ENSFDAP00000009425	ENSFDAG00000017438	fukomys_damarensis
ENSODEP00000008107	ENSODEG00000006047	octodon_degus
ENSCLAP00000010618	ENSCLAG00000007326	chinchilla_lanigera
ENSCAPP00000016415	ENSCAPG00000016295	cavia_aperea
ENSCPOP00000011703	ENSCPOG00000012998	cavia_porcellus
ENSSVLP00005011116	ENSSVLG00005008411	sciurus_vulgaris
ENSMMMP00000017908	ENSMMMG00000015799	marmota_marmota_marmota
ENSUPAP00010027815	ENSUPAG00010021948	urocitellus_parryii
ENSSDAP00000008491	ENSSDAG00000007640	spermophilus_dauricus
ENSSTOP00000022654	ENSSTOG00000006606	ictidomys_tridecemlineatus
ENSOPRP00000014046	ENSOPRG00000015334	ochotona_princeps
ENSOCUP00000029054	ENSOCUG00000003205	oryctolagus_cuniculus
ENSTBEP00000014399	ENSTBEG00000016483	tupaia_belangeri
ENSOGAP00000004495	ENSOGAG00000005027	otolemur_garnettii
ENSMICP00000022146	ENSMICG00000007792	microcebus_murinus
ENSPSMP00000032490	ENSPSMG00000022466	prolemur_simus
ENSPCOP00000013373	ENSPCOG00000018293	propithecus_coquereli
ENSTSYP00000014077	ENSTSYG00000036245	carlito_syrichta
ENSANAP00000024037	ENSANAG00000029743	aotus_nancymaae
ENSCCAP00000031881	ENSCCAG00000033956	cebus_capucinus
ENSSBOP00000019198	ENSSBOG00000026173	saimiri_boliviensis_boliviensis
ENSCJAP00000007852	ENSCJAG00000004286	callithrix_jacchus
ENSPPAP00000034940	ENSPPAG00000040274	pan_paniscus
ENSPTRP00000080823	ENSPTRG00000018544	pan_troglodytes
ENSP00000357494	ENSG00000047936	homo_sapiens
ENSGGOP00000013730	ENSGGOG00000014048	gorilla_gorilla
ENSPPYP00000018987	ENSPPYG00000016962	pongo_abelii
ENSNLEP00000016224	ENSNLEG00000013311	nomascus_leucogenys
ENSCANP00000030137	ENSCANG00000038700	colobus_angolensis_palliatus
ENSPTEP00000026610	ENSPTEG00000026623	piliocolobus_tephrosceles
ENSRROP00000024697	ENSRROG00000036125	rhinopithecus_roxellana
ENSRBIP00000025397	ENSRBIG00000036577	rhinopithecus_bieti
ENSCSAP00000011955	ENSCSAG00000015976	chlorocebus_sabaeus
ENSMMUP00000033054	ENSMMUG00000023738	macaca_mulatta
ENSMNEP00000044387	ENSMNEG00000044781	macaca_nemestrina
ENSMFAP00000008753	ENSMFAG00000001072	macaca_fascicularis
ENSPANP00000012112	ENSPANG00000022514	papio_anubis
ENSMLEP00000009828	ENSMLEG00000029082	mandrillus_leucophaeus
ENSTGEP00000005529	ENSTGEG00000004567	theropithecus_gelada
ENSCATP00000007241	ENSCATG00000021312	cercocebus_atys
ENSECAP00000021339	ENSECAG00000023669	equus_caballus
ENSEASP00005013072	ENSEASG00005009099	equus_asinus_asinus
ENSCDRP00005003789	ENSCDRG00005002608	camelus_dromedarius
ENSVPAP00000009552	ENSVPAG00000010267	vicugna_pacos
ENSCHIP00000015875	ENSCHIG00000016323	capra_hircus
ENSCHIP00010036714	ENSCHIG00010027355	capra_hircus_blackbengal
ENSOARP00000009498	ENSOARG00000008842	ovis_aries
ENSOARP00020004541	ENSOARG00020003121	ovis_aries_rambouillet
ENSBGRP00000010479	ENSBGRG00000006479	bos_grunniens
ENSBMUP00000013676	ENSBMUG00000010405	bos_mutus
ENSBIXP00000033231	ENSBIXG00000015982	bos_taurus_hybrid
ENSBTAP00000067667	ENSBTAG00000047600	bos_taurus
ENSBIXP00005004461	ENSBIXG00005010381	bos_indicus_hybrid
ENSBBBP00000017443	ENSBBBG00000009903	bison_bison_bison
ENSMMSP00000005465	ENSMMSG00000003965	moschus_moschiferus
ENSCHYP00000032794	ENSCHYG00000021945	cervus_hanglu_yarkandensis
ENSBMSP00010017561	ENSBMSG00010012625	balaenoptera_musculus
ENSPCTP00005018134	ENSPCTG00005012163	physeter_catodon
ENSTTRP00000010506	ENSTTRG00000011071	tursiops_truncatus
ENSPSNP00000019134	ENSPSNG00000012984	phocoena_sinus
ENSDLEP00000013740	ENSDLEG00000009633	delphinapterus_leucas
ENSMMNP00015007746	ENSMMNG00015005760	monodon_monoceros
ENSCWAP00000009660	ENSCWAG00000007189	catagonus_wagneri
ENSSSCP00000047076	ENSSSCG00000026978	sus_scrofa
ENSPVAP00000004074	ENSPVAG00000004298	pteropus_vampyrus
ENSMLUP00000006999	ENSMLUG00000007568	myotis_lucifugus
ENSRFEP00010028352	ENSRFEG00010018524	rhinolophus_ferrumequinum
ENSFCAP00000061052	ENSFCAG00000006448	felis_catus
ENSLCNP00005003655	ENSLCNG00005002519	lynx_canadensis
ENSPTIP00000010841	ENSPTIG00000011449	panthera_tigris_altaica
ENSPLOP00000015090	ENSPLOG00000011040	panthera_leo
ENSPPRP00000007776	ENSPPRG00000002853	panthera_pardus
ENSSSUP00005027054	ENSSSUG00005017000	suricata_suricatta
ENSZCAP00015023382	ENSZCAG00015014891	zalophus_californianus
ENSAMEP00000006181	ENSAMEG00000005851	ailuropoda_melanoleuca
ENSUTTP00000001918	ENSUTTG00000001278	ursus_thibetanus_thibetanus
ENSUAMP00000035470	ENSUAMG00000026921	ursus_americanus
ENSUMAP00000003617	ENSUMAG00000002961	ursus_maritimus
ENSNVIP00000025209	ENSNVIG00000019446	neovison_vison
ENSMPUP00000014190	ENSMPUG00000014298	mustela_putorius_furo
ENSCAFP00030021839	ENSCAFG00030013499	canis_lupus_familiarisbasenji
ENSCAFP00000001313	ENSCAFG00000000923	canis_lupus_familiaris
ENSCAFP00040005716	ENSCAFG00040003468	canis_lupus_familiarisgreatdane
ENSCAFP00020027291	ENSCAFG00020021389	canis_lupus_dingo
ENSVVUP00000022545	ENSVVUG00000015982	vulpes_vulpes
ENSEEUP00000002574	ENSEEUG00000002774	erinaceus_europaeus
ENSSARP00000011199	ENSSARG00000012349	sorex_araneus
ENSDNOP00000008177	ENSDNOG00000010519	dasypus_novemcinctus
ENSCHOP00000008598	ENSCHOG00000009679	choloepus_hoffmanni
ENSOANP00000052049	ENSOANG00000012474	ornithorhynchus_anatinus
ENSLACP00000011840	ENSLACG00000010419	latimeria_chalumnae
ENSCMIP00000012314	ENSCMIG00000006280	callorhinchus_milii
ENSLOCP00000021184	ENSLOCG00000017138	lepisosteus_oculatus
ENSEEEP00000026083	ENSEEEG00000012633	electrophorus_electricus
ENSAMXP00000021554	ENSAMXG00000020937	astyanax_mexicanus
ENSPNAP00000033966	ENSPNAG00000023005	pygocentrus_nattereri
ENSCARP00000086526	ENSCARG00000041835	carassius_auratus
ENSSANP00000099094	ENSSANG00000048752	sinocyclocheilus_anshuiensis
ENSSRHP00000001676	ENSSRHG00000001172	sinocyclocheilus_rhinocerous
ENSSANP00000023964	ENSSANG00000012335	sinocyclocheilus_anshuiensis
ENSSRHP00000007507	ENSSRHG00000004438	sinocyclocheilus_rhinocerous
ENSSGRP00000060663	ENSSGRG00000031509	sinocyclocheilus_grahami
ENSCCRP00015085340	ENSCCRG00015034428	cyprinus_carpio_huanghe
ENSCCRP00020034378	ENSCCRG00020015449	cyprinus_carpio_hebaored
ENSCCRP00000080800	ENSCCRG00000043843	cyprinus_carpio
ENSDARP00000118327	ENSDARG00000087197	danio_rerio
ENSDCDP00000050513	ENSDCDG00000030789	denticeps_clupeoides
ENSCHAP00000052531	ENSCHAG00000023876	clupea_harengus
ENSEBUP00000013433	ENSEBUG00000008408	eptatretus_burgeri
FBpp0073249	FBgn0003366	drosophila_melanogaster
