ENSCMIP00000025838	ENSCMIG00000011295	callorhinchus_milii
ENSDCDP00000034643	ENSDCDG00000023312	denticeps_clupeoides
ENSDCDP00000034605	ENSDCDG00000023260	denticeps_clupeoides
ENSMMDP00005000331	ENSMMDG00005000233	myripristis_murdjan
ENSSORP00005008396	ENSSORG00005004618	sphaeramia_orbicularis
ENSPMGP00000012700	ENSPMGG00000010470	periophthalmus_magnuspinnatus
ENSNMLP00000038295	ENSNMLG00000023653	neogobius_melanostomus
ENSLCRP00005037513	ENSLCRG00005014607	larimichthys_crocea
ENSACIP00000021378	ENSACIG00000016580	amphilophus_citrinellus
ENSONIP00000005071	ENSONIG00000004021	oreochromis_niloticus
ENSOABP00000014041	ENSOABG00000006954	oreochromis_aureus
ENSMZEP00005030411	ENSMZEG00005022664	maylandia_zebra
ENSACLP00000021845	ENSACLG00000014805	astatotilapia_calliptera
ENSHBUP00000023726	ENSHBUG00000004723	haplochromis_burtoni
ENSPNYP00000013794	ENSPNYG00000010432	pundamilia_nyererei
ENSNBRP00000015475	ENSNBRG00000011960	neolamprologus_brichardi
ENSSPAP00000011395	ENSSPAG00000008648	stegastes_partitus
ENSATEP00000006544	ENSATEG00000004568	anabas_testudineus
ENSBSLP00000000936	ENSBSLG00000000671	betta_splendens
ENSMAMP00000016254	ENSMAMG00000010975	mastacembelus_armatus
ENSCGOP00000029348	ENSCGOG00000013680	cottoperca_gobio
ENSSLUP00000028121	ENSSLUG00000012570	sander_lucioperca
ENSSDUP00000028841	ENSSDUG00000020777	seriola_dumerili
ENSLCAP00010053743	ENSLCAG00010024984	lates_calcarifer
ENSMMOP00000025164	ENSMMOG00000019114	mola_mola
ENSMALP00000012837	ENSMALG00000009074	monopterus_albus
ENSAPEP00000025780	ENSAPEG00000018302	amphiprion_percula
ENSAOCP00000017252	ENSAOCG00000001627	amphiprion_ocellaris
ENSAPOP00000001733	ENSAPOG00000003099	acanthochromis_polyacanthus
ENSCSEP00000001976	ENSCSEG00000001338	cynoglossus_semilaevis
ENSDLAP00005021935	ENSDLAG00005010055	dicentrarchus_labrax
ENSSAUP00010053471	ENSSAUG00010021890	sparus_aurata
ENSSMAP00000030618	ENSSMAG00000018748	scophthalmus_maximus
ENSSLDP00000003644	ENSSLDG00000002828	seriola_lalandi_dorsalis
ENSENLP00000032313	ENSENLG00000014225	echeneis_naucrates
ENSPRNP00000031788	ENSPRNG00000015935	parambassis_ranga
ENSOSIP00000003823	ENSOSIG00000001121	oryzias_sinensis
ENSORLP00000035898	ENSORLG00000018691	oryzias_latipes
ENSORLP00015035293	ENSORLG00015021819	oryzias_latipes_hsok
ENSORLP00020024890	ENSORLG00020006572	oryzias_latipes_hni
ENSOMEP00000019166	ENSOMEG00000000685	oryzias_melastigma
ENSOJAP00000001819	ENSOJAG00000001012	oryzias_javanicus
ENSNFUP00015033136	ENSNFUG00015016195	nothobranchius_furzeri
ENSKMAP00000016342	ENSKMAG00000012193	kryptolebias_marmoratus
ENSFHEP00000007740	ENSFHEG00000008917	fundulus_heteroclitus
ENSCVAP00000018961	ENSCVAG00000022306	cyprinodon_variegatus
ENSXCOP00000007164	ENSXCOG00000005529	xiphophorus_couchianus
ENSXMAP00000021309	ENSXMAG00000016085	xiphophorus_maculatus
ENSPREP00000009310	ENSPREG00000006328	poecilia_reticulata
ENSPMEP00000024405	ENSPMEG00000006727	poecilia_mexicana
ENSPFOP00000014550	ENSPFOG00000014447	poecilia_formosa
ENSPLAP00000015658	ENSPLAG00000019644	poecilia_latipinna
ENSGAFP00000005216	ENSGAFG00000003544	gambusia_affinis
ENSSFAP00005052108	ENSSFAG00005024984	salarias_fasciatus
ENSGWIP00000024624	ENSGWIG00000013038	gouania_willdenowi
ENSLBEP00000000633	ENSLBEG00000000451	labrus_bergylta
ENSCLMP00005026126	ENSCLMG00005012762	cyclopterus_lumpus
ENSGACP00000002644	ENSGACG00000002033	gasterosteus_aculeatus
ENSGMOP00000019728	ENSGMOG00000018317	gadus_morhua
ENSHCOP00000005774	ENSHCOG00000007482	hippocampus_comes
ENSCSEP00000002044	ENSCSEG00000001381	cynoglossus_semilaevis
ENSELUP00000071748	ENSELUG00000010573	esox_lucius
ENSSTUP00000034322	ENSSTUG00000014517	salmo_trutta
ENSSSAP00000092466	ENSSSAG00000071080	salmo_salar
ENSOTSP00005066428	ENSOTSG00005031685	oncorhynchus_tshawytscha
ENSOKIP00005103475	ENSOKIG00005045529	oncorhynchus_kisutch
ENSOMYP00000085612	ENSOMYG00000039502	oncorhynchus_mykiss
ENSHHUP00000056050	ENSHHUG00000033435	hucho_hucho
ENSOKIP00005072274	ENSOKIG00005031153	oncorhynchus_kisutch
ENSOMYP00000046970	ENSOMYG00000021434	oncorhynchus_mykiss
ENSOTSP00005095038	ENSOTSG00005044226	oncorhynchus_tshawytscha
ENSSSAP00000061746	ENSSSAG00000054707	salmo_salar
ENSSTUP00000010772	ENSSTUG00000005163	salmo_trutta
ENSHHUP00000042664	ENSHHUG00000026248	hucho_hucho
ENSLOCP00000017879	ENSLOCG00000014521	lepisosteus_oculatus
ENSLLEP00000015224	ENSLLEG00000008858	leptobrachium_leishanense
ENSXETP00000101256	ENSXETG00000033787	xenopus_tropicalis
ENSGEVP00005019334	ENSGEVG00005013021	gopherus_evgoodei
ENSGAGP00000011565	ENSGAGG00000008928	gopherus_agassizii
ENSCABP00000002766	ENSCABG00000002008	chelonoidis_abingdonii
ENSTMTP00000029915	ENSTMTG00000021562	terrapene_carolina_triunguis
ENSCPBP00000025190	ENSCPBG00000017921	chrysemys_picta_bellii
ENSCSRP00000024848	ENSCSRG00000018494	chelydra_serpentina
ENSPCEP00000001175	ENSPCEG00000000857	pelusios_castaneus
ENSCPRP00005024550	ENSCPRG00005017046	crocodylus_porosus
ENSNPEP00000018440	ENSNPEG00000013741	nothoprocta_perdicaria
ENSSCUP00000018710	ENSSCUG00000013810	struthio_camelus_australis
ENSDNVP00000008340	ENSDNVG00000005931	dromaius_novaehollandiae
ENSARWP00000002771	ENSARWG00000002080	apteryx_rowi
ENSAOWP00000004099	ENSAOWG00000002855	apteryx_owenii
ENSAHAP00000007022	ENSAHAG00000005252	apteryx_haastii
ENSCJPP00005026139	ENSCJPG00005020395	coturnix_japonica
ENSGALP00000049680	ENSGALG00000040241	gallus_gallus
ENSCPIP00010010771	ENSCPIG00010008355	chrysolophus_pictus
ENSPCLP00000005768	ENSPCLG00000004868	phasianus_colchicus
ENSMGAP00000017789	ENSMGAG00000008777	meleagris_gallopavo
ENSNMEP00000027567	ENSNMEG00000023060	numida_meleagris
ENSAZOP00000006335	ENSAZOG00000003207	anas_zonorhyncha
ENSAPLP00000013146	ENSAPLG00000013271	anas_platyrhynchos_platyrhynchos
ENSAPLP00020003836	ENSAPLG00020002857	anas_platyrhynchos
ENSCMMP00000009817	ENSCMMG00000006228	cairina_moschata_domestica
ENSABRP00000026153	ENSABRG00000021879	anser_brachyrhynchus
ENSACDP00005013310	ENSACDG00005009801	anser_cygnoides
ENSMCSP00000022283	ENSMCSG00000015547	malurus_cyaneus_samueli
ENSFALP00000010877	ENSFALG00000010429	ficedula_albicollis
ENSCUSP00005013048	ENSCUSG00005008390	catharus_ustulatus
ENSSCAP00000008089	ENSSCAG00000005866	serinus_canaria
ENSGFOP00000000699	ENSGFOG00000000518	geospiza_fortis
ENSCPVP00000010171	ENSCPVG00000007451	camarhynchus_parvulus
ENSZALP00000001403	ENSZALG00000001614	zonotrichia_albicollis
ENSJHYP00000013599	ENSJHYG00000010541	junco_hyemalis
ENSCCEP00000011849	ENSCCEG00000011499	cyanistes_caeruleus
ENSPMJP00000001650	ENSPMJG00000001346	parus_major
ENSTGUP00000024066	ENSTGUG00000008364	taeniopygia_guttata
ENSLSDP00000012125	ENSLSDG00000008863	lonchura_striata_domestica
ENSEGOP00005004806	ENSEGOG00005003762	erythrura_gouldiae
ENSCMUP00000019431	ENSCMUG00000012017	corvus_moneduloides
ENSCRFP00000007311	ENSCRFG00000005772	stachyris_ruficeps
ENSZLMP00000010111	ENSZLMG00000007056	zosterops_lateralis_melanops
ENSMVIP00005019421	ENSMVIG00005013450	manacus_vitellinus
ENSLCOP00000021001	ENSLCOG00000014862	lepidothrix_coronata
ENSMUNP00000005476	ENSMUNG00000004509	melopsittacus_undulatus
ENSACOP00000005037	ENSACOG00000003562	amazona_collaria
ENSSHBP00005000598	ENSSHBG00005000586	strigops_habroptila
ENSFTIP00000004740	ENSFTIG00000003294	falco_tinnunculus
ENSCPGP00000015380	ENSCPGG00000010503	calidris_pygmaea
ENSCPUP00000027846	ENSCPUG00000018748	calidris_pugnax
ENSACUP00000019005	ENSACUG00000012686	athene_cunicularia
ENSOSUP00000020268	ENSOSUG00000014187	otus_sunia
ENSBOBP00000003964	ENSBOBG00000002722	bubo_bubo
ENSSOCP00000002862	ENSSOCG00000002177	strix_occidentalis_caurina
ENSBJAP00000002634	ENSBJAG00000001889	buteo_japonicus
ENSACCP00020008833	ENSACCG00020006023	aquila_chrysaetos_chrysaetos
ENSSPUP00000015508	ENSSPUG00000011968	sphenodon_punctatus
ENSVKKP00000027417	ENSVKKG00000017835	varanus_komodoensis
ENSNNAP00000010115	ENSNNAG00000006741	naja_naja
ENSNSUP00000014589	ENSNSUG00000010805	notechis_scutatus
ENSPTXP00000007396	ENSPTXG00000005357	pseudonaja_textilis
ENSPVIP00000005239	ENSPVIG00000004263	pogona_vitticeps
ENSACAP00000008528	ENSACAG00000008732	anolis_carolinensis
ENSSMRP00000028962	ENSSMRG00000022292	salvator_merianae
ENSPMRP00000030559	ENSPMRG00000019680	podarcis_muralis
ENSOANP00000044817	ENSOANG00000021805	ornithorhynchus_anatinus
ENSVURP00010009846	ENSVURG00010007552	vombatus_ursinus
ENSPCIP00000054460	ENSPCIG00000006382	phascolarctos_cinereus
ENSMEUP00000014068	ENSMEUG00000015408	notamacropus_eugenii
ENSSHAP00000020337	ENSSHAG00000017249	sarcophilus_harrisii
ENSMODP00000035165	ENSMODG00000019593	monodelphis_domestica
ENSNLEP00000013887	ENSNLEG00000011410	nomascus_leucogenys
ENSGGOP00000042782	ENSGGOG00000010222	gorilla_gorilla
ENSMLEP00000011836	ENSMLEG00000029871	mandrillus_leucophaeus
ENSCGRP00000000150	ENSCGRG00000000162	cricetulus_griseus_crigri
ENSCAPP00000016030	ENSCAPG00000016010	cavia_aperea
ENSSSUP00005010198	ENSSSUG00005006550	suricata_suricatta
ENSMPUP00000015727	ENSMPUG00000015834	mustela_putorius_furo
ENSUMAP00000008127	ENSUMAG00000005866	ursus_maritimus
ENSUAMP00000032625	ENSUAMG00000024899	ursus_americanus
ENSCAFP00000043465	ENSCAFG00000011457	canis_lupus_familiaris
ENSPTIP00000002253	ENSPTIG00000004577	panthera_tigris_altaica
ENSMLUP00000008131	ENSMLUG00000008897	myotis_lucifugus
ENSVPAP00000011486	ENSVPAG00000012356	vicugna_pacos
ENSCHIP00010024268	ENSCHIG00010016093	capra_hircus_blackbengal
ENSBBBP00000015553	ENSBBBG00000023291	bison_bison_bison
ENSTTRP00000000493	ENSTTRG00000000526	tursiops_truncatus
ENSPCTP00005013874	ENSPCTG00005009275	physeter_catodon
ENSLCNP00005007255	ENSLCNG00005004733	lynx_canadensis
ENSFCAP00000013882	ENSFCAG00000014965	felis_catus
ENSPPRP00000021868	ENSPPRG00000013096	panthera_pardus
ENSPLOP00000030532	ENSPLOG00000022128	panthera_leo
ENSUTTP00000014979	ENSUTTG00000009346	ursus_thibetanus_thibetanus
ENSNVIP00000023943	ENSNVIG00000018197	neovison_vison
ENSCAFP00030005506	ENSCAFG00030003317	canis_lupus_familiarisbasenji
ENSCAFP00040000365	ENSCAFG00040000244	canis_lupus_familiarisgreatdane
ENSZCAP00015008675	ENSZCAG00015005505	zalophus_californianus
ENSBMSP00010008778	ENSBMSG00010005722	balaenoptera_musculus
ENSPSNP00000004868	ENSPSNG00000003612	phocoena_sinus
ENSMMNP00015011957	ENSMMNG00015008814	monodon_monoceros
ENSDLEP00000008335	ENSDLEG00000006137	delphinapterus_leucas
ENSCHYP00000012660	ENSCHYG00000008109	cervus_hanglu_yarkandensis
ENSMMSP00000016504	ENSMMSG00000012550	moschus_moschiferus
ENSOARP00000011610	ENSOARG00000010826	ovis_aries
ENSOARP00000011618	ENSOARG00000010833	ovis_aries
ENSOARP00020009187	ENSOARG00020007126	ovis_aries_rambouillet
ENSCHIP00000007015	ENSCHIG00000010670	capra_hircus
ENSBIXP00000008757	ENSBIXG00000014533	bos_taurus_hybrid
ENSBIXP00005018132	ENSBIXG00005021748	bos_indicus_hybrid
ENSBTAP00000056597	ENSBTAG00000047543	bos_taurus
ENSBGRP00000019254	ENSBGRG00000012192	bos_grunniens
ENSCWAP00000026508	ENSCWAG00000017666	catagonus_wagneri
ENSSSCP00000072174	ENSSSCG00000005106	sus_scrofa
ENSCDRP00005029797	ENSCDRG00005020380	camelus_dromedarius
ENSCHOP00000001786	ENSCHOG00000002023	choloepus_hoffmanni
ENSOGAP00000021836	ENSOGAG00000004733	otolemur_garnettii
ENSPCOP00000027629	ENSPCOG00000026294	propithecus_coquereli
ENSPSMP00000007367	ENSPSMG00000005098	prolemur_simus
ENSMICP00000018907	ENSMICG00000004359	microcebus_murinus
ENSDORP00000016688	ENSDORG00000016672	dipodomys_ordii
ENSCCNP00000009478	ENSCCNG00000009963	castor_canadensis
ENSJJAP00000012344	ENSJJAG00000015374	jaculus_jaculus
ENSPEMP00000008768	ENSPEMG00000010258	peromyscus_maniculatus_bairdii
ENSMAUP00000002337	ENSMAUG00000001788	mesocricetus_auratus
ENSCGRP00001023439	ENSCGRG00001021632	cricetulus_griseus_chok1gshd
ENSCGRP00015000590	ENSCGRG00015000145	cricetulus_griseus_picr
ENSMOCP00000014388	ENSMOCG00000013899	microtus_ochrogaster
MGP_PahariEiJ_P0017010	MGP_PahariEiJ_G0013090	mus_pahari
MGP_CAROLIEiJ_P0080155	MGP_CAROLIEiJ_G0029868	mus_caroli
ENSMSIP00000022448	ENSMSIG00000018687	mus_spicilegus
MGP_SPRETEiJ_P0083507	MGP_SPRETEiJ_G0030970	mus_spretus
ENSMUSP00000037909	ENSMUSG00000059146	mus_musculus
ENSRNOP00000044402	ENSRNOG00000018674	rattus_norvegicus
ENSNGAP00000006528	ENSNGAG00000009651	nannospalax_galili
ENSECAP00000035435	ENSECAG00000012510	equus_caballus
ENSEASP00005022505	ENSEASG00005015377	equus_asinus_asinus
ENSRFEP00010013755	ENSRFEG00010009240	rhinolophus_ferrumequinum
ENSPVAP00000000411	ENSPVAG00000000439	pteropus_vampyrus
ENSETEP00000015040	ENSETEG00000018500	echinops_telfairi
ENSCPOP00000024385	ENSCPOG00000009727	cavia_porcellus
ENSODEP00000020126	ENSODEG00000014845	octodon_degus
ENSCLAP00000020178	ENSCLAG00000013822	chinchilla_lanigera
ENSHGLP00000009852	ENSHGLG00000007071	heterocephalus_glaber_female
ENSHGLP00100007638	ENSHGLG00100005706	heterocephalus_glaber_male
ENSFDAP00000018810	ENSFDAG00000009576	fukomys_damarensis
ENSSDAP00000008362	ENSSDAG00000007587	spermophilus_dauricus
ENSSTOP00000028745	ENSSTOG00000003812	ictidomys_tridecemlineatus
ENSUPAP00010020928	ENSUPAG00010016474	urocitellus_parryii
ENSMMMP00000023147	ENSMMMG00000020253	marmota_marmota_marmota
ENSSVLP00005004208	ENSSVLG00005003033	sciurus_vulgaris
ENSPPYP00000007657	ENSPPYG00000006749	pongo_abelii
ENSP00000354207	ENSG00000140538	homo_sapiens
ENSPPAP00000039788	ENSPPAG00000042420	pan_paniscus
ENSPTRP00000085547	ENSPTRG00000007418	pan_troglodytes
ENSCANP00000030660	ENSCANG00000038465	colobus_angolensis_palliatus
ENSRBIP00000017864	ENSRBIG00000032706	rhinopithecus_bieti
ENSRROP00000044186	ENSRROG00000045073	rhinopithecus_roxellana
ENSPTEP00000002712	ENSPTEG00000002555	piliocolobus_tephrosceles
ENSPANP00000029827	ENSPANG00000000921	papio_anubis
ENSCATP00000016306	ENSCATG00000031981	cercocebus_atys
ENSMMUP00000047448	ENSMMUG00000001386	macaca_mulatta
ENSMFAP00000025605	ENSMFAG00000044160	macaca_fascicularis
ENSMNEP00000022247	ENSMNEG00000034718	macaca_nemestrina
ENSCSAP00000013241	ENSCSAG00000017205	chlorocebus_sabaeus
ENSTGEP00000011215	ENSTGEG00000009048	theropithecus_gelada
ENSANAP00000035300	ENSANAG00000034807	aotus_nancymaae
ENSSBOP00000028586	ENSSBOG00000029993	saimiri_boliviensis_boliviensis
ENSCCAP00000036151	ENSCCAG00000035612	cebus_capucinus
ENSCJAP00000053462	ENSCJAG00000013026	callithrix_jacchus
ENSLAFP00000012758	ENSLAFG00000015226	loxodonta_africana
ENSOPRP00000005914	ENSOPRG00000006442	ochotona_princeps
ENSTBEP00000007197	ENSTBEG00000008292	tupaia_belangeri
ENSPCAP00000003585	ENSPCAG00000003785	procavia_capensis
ENSDNOP00000013927	ENSDNOG00000017949	dasypus_novemcinctus
ENSACAP00000018183	ENSACAG00000005252	anolis_carolinensis
ENSMVIP00005002957	ENSMVIG00005002316	manacus_vitellinus
ENSANIP00000003686	ENSANIG00000002475	accipiter_nisus
ENSPSTP00000017452	ENSPSTG00000012302	pavo_cristatus
ENSPSIP00000016402	ENSPSIG00000014583	pelodiscus_sinensis
ENSOCUP00000027670	ENSOCUG00000013536	oryctolagus_cuniculus
ENSCGRP00000003825	ENSCGRG00000002820	cricetulus_griseus_crigri
ENSBMUP00000003661	ENSBMUG00000002904	bos_mutus
ENSAMEP00000013436	ENSAMEG00000012765	ailuropoda_melanoleuca
ENSCAFP00020024020	ENSCAFG00020018900	canis_lupus_dingo
ENSVVUP00000016453	ENSVVUG00000012090	vulpes_vulpes
ENSTSYP00000007947	ENSTSYG00000008643	carlito_syrichta
ENSMUGP00000022843	ENSMUGG00000019137	meriones_unguiculatus
ENSCAPP00000000757	ENSCAPG00000000942	cavia_aperea
ENSHGLP00000000603	ENSHGLG00000000530	heterocephalus_glaber_female
ENSHGLP00100002744	ENSHGLG00100002135	heterocephalus_glaber_male
ENSLACP00000019562	ENSLACG00000017201	latimeria_chalumnae
ENSLACP00000019039	ENSLACG00000016753	latimeria_chalumnae
