ENSPMAP00000007340	ENSPMAG00000006652	petromyzon_marinus
ENSRNOP00000069636	ENSRNOG00000053232	rattus_norvegicus
ENSSVLP00005020197	ENSSVLG00005016186	sciurus_vulgaris
ENSMMMP00000025041	ENSMMMG00000021925	marmota_marmota_marmota
ENSSDAP00000024477	ENSSDAG00000022285	spermophilus_dauricus
ENSUPAP00010007489	ENSUPAG00010006018	urocitellus_parryii
ENSSTOP00000001077	ENSSTOG00000001203	ictidomys_tridecemlineatus
ENSVVUP00000030615	ENSVVUG00000022343	vulpes_vulpes
ENSLLTP00000014608	ENSLLTG00000011208	laticauda_laticaudata
ENSANIP00000012637	ENSANIG00000008578	accipiter_nisus
ENSFCAP00000004334	ENSFCAG00000004691	felis_catus
ENSLCNP00005019844	ENSLCNG00005012952	lynx_canadensis
ENSPLOP00000015518	ENSPLOG00000011343	panthera_leo
ENSPPRP00000002156	ENSPPRG00000023627	panthera_pardus
ENSCAFP00000062356	ENSCAFG00000002163	canis_lupus_familiaris
ENSCAFP00040009930	ENSCAFG00040006135	canis_lupus_familiarisgreatdane
ENSCAFP00030005586	ENSCAFG00030003397	canis_lupus_familiarisbasenji
ENSCAFP00020008216	ENSCAFG00020006601	canis_lupus_dingo
ENSVVUP00000030618	ENSVVUG00000022347	vulpes_vulpes
ENSUTTP00000009546	ENSUTTG00000006062	ursus_thibetanus_thibetanus
ENSUAMP00000034585	ENSUAMG00000026252	ursus_americanus
ENSUMAP00000022756	ENSUMAG00000016576	ursus_maritimus
ENSAMEP00000018354	ENSAMEG00000017373	ailuropoda_melanoleuca
ENSZCAP00015034800	ENSZCAG00015021902	zalophus_californianus
ENSNVIP00000020011	ENSNVIG00000015679	neovison_vison
ENSMPUP00000006785	ENSMPUG00000006839	mustela_putorius_furo
ENSCDRP00005025514	ENSCDRG00005017256	camelus_dromedarius
ENSMMSP00000017793	ENSMMSG00000013476	moschus_moschiferus
ENSOARP00020000560	ENSOARG00020000547	ovis_aries_rambouillet
ENSOARP00000008424	ENSOARG00000007850	ovis_aries
ENSCHIP00010035846	ENSCHIG00010026536	capra_hircus_blackbengal
ENSCHIP00000031028	ENSCHIG00000025554	capra_hircus
ENSBIXP00000039808	ENSBIXG00000023794	bos_taurus_hybrid
ENSBIXP00005011045	ENSBIXG00005015550	bos_indicus_hybrid
ENSBTAP00000053765	ENSBTAG00000005092	bos_taurus
ENSBMUP00000012965	ENSBMUG00000009895	bos_mutus
ENSBGRP00000027073	ENSBGRG00000016996	bos_grunniens
ENSBBBP00000018825	ENSBBBG00000007024	bison_bison_bison
ENSCHYP00000014796	ENSCHYG00000009597	cervus_hanglu_yarkandensis
ENSBMSP00010007034	ENSBMSG00010005213	balaenoptera_musculus
ENSPCTP00005015455	ENSPCTG00005011027	physeter_catodon
ENSPSNP00000001379	ENSPSNG00000001108	phocoena_sinus
ENSDLEP00000025369	ENSDLEG00000018433	delphinapterus_leucas
ENSMMNP00015016379	ENSMMNG00015012081	monodon_monoceros
ENSTTRP00000008145	ENSTTRG00000008590	tursiops_truncatus
ENSCWAP00000001825	ENSCWAG00000001505	catagonus_wagneri
ENSSSCP00000010242	ENSSSCG00000009593	sus_scrofa
ENSDLEP00000025355	ENSDLEG00000018428	delphinapterus_leucas
ENSPVAP00000004277	ENSPVAG00000004518	pteropus_vampyrus
ENSRFEP00010018349	ENSRFEG00010012333	rhinolophus_ferrumequinum
ENSECAP00000052717	ENSECAG00000022345	equus_caballus
ENSEASP00005020348	ENSEASG00005013999	equus_asinus_asinus
ENSPTIP00000007717	ENSPTIG00000009279	panthera_tigris_altaica
ENSSSUP00005032831	ENSSSUG00005021147	suricata_suricatta
ENSMLUP00000009563	ENSMLUG00000010478	myotis_lucifugus
ENSTBEP00000015400	ENSTBEG00000017708	tupaia_belangeri
ENSCJAP00000075321	ENSCJAG00000054125	callithrix_jacchus
ENSDNOP00000030739	ENSDNOG00000046384	dasypus_novemcinctus
ENSLAFP00000008103	ENSLAFG00000009661	loxodonta_africana
ENSPCAP00000005480	ENSPCAG00000005871	procavia_capensis
ENSETEP00000009584	ENSETEG00000011811	echinops_telfairi
ENSDNOP00000007966	ENSDNOG00000010296	dasypus_novemcinctus
ENSCHOP00000006035	ENSCHOG00000006816	choloepus_hoffmanni
ENSTSYP00000015287	ENSTSYG00000026948	carlito_syrichta
ENSPMRP00000025336	ENSPMRG00000016397	podarcis_muralis
ENSMSIP00000008342	ENSMSIG00000007411	mus_spicilegus
ENSCJAP00000077578	ENSCJAG00000061680	callithrix_jacchus
ENSSPUP00000015868	ENSSPUG00000012248	sphenodon_punctatus
ENSSMRP00000024937	ENSSMRG00000019279	salvator_merianae
ENSPMRP00000025308	ENSPMRG00000016375	podarcis_muralis
ENSNNAP00000000901	ENSNNAG00000000629	naja_naja
ENSPTXP00000017918	ENSPTXG00000012310	pseudonaja_textilis
ENSNSUP00000019060	ENSNSUG00000013904	notechis_scutatus
ENSLLTP00000017828	ENSLLTG00000013511	laticauda_laticaudata
ENSVKKP00000012091	ENSVKKG00000008322	varanus_komodoensis
ENSPVIP00000029864	ENSPVIG00000021996	pogona_vitticeps
ENSPVIP00000029863	ENSPVIG00000021995	pogona_vitticeps
ENSACAP00000000932	ENSACAG00000000922	anolis_carolinensis
ENSCPRP00005014832	ENSCPRG00005010421	crocodylus_porosus
ENSNPEP00000001890	ENSNPEG00000001465	nothoprocta_perdicaria
ENSARWP00000018879	ENSARWG00000012981	apteryx_rowi
ENSAOWP00000010972	ENSAOWG00000007553	apteryx_owenii
ENSAHAP00000001483	ENSAHAG00000001242	apteryx_haastii
ENSDNVP00000014706	ENSDNVG00000010355	dromaius_novaehollandiae
ENSSCUP00000023405	ENSSCUG00000017200	struthio_camelus_australis
ENSCPGP00000014215	ENSCPGG00000010057	calidris_pygmaea
ENSCPUP00000008380	ENSCPUG00000006037	calidris_pugnax
ENSMCSP00000018790	ENSMCSG00000013200	malurus_cyaneus_samueli
ENSZLMP00000019502	ENSZLMG00000013464	zosterops_lateralis_melanops
ENSCRFP00000008330	ENSCRFG00000006540	stachyris_ruficeps
ENSZALP00000000465	ENSZALG00000000537	zonotrichia_albicollis
ENSCPVP00000022869	ENSCPVG00000016362	camarhynchus_parvulus
ENSGFOP00000004700	ENSGFOG00000003329	geospiza_fortis
ENSSCAP00000019095	ENSSCAG00000013791	serinus_canaria
ENSEGOP00005010726	ENSEGOG00005008382	erythrura_gouldiae
ENSLSDP00000012318	ENSLSDG00000008995	lonchura_striata_domestica
ENSTGUP00000029991	ENSTGUG00000000414	taeniopygia_guttata
ENSPMJP00000003133	ENSPMJG00000002760	parus_major
ENSCCEP00000009722	ENSCCEG00000009827	cyanistes_caeruleus
ENSFALP00000004967	ENSFALG00000004775	ficedula_albicollis
ENSCUSP00005028058	ENSCUSG00005017220	catharus_ustulatus
ENSCMUP00000013698	ENSCMUG00000008577	corvus_moneduloides
ENSCPIP00010005474	ENSCPIG00010004227	chrysolophus_pictus
ENSPCLP00000016339	ENSPCLG00000013277	phasianus_colchicus
ENSGALP00000024493	ENSGALG00000015208	gallus_gallus
ENSPSTP00000017642	ENSPSTG00000012626	pavo_cristatus
ENSMGAP00000018689	ENSMGAG00000006647	meleagris_gallopavo
ENSCJPP00005011110	ENSCJPG00005009578	coturnix_japonica
ENSNMEP00000000284	ENSNMEG00000000412	numida_meleagris
ENSSHBP00005022345	ENSSHBG00005018836	strigops_habroptila
ENSACOP00000000147	ENSACOG00000000104	amazona_collaria
ENSMUNP00000015466	ENSMUNG00000011934	melopsittacus_undulatus
ENSLCOP00000003945	ENSLCOG00000002984	lepidothrix_coronata
ENSMVIP00005028685	ENSMVIG00005019956	manacus_vitellinus
ENSCMMP00000015679	ENSCMMG00000009983	cairina_moschata_domestica
ENSAPLP00000023208	ENSAPLG00000028633	anas_platyrhynchos_platyrhynchos
ENSAPLP00020003680	ENSAPLG00020002710	anas_platyrhynchos
ENSAZOP00000001541	ENSAZOG00000001080	anas_zonorhyncha
ENSABRP00000001257	ENSABRG00000001304	anser_brachyrhynchus
ENSACDP00005014329	ENSACDG00005010515	anser_cygnoides
ENSBJAP00000004689	ENSBJAG00000003387	buteo_japonicus
ENSACCP00020015999	ENSACCG00020010981	aquila_chrysaetos_chrysaetos
ENSACUP00000015407	ENSACUG00000010353	athene_cunicularia
ENSOSUP00000015694	ENSOSUG00000011239	otus_sunia
ENSBOBP00000012472	ENSBOBG00000007908	bubo_bubo
ENSSOCP00000020721	ENSSOCG00000015477	strix_occidentalis_caurina
ENSANIP00000010849	ENSANIG00000007338	accipiter_nisus
ENSPSTP00000017625	ENSPSTG00000012611	pavo_cristatus
ENSPCEP00000011700	ENSPCEG00000009285	pelusios_castaneus
ENSPSIP00000010894	ENSPSIG00000009820	pelodiscus_sinensis
ENSCSRP00000009684	ENSCSRG00000007103	chelydra_serpentina
ENSCABP00000004254	ENSCABG00000003193	chelonoidis_abingdonii
ENSGAGP00000002022	ENSGAGG00000001629	gopherus_agassizii
ENSGEVP00005005340	ENSGEVG00005003764	gopherus_evgoodei
ENSCPBP00000028836	ENSCPBG00000020338	chrysemys_picta_bellii
ENSTMTP00000022808	ENSTMTG00000016585	terrapene_carolina_triunguis
ENSSHAP00000002544	ENSSHAG00000002254	sarcophilus_harrisii
ENSMODP00000024012	ENSMODG00000019238	monodelphis_domestica
ENSPCIP00000012881	ENSPCIG00000010230	phascolarctos_cinereus
ENSVURP00010008846	ENSVURG00010006863	vombatus_ursinus
ENSMEUP00000014967	ENSMEUG00000016371	notamacropus_eugenii
ENSLACP00000001497	ENSLACG00000001341	latimeria_chalumnae
ENSPNYP00000031276	ENSPNYG00000023583	pundamilia_nyererei
ENSPKIP00000003531	ENSPKIG00000020993	paramormyrops_kingsleyae
ENSSFOP00015039127	ENSSFOG00015007632	scleropages_formosus
ENSDCDP00000006821	ENSDCDG00000003620	denticeps_clupeoides
ENSCHAP00000043193	ENSCHAG00000020052	clupea_harengus
ENSDARP00000101065	ENSDARG00000076227	danio_rerio
ENSSGRP00000040155	ENSSGRG00000021901	sinocyclocheilus_grahami
ENSSANP00000038941	ENSSANG00000019826	sinocyclocheilus_anshuiensis
ENSSRHP00000012506	ENSSRHG00000007141	sinocyclocheilus_rhinocerous
ENSCARP00000136166	ENSCARG00000070454	carassius_auratus
ENSCARP00000081200	ENSCARG00000038857	carassius_auratus
ENSCARP00000086715	ENSCARG00000042019	carassius_auratus
ENSCCRP00020105478	ENSCCRG00020048105	cyprinus_carpio_hebaored
ENSCCRP00000001339	ENSCCRG00000000863	cyprinus_carpio
ENSCCRP00010019367	ENSCCRG00010008404	cyprinus_carpio_germanmirror
ENSCCRP00015116352	ENSCCRG00015045954	cyprinus_carpio_huanghe
ENSCCRP00020065295	ENSCCRG00020030731	cyprinus_carpio_hebaored
ENSCCRP00000000249	ENSCCRG00000000243	cyprinus_carpio
ENSCCRP00015020296	ENSCCRG00015008818	cyprinus_carpio_huanghe
ENSCCRP00010116933	ENSCCRG00010051263	cyprinus_carpio_germanmirror
ENSSRHP00000037948	ENSSRHG00000019403	sinocyclocheilus_rhinocerous
ENSSANP00000050938	ENSSANG00000025554	sinocyclocheilus_anshuiensis
ENSSGRP00000040956	ENSSGRG00000022309	sinocyclocheilus_grahami
ENSIPUP00000037308	ENSIPUG00000024965	ictalurus_punctatus
ENSPNAP00000014145	ENSPNAG00000020081	pygocentrus_nattereri
ENSAMXP00005029423	ENSAMXG00005014539	astyanax_mexicanus_pachon
ENSAMXP00000054732	ENSAMXG00000011677	astyanax_mexicanus
ENSEEEP00000041843	ENSEEEG00000019778	electrophorus_electricus
ENSMMDP00005025094	ENSMMDG00005012013	myripristis_murdjan
ENSHCOP00000024611	ENSHCOG00000014104	hippocampus_comes
ENSMMOP00000024821	ENSMMOG00000018863	mola_mola
ENSDLAP00005051155	ENSDLAG00005022251	dicentrarchus_labrax
ENSMALP00000019234	ENSMALG00000013435	monopterus_albus
ENSCSEP00000015263	ENSCSEG00000009796	cynoglossus_semilaevis
ENSLBEP00000032350	ENSLBEG00000024397	labrus_bergylta
ENSSAUP00010057392	ENSSAUG00010023480	sparus_aurata
ENSSLUP00000044088	ENSSLUG00000019517	sander_lucioperca
ENSMAMP00000033869	ENSMAMG00000022766	mastacembelus_armatus
ENSLCAP00010025344	ENSLCAG00010011848	lates_calcarifer
ENSAPOP00000016339	ENSAPOG00000019481	acanthochromis_polyacanthus
ENSAPEP00000018706	ENSAPEG00000013355	amphiprion_percula
ENSAOCP00000018093	ENSAOCG00000023247	amphiprion_ocellaris
ENSSPAP00000009537	ENSSPAG00000007264	stegastes_partitus
ENSATEP00000015129	ENSATEG00000010541	anabas_testudineus
ENSHBUP00000004966	ENSHBUG00000006304	haplochromis_burtoni
ENSHBUP00000004976	ENSHBUG00000006311	haplochromis_burtoni
ENSMZEP00005014699	ENSMZEG00005011053	maylandia_zebra
ENSNBRP00000008578	ENSNBRG00000006714	neolamprologus_brichardi
ENSONIP00000014129	ENSONIG00000011228	oreochromis_niloticus
ENSOABP00000041784	ENSOABG00000018891	oreochromis_aureus
ENSACIP00000013363	ENSACIG00000010392	amphilophus_citrinellus
ENSPRNP00000043737	ENSPRNG00000021337	parambassis_ranga
ENSSFAP00005034085	ENSSFAG00005017332	salarias_fasciatus
ENSSORP00005046912	ENSSORG00005021477	sphaeramia_orbicularis
ENSLCRP00005061632	ENSLCRG00005022707	larimichthys_crocea
ENSCLMP00005048175	ENSCLMG00005022048	cyclopterus_lumpus
ENSGACP00000024672	ENSGACG00000018661	gasterosteus_aculeatus
ENSCGOP00000044032	ENSCGOG00000019804	cottoperca_gobio
ENSSMAP00000011847	ENSSMAG00000007314	scophthalmus_maximus
ENSENLP00000014457	ENSENLG00000006812	echeneis_naucrates
ENSSLDP00000021982	ENSSLDG00000017159	seriola_lalandi_dorsalis
ENSSDUP00000025156	ENSSDUG00000018268	seriola_dumerili
ENSPMGP00000006924	ENSPMGG00000005777	periophthalmus_magnuspinnatus
ENSNMLP00000020138	ENSNMLG00000013156	neogobius_melanostomus
ENSOJAP00000008034	ENSOJAG00000004219	oryzias_javanicus
ENSOMEP00000005836	ENSOMEG00000006861	oryzias_melastigma
ENSORLP00015015670	ENSORLG00015016602	oryzias_latipes_hsok
ENSORLP00000031374	ENSORLG00000023945	oryzias_latipes
ENSORLP00020022863	ENSORLG00020003379	oryzias_latipes_hni
ENSOSIP00000033983	ENSOSIG00000017136	oryzias_sinensis
ENSOSIP00000003601	ENSOSIG00000002401	oryzias_sinensis
ENSBSLP00000006221	ENSBSLG00000003188	betta_splendens
ENSTRUP00000031288	ENSTRUG00000012357	takifugu_rubripes
ENSGWIP00000050841	ENSGWIG00000024663	gouania_willdenowi
ENSNFUP00015007605	ENSNFUG00015003741	nothobranchius_furzeri
ENSKMAP00000016047	ENSKMAG00000011975	kryptolebias_marmoratus
ENSGMOP00000011913	ENSGMOG00000011137	gadus_morhua
ENSELUP00000037225	ENSELUG00000016826	esox_lucius
ENSOMYP00000006472	ENSOMYG00000003269	oncorhynchus_mykiss
ENSOTSP00005088613	ENSOTSG00005041744	oncorhynchus_tshawytscha
ENSOKIP00005117762	ENSOKIG00005050902	oncorhynchus_kisutch
ENSSTUP00000059304	ENSSTUG00000025578	salmo_trutta
ENSSSAP00000106494	ENSSSAG00000076683	salmo_salar
ENSHHUP00000003882	ENSHHUG00000002417	hucho_hucho
ENSCCRP00000083936	ENSCCRG00000045697	cyprinus_carpio
ENSCCRP00000083930	ENSCCRG00000045692	cyprinus_carpio
ENSAOCP00000031172	ENSAOCG00000022629	amphiprion_ocellaris
ENSACLP00000018171	ENSACLG00000012417	astatotilapia_calliptera
ENSLOCP00000009997	ENSLOCG00000008233	lepisosteus_oculatus
ENSECRP00000021835	ENSECRG00000014761	erpetoichthys_calabaricus
ENSHBUP00000031093	ENSHBUG00000016558	haplochromis_burtoni
ENSEBUP00000019075	ENSEBUG00000011883	eptatretus_burgeri
ENSECRP00000013500	ENSECRG00000008992	erpetoichthys_calabaricus
ENSELUP00000023381	ENSELUG00000022236	esox_lucius
ENSSSAP00000057638	ENSSSAG00000054654	salmo_salar
ENSSTUP00000092981	ENSSTUG00000041091	salmo_trutta
ENSOMYP00000021242	ENSOMYG00000010213	oncorhynchus_mykiss
ENSOKIP00005104763	ENSOKIG00005046005	oncorhynchus_kisutch
ENSOTSP00005044183	ENSOTSG00005021444	oncorhynchus_tshawytscha
ENSHHUP00000087413	ENSHHUG00000050549	hucho_hucho
ENSSSAP00000033220	ENSSSAG00000041184	salmo_salar
ENSHHUP00000088208	ENSHHUG00000050942	hucho_hucho
ENSSTUP00000032605	ENSSTUG00000013865	salmo_trutta
ENSSSAP00000119185	ENSSSAG00000081058	salmo_salar
ENSOMYP00000001664	ENSOMYG00000000888	oncorhynchus_mykiss
ENSOTSP00005024247	ENSOTSG00005011261	oncorhynchus_tshawytscha
ENSOKIP00005005429	ENSOKIG00005002451	oncorhynchus_kisutch
ENSMMDP00005046754	ENSMMDG00005021361	myripristis_murdjan
ENSPMGP00000013013	ENSPMGG00000010730	periophthalmus_magnuspinnatus
ENSNMLP00000018756	ENSNMLG00000012329	neogobius_melanostomus
ENSGAFP00000012778	ENSGAFG00000008643	gambusia_affinis
ENSXCOP00000010945	ENSXCOG00000008265	xiphophorus_couchianus
ENSXMAP00000002192	ENSXMAG00000002185	xiphophorus_maculatus
ENSPFOP00000008878	ENSPFOG00000008799	poecilia_formosa
ENSPLAP00000004151	ENSPLAG00000005774	poecilia_latipinna
ENSPMEP00000020275	ENSPMEG00000023421	poecilia_mexicana
ENSPREP00000030444	ENSPREG00000020617	poecilia_reticulata
ENSFHEP00000000630	ENSFHEG00000001360	fundulus_heteroclitus
ENSCVAP00000001621	ENSCVAG00000002621	cyprinodon_variegatus
ENSKMAP00000015308	ENSKMAG00000011440	kryptolebias_marmoratus
ENSNFUP00015054771	ENSNFUG00015025393	nothobranchius_furzeri
ENSOJAP00000009746	ENSOJAG00000005029	oryzias_javanicus
ENSOMEP00000006942	ENSOMEG00000008043	oryzias_melastigma
ENSORLP00015005970	ENSORLG00015000786	oryzias_latipes_hsok
ENSORLP00020009807	ENSORLG00020010708	oryzias_latipes_hni
ENSORLP00000012786	ENSORLG00000010196	oryzias_latipes
ENSOSIP00000045529	ENSOSIG00000021655	oryzias_sinensis
ENSACIP00000015642	ENSACIG00000012131	amphilophus_citrinellus
ENSNBRP00000018520	ENSNBRG00000014260	neolamprologus_brichardi
ENSHBUP00000033606	ENSHBUG00000020614	haplochromis_burtoni
ENSMZEP00005016570	ENSMZEG00005012430	maylandia_zebra
ENSACLP00000007445	ENSACLG00000005042	astatotilapia_calliptera
ENSMZEP00005019041	ENSMZEG00005014280	maylandia_zebra
ENSOABP00000025876	ENSOABG00000012302	oreochromis_aureus
ENSONIP00000068377	ENSONIG00000008814	oreochromis_niloticus
ENSACLP00000002456	ENSACLG00000001650	astatotilapia_calliptera
ENSACLP00000002335	ENSACLG00000001611	astatotilapia_calliptera
ENSACLP00000007365	ENSACLG00000004989	astatotilapia_calliptera
ENSPNYP00000023373	ENSPNYG00000017662	pundamilia_nyererei
ENSPNYP00000023365	ENSPNYG00000017652	pundamilia_nyererei
ENSOABP00000026895	ENSOABG00000012684	oreochromis_aureus
ENSMALP00000025875	ENSMALG00000017979	monopterus_albus
ENSMAMP00000013498	ENSMAMG00000009136	mastacembelus_armatus
ENSHCOP00000015931	ENSHCOG00000019620	hippocampus_comes
ENSMMOP00000007714	ENSMMOG00000005999	mola_mola
ENSGWIP00000034310	ENSGWIG00000017747	gouania_willdenowi
ENSGWIP00000034292	ENSGWIG00000017731	gouania_willdenowi
ENSBSLP00000038788	ENSBSLG00000018768	betta_splendens
ENSATEP00000028810	ENSATEG00000019870	anabas_testudineus
ENSSORP00005011796	ENSSORG00005006278	sphaeramia_orbicularis
ENSCLMP00005030979	ENSCLMG00005014994	cyclopterus_lumpus
ENSGACP00000009368	ENSGACG00000007064	gasterosteus_aculeatus
ENSSLUP00000041694	ENSSLUG00000018507	sander_lucioperca
ENSCGOP00000048982	ENSCGOG00000021842	cottoperca_gobio
ENSLBEP00000019299	ENSLBEG00000014821	labrus_bergylta
ENSSAUP00010034103	ENSSAUG00010014450	sparus_aurata
ENSLCRP00005014481	ENSLCRG00005006204	larimichthys_crocea
ENSDLAP00005059373	ENSDLAG00005024991	dicentrarchus_labrax
ENSTNIP00000021270	ENSTNIG00000018105	tetraodon_nigroviridis
ENSTRUP00000063037	ENSTRUG00000003110	takifugu_rubripes
ENSHCOP00000020067	ENSHCOG00000005863	hippocampus_comes
ENSSFAP00005049588	ENSSFAG00005023964	salarias_fasciatus
ENSAPEP00000015491	ENSAPEG00000011000	amphiprion_percula
ENSAOCP00000021559	ENSAOCG00000006584	amphiprion_ocellaris
ENSAPOP00000021985	ENSAPOG00000002904	acanthochromis_polyacanthus
ENSSPAP00000005140	ENSSPAG00000003971	stegastes_partitus
ENSPRNP00000003928	ENSPRNG00000002290	parambassis_ranga
ENSLCAP00010021960	ENSLCAG00010010349	lates_calcarifer
ENSENLP00000020404	ENSENLG00000009293	echeneis_naucrates
ENSSDUP00000018155	ENSSDUG00000013244	seriola_dumerili
ENSSLDP00000003184	ENSSLDG00000002496	seriola_lalandi_dorsalis
ENSCSEP00000028047	ENSCSEG00000017917	cynoglossus_semilaevis
ENSSMAP00000033729	ENSSMAG00000020638	scophthalmus_maximus
ENSGMOP00000011795	ENSGMOG00000011015	gadus_morhua
ENSDCDP00000056656	ENSDCDG00000033263	denticeps_clupeoides
ENSIPUP00000009993	ENSIPUG00000006822	ictalurus_punctatus
ENSPNAP00000024717	ENSPNAG00000009439	pygocentrus_nattereri
ENSAMXP00000033638	ENSAMXG00000010557	astyanax_mexicanus
ENSAMXP00005013595	ENSAMXG00005007258	astyanax_mexicanus_pachon
ENSEEEP00000039366	ENSEEEG00000018698	electrophorus_electricus
ENSCCRP00015027190	ENSCCRG00015011470	cyprinus_carpio_huanghe
ENSCCRP00010032648	ENSCCRG00010013894	cyprinus_carpio_germanmirror
ENSCCRP00000027501	ENSCCRG00000014885	cyprinus_carpio
ENSCCRP00020114749	ENSCCRG00020051876	cyprinus_carpio_hebaored
ENSSGRP00000042027	ENSSGRG00000022800	sinocyclocheilus_grahami
ENSSRHP00000080879	ENSSRHG00000040090	sinocyclocheilus_rhinocerous
ENSSANP00000095832	ENSSANG00000047232	sinocyclocheilus_anshuiensis
ENSCARP00000099125	ENSCARG00000050251	carassius_auratus
ENSSGRP00000023779	ENSSGRG00000014035	sinocyclocheilus_grahami
ENSSRHP00000081457	ENSSRHG00000040369	sinocyclocheilus_rhinocerous
ENSSANP00000014386	ENSSANG00000007616	sinocyclocheilus_anshuiensis
ENSCCRP00015066774	ENSCCRG00015027195	cyprinus_carpio_huanghe
ENSCCRP00020087486	ENSCCRG00020040251	cyprinus_carpio_hebaored
ENSCCRP00010016506	ENSCCRG00010007065	cyprinus_carpio_germanmirror
ENSCCRP00000033201	ENSCCRG00000017855	cyprinus_carpio
ENSCARP00000007811	ENSCARG00000003609	carassius_auratus
ENSDARP00000118145	ENSDARG00000015176	danio_rerio
ENSTNIP00000022948	ENSTNIG00000019703	tetraodon_nigroviridis
ENSMZEP00005019020	ENSMZEG00005014273	maylandia_zebra
ENSCCRP00010066196	ENSCCRG00010028501	cyprinus_carpio_germanmirror
ENSCCRP00020100345	ENSCCRG00020046106	cyprinus_carpio_hebaored
ENSCCRP00000027493	ENSCCRG00000014883	cyprinus_carpio
ENSSANP00000106352	ENSSANG00000052007	sinocyclocheilus_anshuiensis
ENSSFOP00015001655	ENSSFOG00015001121	scleropages_formosus
